,condition_concept_id,chi2,p_value
4882,321522,1.9754224144887182,0.15987347761746964
4379,260041,1.9754224144887182,0.15987347761746964
6806,4239312,1.9754224144887182,0.15987347761746964
7542,73383,1.9754224144887182,0.15987347761746964
7149,438542,1.9754224144887182,0.15987347761746964
6886,37208033,1.9754224144887182,0.15987347761746964
7638,77357,1.9754224144887182,0.15987347761746964
7649,46269836,1.9754224144887182,0.15987347761746964
7977,36684810,1.9754224144887182,0.15987347761746964
5735,432441,1.9754224144887182,0.15987347761746964
7522,201478,1.9754224144887182,0.15987347761746964
7271,198108,1.9754224144887182,0.15987347761746964
7987,4220292,1.9754224144887182,0.15987347761746964
7831,4117554,1.9754224144887182,0.15987347761746964
6844,73318,1.9754224144887182,0.15987347761746964
2147,141232,1.972802301966783,0.16015072733311317
2451,443236,1.972802301966783,0.16015072733311317
956,42537748,1.9708190690462366,0.1603609492444269
832,381444,1.9567249702141976,0.16186401050485172
1315,443524,1.9558999543779167,0.1619524905621168
2290,37312520,1.9542702443444195,0.1621274334417287
2201,435506,1.9542702443444195,0.1621274334417287
781,440129,1.9531099292855543,0.16225212003614267
1119,4113008,1.9472484788331934,0.16288366213690847
2166,31057,1.947207885956797,0.16288804558877074
4118,197654,1.9402552479292734,0.16364082236415328
390,43530674,1.9402552479292734,0.16364082236415328
623,4208390,1.9364698897848096,0.16405234111998424
458,4307774,1.936399176487718,0.16406003983648665
372,140821,1.9359381699969842,0.1641102407741056
2485,435227,1.932375512304551,0.16449878607361318
208,439407,1.9317661250109603,0.1645653514047642
970,75650,1.9264113398394374,0.16515159766956994
826,439005,1.90794529272878,0.16719167758404607
1209,4049417,1.9071078119939795,0.16728488178262313
143,316822,1.9029450947098427,0.1677490393805559
1460,372891,1.8967804117300602,0.16843913654057283
4648,196733,1.8967804117300602,0.16843913654057283
5598,442187,1.8967804117300602,0.16843913654057283
4003,434272,1.8967804117300602,0.16843913654057283
5373,437979,1.8967804117300602,0.16843913654057283
657,79864,1.8964769388583602,0.16847319234171093
834,433811,1.8955701203477662,0.16857500278155158
367,439674,1.8934802966523576,0.16880990042288388
4183,374957,1.8913477044469942,0.16904999225613673
4452,4182711,1.8913477044469942,0.16904999225613673
4023,377845,1.8913477044469942,0.16904999225613673
3054,4081173,1.8913477044469942,0.16904999225613673
2097,4310238,1.8913477044469942,0.16904999225613673
3134,435696,1.8913477044469942,0.16904999225613673
3492,44782760,1.8913477044469942,0.16904999225613673
2806,200447,1.887232324742566,0.16951441851907717
427,4062387,1.8790652488721649,0.17044042633570178
2700,4164959,1.8784859311952036,0.17050633135029325
2690,4203555,1.877936613974215,0.1705688504430204
642,435119,1.8751483218582294,0.1708865987323341
1179,4134176,1.8692708087687806,0.17155861804842637
1953,141663,1.8661010150812696,0.17192230392091631
906,381549,1.8598695496529845,0.17263985685706637
1675,372627,1.8540971466974372,0.17330762290698204
843,441534,1.8497582438425062,0.1738115146494485
2905,4242816,1.8374326783950674,0.17525215135039449
2601,4184423,1.8374326783950674,0.17525215135039449
3160,381854,1.8372489956916471,0.1752737243219855
4255,37312524,1.8372489956916471,0.1752737243219855
3946,4027729,1.8372489956916471,0.1752737243219855
65,4066735,1.8372489956916471,0.1752737243219855
4736,74399,1.8339519861262894,0.17566146891892725
3547,201894,1.8339519861262894,0.17566146891892725
4994,433288,1.8339519861262894,0.17566146891892725
3970,40481345,1.8339519861262894,0.17566146891892725
5039,437241,1.8339519861262894,0.17566146891892725
3007,312337,1.831852056982821,0.1759089463072614
1214,439727,1.8307378557455065,0.17604041850481306
3732,443616,1.8283990245451744,0.17631676181123207
588,132446,1.8279624232601255,0.1763684035807594
1463,46273487,1.8278319745809206,0.17638383660488577
1844,40481919,1.8273445439069813,0.1764415169695024
444,4000609,1.8215840183757246,0.17712484235352122
2519,316428,1.8200955840332607,0.177301899544484
2656,43530714,1.8200955840332607,0.177301899544484
2837,196724,1.8200955840332607,0.177301899544484
871,441051,1.819144324791187,0.17741516387682538
797,4166844,1.8148122333951944,0.17793203377943972
1438,4162993,1.8143944265547347,0.17798197494293366
1532,4292547,1.8143944265547347,0.17798197494293366
4437,4319889,1.8143944265547347,0.17798197494293366
4404,4192127,1.8143944265547347,0.17798197494293366
4304,4095589,1.8143944265547347,0.17798197494293366
41,374363,1.8143944265547347,0.17798197494293366
3050,40482061,1.8143944265547347,0.17798197494293366
4868,4219822,1.8143944265547347,0.17798197494293366
2486,135333,1.8128327215081042,0.17816879158011706
918,78771,1.812194143234539,0.1782452457719419
1164,4339214,1.810376390009083,0.17846308495990093
136,376065,1.8063885169382958,0.17894206918164815
1465,381028,1.8019748702365241,0.1794739259450167
4021,195213,1.7997081278352711,0.17974778480563597
2797,4100858,1.7997081278352711,0.17974778480563597
1126,372888,1.7995446614354393,0.1797675528396928
1588,374384,1.7982190571436365,0.17992795138964823
4063,4147491,1.795698288468277,0.18023342203623732
6351,4137754,1.7926616120773518,0.18060220808251842
4865,36684817,1.7926616120773518,0.18060220808251842
4767,3657021,1.7926616120773518,0.18060220808251842
4479,4029726,1.7926616120773518,0.18060220808251842
3239,45771090,1.7926616120773518,0.18060220808251842
5148,4299440,1.7926616120773518,0.18060220808251842
6324,4170635,1.7926616120773518,0.18060220808251842
2884,440812,1.7926616120773518,0.18060220808251842
3051,45763814,1.7925752123712355,0.1806127135712794
495,4109135,1.791004160347568,0.18080386386221833
1472,381033,1.787597755655024,0.1812191266403137
833,40443308,1.7860976150123815,0.18140235355239187
13,200174,1.7852793752467602,0.18150238360030924
3281,42537744,1.7834350339810898,0.18172808915798877
2557,441283,1.7831233382652218,0.1817662657428023
1144,198101,1.782124651427748,0.18188864777189018
1753,432508,1.781305079790385,0.18198915179037994
2357,4184403,1.781305079790385,0.18198915179037994
4376,4001298,1.781305079790385,0.18198915179037994
1451,4317548,1.781305079790385,0.18198915179037994
1335,42873170,1.7811334071682454,0.18201021213984678
1898,439794,1.774216954030951,0.18286105763656582
2743,4234480,1.774216954030951,0.18286105763656582
3015,4181782,1.774216954030951,0.18286105763656582
2418,78097,1.7724483444381036,0.18307936716353507
3269,23798,1.7722008484760845,0.18310994108571294
2093,138717,1.771857836282033,0.18315232420240088
1689,4335891,1.763010330627804,0.18424947661376315
2572,4312493,1.763010330627804,0.18424947661376315
3204,44782821,1.7605625589637912,0.18455436252432772
4071,4299544,1.7605625589637912,0.18455436252432772
5011,4058207,1.7605625589637912,0.18455436252432772
2283,4279681,1.7605625589637912,0.18455436252432772
1269,133141,1.7574607289551738,0.1849415571421815
1717,194847,1.7560488037102076,0.18511811692115443
2456,4110914,1.7560488037102076,0.18511811692115443
2043,4291304,1.7523300332850493,0.18558408266848034
809,36713170,1.7497808777518435,0.18590428145421212
106,45768964,1.7412812159670787,0.18697657006694135
1087,78162,1.7351565985010038,0.18775368972158962
1892,4112852,1.7291221341196183,0.18852304796832925
1901,440956,1.7268945226348884,0.1888079820691647
2846,4056428,1.7255015271967507,0.1889864151366689
2424,437703,1.7254664675749498,0.1889909085641337
3964,36714559,1.7254664675749498,0.1889909085641337
992,440814,1.724287025917463,0.18914214460105877
146,442077,1.7237267902457263,0.18921403120779334
2577,140176,1.7133762304139655,0.1905479071852966
5061,4303970,1.7133762304139655,0.1905479071852966
5264,4190773,1.7025547222870268,0.19195421378835648
1598,37311319,1.7014498492714865,0.19209847755941553
5818,440330,1.6967543706276522,0.19271298222042954
4468,435242,1.6967543706276522,0.19271298222042954
2847,437524,1.6967543706276522,0.19271298222042954
5343,4105930,1.6967543706276522,0.19271298222042954
5762,138965,1.6967543706276522,0.19271298222042954
3297,4133837,1.6967543706276522,0.19271298222042954
5710,442087,1.6967543706276522,0.19271298222042954
6279,77956,1.6967543706276522,0.19271298222042954
3847,4055224,1.6967543706276522,0.19271298222042954
7490,200338,1.6967543706276522,0.19271298222042954
6715,40485376,1.6967543706276522,0.19271298222042954
4325,4092235,1.6967543706276522,0.19271298222042954
4367,4045733,1.6967543706276522,0.19271298222042954
2932,4292056,1.6967543706276522,0.19271298222042954
5589,434920,1.6967543706276522,0.19271298222042954
7446,140191,1.6967543706276522,0.19271298222042954
5604,45757306,1.6967543706276522,0.19271298222042954
7171,4104196,1.6967543706276522,0.19271298222042954
7112,200146,1.6967543706276522,0.19271298222042954
7369,36685160,1.6967543706276522,0.19271298222042954
5624,4050977,1.6967543706276522,0.19271298222042954
6365,46269843,1.6967543706276522,0.19271298222042954
3928,36714116,1.6967543706276522,0.19271298222042954
7775,377101,1.6967543706276522,0.19271298222042954
7772,36715682,1.6967543706276522,0.19271298222042954
5356,435205,1.6967543706276522,0.19271298222042954
6100,4323893,1.6967543706276522,0.19271298222042954
7308,441793,1.6967543706276522,0.19271298222042954
5118,313800,1.6967543706276522,0.19271298222042954
3074,4243593,1.6961664709966104,0.19279008316396257
14,259153,1.6935452870739802,0.19313428088976264
683,4216188,1.6914433558464552,0.19341081235217344
2330,436681,1.6914433558464552,0.19341081235217344
2715,4138299,1.6907987081685345,0.19349571532223533
2989,193138,1.6907987081685345,0.19349571532223533
6152,197034,1.687552799684285,0.19392387840350273
3748,433763,1.687552799684285,0.19392387840350273
6172,436682,1.687552799684285,0.19392387840350273
73,193983,1.687552799684285,0.19392387840350273
1182,4009457,1.687552799684285,0.19392387840350273
6670,37204824,1.687552799684285,0.19392387840350273
6074,4167909,1.687552799684285,0.19392387840350273
3894,321389,1.687552799684285,0.19392387840350273
3448,4337941,1.687552799684285,0.19392387840350273
6498,435150,1.687552799684285,0.19392387840350273
3870,4122179,1.687552799684285,0.19392387840350273
2095,200761,1.687552799684285,0.19392387840350273
3322,43530718,1.687552799684285,0.19392387840350273
4337,4134162,1.687552799684285,0.19392387840350273
2974,40486171,1.687552799684285,0.19392387840350273
4516,81403,1.687552799684285,0.19392387840350273
4945,4058346,1.687552799684285,0.19392387840350273
2798,4280498,1.684109343992589,0.19437931103653452
1649,80497,1.6774217848717858,0.1952673891811638
346,4344500,1.6763826030910733,0.19540581371015558
2318,437064,1.6682673922630356,0.19649076376632665
3146,4116451,1.6682673922630356,0.19649076376632665
516,135287,1.6616851944279605,0.19737594582992685
2152,376112,1.66047243180968,0.1975395491410438
538,36714686,1.646798808768792,0.19939519092771987
998,4290822,1.6443563563427994,0.1997288050724529
1745,43531622,1.6420867385505171,0.20003939958953892
11,4239487,1.6245136991765854,0.20246356349457367
1915,436231,1.6245136991765854,0.20246356349457367
1271,36717183,1.6244011474559779,0.20247920078817844
4955,381282,1.6244011474559779,0.20247920078817844
3607,318712,1.6200595401479383,0.20308348575391447
3352,195300,1.6198732133144458,0.20310946707561453
4918,76002,1.6198732133144458,0.20310946707561453
5077,36712963,1.6198732133144458,0.20310946707561453
4070,4108215,1.6198732133144458,0.20310946707561453
5518,76790,1.6198732133144458,0.20310946707561453
2345,4085898,1.6196218742120931,0.2031445198785501
3568,438698,1.6179862409380368,0.20337280629289456
3049,256622,1.6179862409380368,0.20337280629289456
2325,201066,1.6086356955315118,0.2046836873337799
357,4281109,1.6081966191248191,0.20474548724137528
1676,380038,1.6075067016828986,0.20484263743188047
99,4230641,1.6003536188022864,0.20585310499542706
2872,78605,1.5985562106441082,0.20610793678334602
2844,4101918,1.5978462276135639,0.20620869891076052
3674,443237,1.5964368323401894,0.2064088953410766
2763,434657,1.5935566346311734,0.20681872506762045
1304,4232337,1.593301618896024,0.20685505812384736
1631,443614,1.593301618896024,0.20685505812384736
7035,196625,1.5909390155843617,0.20719202598760303
5406,260336,1.5909390155843617,0.20719202598760303
4789,46269879,1.5909390155843617,0.20719202598760303
3441,432833,1.5909390155843617,0.20719202598760303
98,4195085,1.5894646562354366,0.20740263617822208
2057,136496,1.5877176587400932,0.20765251999941445
1843,437295,1.5861591596293914,0.20787574217142196
3587,4344258,1.5861591596293914,0.20787574217142196
222,4069320,1.5861591596293914,0.20787574217142196
3169,4178395,1.579823450479559,0.20878612585891246
1529,4067872,1.579823450479559,0.20878612585891246
3336,4078201,1.579823450479559,0.20878612585891246
3787,443876,1.579823450479559,0.20878612585891246
4285,4155042,1.579823450479559,0.20878612585891246
4558,4135466,1.579823450479559,0.20878612585891246
2271,4117712,1.579823450479559,0.20878612585891246
4176,4132570,1.579823450479559,0.20878612585891246
2367,435956,1.5780632196849953,0.20903989176181684
3829,133547,1.5780632196849953,0.20903989176181684
1696,135473,1.5759973107113223,0.20933819195181336
933,443587,1.5728259788975207,0.20979708725958246
570,40482662,1.572122731698777,0.2098990092346814
479,198263,1.5717740367626876,0.20994956751724164
1172,197916,1.5697562408076093,0.21024241698165047
2010,4111416,1.5697562408076093,0.21024241698165047
1827,4250169,1.5697368898184236,0.21024522779708513
2182,45763584,1.5693967417597594,0.21029464305388937
2555,4220238,1.563712227919849,0.2111225054749154
1248,4149851,1.5621120629537697,0.21135624142829929
3175,42538117,1.5594219543397738,0.21174987733590767
3411,4252861,1.5546363146365652,0.2124522983234927
4275,4239897,1.5546363146365652,0.2124522983234927
1913,378135,1.5545611502648922,0.21246335274746458
3193,4251306,1.553047918027056,0.2126860491120909
3359,45770892,1.5441432887249333,0.2140021370462362
3948,195856,1.5427865028989611,0.2142035159032397
3259,438208,1.5427865028989611,0.2142035159032397
80,73553,1.5384160274594674,0.21485373035566482
733,4277253,1.5359462786015472,0.21522220345375098
1348,4152592,1.5351775119197986,0.2153370526435971
892,78832,1.5267637973069657,0.21659879157777243
2748,4243575,1.5239454855905574,0.21702339868131945
2730,24660,1.5239454855905574,0.21702339868131945
6063,436806,1.512684186488724,0.21872995977373544
3938,438090,1.512684186488724,0.21872995977373544
4971,378679,1.512684186488724,0.21872995977373544
5185,37205044,1.512684186488724,0.21872995977373544
5238,4087597,1.512684186488724,0.21872995977373544
3675,132553,1.512684186488724,0.21872995977373544
2951,4253901,1.512684186488724,0.21872995977373544
224,46273180,1.5102765549016,0.2190968913999501
2366,195596,1.5073712034452138,0.21954065600946832
3194,35624169,1.5056121568921221,0.21980985508830478
2769,432587,1.5056121568921221,0.21980985508830478
3957,4144389,1.5056121568921221,0.21980985508830478
5033,441928,1.5056121568921221,0.21980985508830478
1754,198446,1.5037034613126405,0.22010240207571227
2947,43530641,1.5037034613126405,0.22010240207571227
4015,374959,1.5037034613126405,0.22010240207571227
3917,46269831,1.5037034613126405,0.22010240207571227
4744,380428,1.5037034613126405,0.22010240207571227
4054,4106683,1.5037034613126405,0.22010240207571227
3196,4302740,1.5037034613126405,0.22010240207571227
5881,45757310,1.5037034613126405,0.22010240207571227
4954,437027,1.5037034613126405,0.22010240207571227
245,198520,1.499525093414266,0.22074444851173278
18,78472,1.490517792774824,0.2221361387553154
4385,4102985,1.4897845539584966,0.22224989051979482
3199,440303,1.4897845539584966,0.22224989051979482
4226,4058397,1.4897845539584966,0.22224989051979482
2910,4323418,1.4887928691703392,0.22240384748801004
631,435511,1.4841560478679532,0.2231254004801569
154,434490,1.483954524797218,0.22315682374369164
891,4166125,1.4820164050236926,0.22345930334509323
381,137548,1.467484670447671,0.2257429757251091
3505,441980,1.4600268997516108,0.226925840767394
2073,45763845,1.458878635203017,0.22710862590543757
533,436677,1.457393548699463,0.2273452901207388
1910,372646,1.4500257934630434,0.22852381377464767
4044,4038835,1.4445497872263688,0.22940450266449383
2679,4253210,1.4445497872263688,0.22940450266449383
894,31610,1.4337496943401176,0.23115345991563685
509,312349,1.431875497284044,0.23145860008373081
1429,4193620,1.4257221599152192,0.23246385496160493
1583,45767658,1.4229640418640608,0.23291615181603467
1769,4166144,1.4210232450698408,0.23323505538118683
1163,4201745,1.4195742387075716,0.23347349399639242
3165,35611566,1.4192130010262396,0.23353298266940015
1962,4265749,1.4183532707375002,0.2336746368688309
3778,437881,1.4097930891209125,0.23509074465382268
3630,4015656,1.4097930891209125,0.23509074465382268
5725,4153068,1.4097930891209125,0.23509074465382268
5026,4062405,1.4097930891209125,0.23509074465382268
2462,133956,1.4097930891209125,0.23509074465382268
3437,4311124,1.4097930891209125,0.23509074465382268
1268,77129,1.4097930891209125,0.23509074465382268
3806,4238732,1.4097930891209125,0.23509074465382268
4270,40482893,1.4097930891209125,0.23509074465382268
504,4147829,1.4074014724258816,0.23548824298345827
1313,75911,1.4073108616821455,0.235503318917965
4080,4052524,1.4057009733282473,0.23577136916354402
1067,4100662,1.405031261400612,0.23588298658705442
1851,37396333,1.3952796624500041,0.23751551059174067
4959,377604,1.3942906443630336,0.23768184684381014
5910,4244438,1.3942906443630336,0.23768184684381014
2503,314383,1.3942906443630336,0.23768184684381014
6330,201529,1.3942906443630336,0.23768184684381014
2237,4164348,1.3942906443630336,0.23768184684381014
2531,4305482,1.3942906443630336,0.23768184684381014
3413,4062231,1.3942906443630336,0.23768184684381014
6750,434293,1.3942906443630336,0.23768184684381014
3224,438691,1.3942906443630336,0.23768184684381014
6361,437986,1.3942906443630336,0.23768184684381014
5807,37016107,1.3942906443630336,0.23768184684381014
218,43530950,1.3942906443630336,0.23768184684381014
4164,45766921,1.3942906443630336,0.23768184684381014
4573,4173408,1.3942906443630336,0.23768184684381014
4086,4092358,1.3942906443630336,0.23768184684381014
5029,440370,1.3942906443630336,0.23768184684381014
1730,44782747,1.393565489614842,0.23780389548681075
831,381001,1.3847964121063763,0.23928583044748186
1927,4132130,1.382743449527037,0.2396343903363104
3705,4323342,1.3819974969146487,0.2397611938116287
658,4193868,1.3819974969146487,0.2397611938116287
2517,4296728,1.3819974969146487,0.2397611938116287
4150,140027,1.3819974969146487,0.2397611938116287
3471,381581,1.3819974969146487,0.2397611938116287
3539,46270117,1.3679210473644643,0.24216939788887687
2199,4093223,1.3679210473644643,0.24216939788887687
4410,73302,1.3679210473644643,0.24216939788887687
2761,4002349,1.3679210473644643,0.24216939788887687
4193,4298809,1.3614389349034695,0.24328825723850034
3962,4030846,1.3614389349034695,0.24328825723850034
4474,201527,1.3614389349034695,0.24328825723850034
3792,4342875,1.3608523012051787,0.24338982497376616
5794,4129394,1.3608523012051787,0.24338982497376616
4107,4121629,1.3608523012051787,0.24338982497376616
1084,4009573,1.3608523012051787,0.24338982497376616
3744,4031757,1.3608523012051787,0.24338982497376616
2236,432594,1.3608523012051787,0.24338982497376616
1421,46269750,1.3594430755389066,0.24363402476891333
655,380733,1.3594060397769248,0.24364044659444822
3683,436339,1.3546148017133184,0.2444729683321813
3232,4052227,1.3528958533301498,0.24477249716417268
4433,40482478,1.3526251860174123,0.24481970207742698
3730,40481091,1.3526251860174123,0.24481970207742698
5616,4309320,1.3526251860174123,0.24481970207742698
1243,133147,1.3526251860174123,0.24481970207742698
3937,4117228,1.3526251860174123,0.24481970207742698
5539,4247084,1.3526251860174123,0.24481970207742698
1912,197236,1.3510268801848557,0.2450986764448882
449,4117686,1.3496275701845137,0.24534323603450303
1556,37208028,1.348828646730912,0.24548299877157864
4884,4280828,1.348406117324553,0.24555695488649404
6640,4029277,1.348406117324553,0.24555695488649404
2492,4338512,1.348406117324553,0.24555695488649404
3883,4333677,1.348406117324553,0.24555695488649404
2387,4154168,1.348406117324553,0.24555695488649404
5386,440820,1.348406117324553,0.24555695488649404
3377,138682,1.348406117324553,0.24555695488649404
4431,4150302,1.348406117324553,0.24555695488649404
4172,439411,1.348406117324553,0.24555695488649404
4926,46271795,1.348406117324553,0.24555695488649404
5987,46270367,1.348406117324553,0.24555695488649404
6035,45771408,1.348406117324553,0.24555695488649404
5618,4103534,1.348406117324553,0.24555695488649404
3041,45757331,1.348406117324553,0.24555695488649404
4002,4111717,1.348406117324553,0.24555695488649404
4066,4248716,1.348406117324553,0.24555695488649404
418,44782741,1.348406117324553,0.24555695488649404
5079,76784,1.348406117324553,0.24555695488649404
3625,22492,1.348406117324553,0.24555695488649404
202,260125,1.3474577704895483,0.24572304492905842
840,139900,1.3471010086777646,0.2457855624277528
4862,40482440,1.3449687008996167,0.2461596248951781
5112,4167984,1.3445554007087024,0.24623220900975895
3019,200959,1.3445554007087024,0.24623220900975895
785,139902,1.3431086900231826,0.24648648764789743
813,195834,1.3421840526278541,0.2466491731152582
1681,4243587,1.3410110230032775,0.24685575095991613
572,442019,1.3391372205206518,0.24718617842105334
1928,434910,1.3376085053217563,0.2474561537989295
2694,4106878,1.3376085053217563,0.2474561537989295
3063,437222,1.3376085053217563,0.2474561537989295
3958,436832,1.3376085053217563,0.2474561537989295
3326,438168,1.3376085053217563,0.2474561537989295
2044,195240,1.3376085053217563,0.2474561537989295
2491,4237198,1.3376085053217563,0.2474561537989295
3753,4214076,1.3376085053217563,0.2474561537989295
259,4046448,1.3339495034441844,0.2481038105835911
1601,381031,1.3339495034441844,0.2481038105835911
483,762212,1.3336622511478164,0.2481547430839613
773,440704,1.3321219386084655,0.24842807328746086
3797,4066471,1.330425405349553,0.24872955184036694
592,194690,1.330425405349553,0.24872955184036694
1267,4138149,1.330425405349553,0.24872955184036694
2774,192732,1.330425405349553,0.24872955184036694
2544,4335883,1.3301492969239863,0.24877865944695837
1173,4130023,1.3294476087094287,0.24890351253279003
1652,4146239,1.3280084931037917,0.24915981813911942
3172,381575,1.3189984601968776,0.2507718748749175
85,4236484,1.3185998032039628,0.25084349689010155
311,4150125,1.315732447025413,0.25135938153451176
2891,437176,1.3148103451633981,0.2515255596152203
1992,4134603,1.3136945908320818,0.25172681753212967
3551,40650479,1.310552576468507,0.252294632760455
3558,43020460,1.310552576468507,0.252294632760455
4030,4188441,1.310552576468507,0.252294632760455
4986,135778,1.3097919867666514,0.25243232073719274
1326,762213,1.3076954924418462,0.25281232322619623
2615,254068,1.305785559613532,0.25315912271623103
1029,192568,1.3054610567622025,0.25321810303815634
3410,4273693,1.3054610567622025,0.25321810303815634
2433,314659,1.3044108498021725,0.25340910029907404
1877,4313767,1.3044108498021725,0.25340910029907404
2619,312327,1.3044108498021725,0.25340910029907404
4748,438997,1.3043980078425883,0.2534114369154144
6663,437867,1.3043980078425883,0.2534114369154144
3777,36685093,1.3043980078425883,0.2534114369154144
6168,4290692,1.3043980078425883,0.2534114369154144
6486,321119,1.3043980078425883,0.2534114369154144
5653,4319604,1.3043980078425883,0.2534114369154144
3099,4108762,1.3043980078425883,0.2534114369154144
4443,81097,1.3043980078425883,0.2534114369154144
1280,434063,1.3043980078425883,0.2534114369154144
7734,24909,1.3043980078425883,0.2534114369154144
5439,4187364,1.3043980078425883,0.2534114369154144
5759,193804,1.3043980078425883,0.2534114369154144
6939,4130020,1.3043980078425883,0.2534114369154144
928,4101881,1.3043980078425883,0.2534114369154144
6180,4053588,1.3043980078425883,0.2534114369154144
6186,380406,1.3043980078425883,0.2534114369154144
5906,4344493,1.3043980078425883,0.2534114369154144
2665,4233830,1.3043980078425883,0.2534114369154144
4240,4155036,1.3043980078425883,0.2534114369154144
4860,435850,1.3043980078425883,0.2534114369154144
4718,40482198,1.3043980078425883,0.2534114369154144
5479,46270529,1.3043980078425883,0.2534114369154144
4434,4009902,1.3043980078425883,0.2534114369154144
6978,4312802,1.3043980078425883,0.2534114369154144
4764,377252,1.3043980078425883,0.2534114369154144
4766,4247822,1.3043980078425883,0.2534114369154144
6209,380747,1.3043980078425883,0.2534114369154144
3781,438827,1.3043980078425883,0.2534114369154144
7008,46270468,1.3043980078425883,0.2534114369154144
6406,4177631,1.3043980078425883,0.2534114369154144
4866,260434,1.3043980078425883,0.2534114369154144
5976,26060,1.3043980078425883,0.2534114369154144
5678,4307885,1.3043980078425883,0.2534114369154144
6588,4031003,1.3043980078425883,0.2534114369154144
4584,74250,1.3043980078425883,0.2534114369154144
4707,4263766,1.3043980078425883,0.2534114369154144
3694,4065770,1.3043980078425883,0.2534114369154144
2866,4203556,1.3043980078425883,0.2534114369154144
6973,201780,1.3043980078425883,0.2534114369154144
6373,80229,1.3043980078425883,0.2534114369154144
133,4010658,1.3038314980737078,0.25351454071039603
595,4330445,1.298926601693985,0.25440938525762696
1215,132781,1.286064318222405,0.2567745154761911
596,4115367,1.2853753562734518,0.25690196599987125
857,40482267,1.284446272722195,0.2570739600897357
993,4171919,1.2804442394426698,0.2578164528313401
1799,4252872,1.2780937617031196,0.2582537691124377
81,77965,1.277798856037806,0.25830870224485414
1150,4311159,1.2756415063023938,0.2587109990539785
2059,4110189,1.2751136318555494,0.2588095535867062
3219,4140828,1.2751136318555494,0.2588095535867062
442,26727,1.2742986288806581,0.2589618063966504
1340,195588,1.272935401166563,0.25921672214271807
1561,444131,1.2665117387981901,0.26042209675265354
147,4043371,1.2586723607808799,0.2619025442459584
579,4012231,1.2552146519321272,0.2625588391563106
3016,320425,1.2543035471376216,0.2627321121030772
975,4065364,1.2540178127512076,0.2627864819930319
4835,4195780,1.2525254347899286,0.263070680544222
3865,132572,1.2525254347899286,0.263070680544222
6627,40481943,1.2525254347899286,0.263070680544222
2754,141216,1.2525254347899286,0.263070680544222
1281,75004,1.2438729820410988,0.2647259392088969
652,4115171,1.2407563292724932,0.26532534050989237
1462,436658,1.2397148114592664,0.2655260236864224
942,27918,1.2355398440256717,0.26633236927438403
2058,314171,1.2355398440256717,0.26633236927438403
2261,4214610,1.232835206381817,0.2668563656872991
1846,4341763,1.229438912444931,0.26751618398944754
3181,81336,1.229438912444931,0.26751618398944754
620,200450,1.2239921865894707,0.26857860431598934
3307,4307981,1.2222182088297022,0.26892576655266054
1286,80504,1.2174453992165097,0.26986257666390356
3012,372828,1.2174453992165097,0.26986257666390356
1483,81893,1.2169552418545144,0.26995901570434816
1613,381570,1.2147618917675822,0.2703910878414665
2873,4069935,1.2136553154584462,0.2706094024304916
862,81931,1.2103866731773034,0.2712555557809441
4791,80004,1.2077088919246046,0.271786345121429
1564,376395,1.2077088919246046,0.271786345121429
4717,4005764,1.2077088919246046,0.271786345121429
4695,138027,1.2077088919246046,0.271786345121429
4059,134324,1.2077088919246046,0.271786345121429
2543,380102,1.202383849206501,0.2728457437198004
4251,377550,1.1955002471690357,0.27422289225957774
2142,377877,1.1925921729639994,0.2748073072208247
1105,312934,1.1872070279876294,0.275893656600135
2629,201344,1.18668814314644,0.275998616375113
2799,4059563,1.18668814314644,0.275998616375113
1317,76503,1.18668814314644,0.275998616375113
518,380094,1.1857066516528754,0.27619728928433757
1984,45757559,1.1810318164808689,0.27714603831509893
819,36712806,1.1810318164808689,0.27714603831509893
2714,441699,1.173403048863221,0.2787031073655948
863,40481920,1.1730324510344359,0.27877902848966946
3447,4291649,1.1693354178274429,0.2795378363250692
4152,4051004,1.1693354178274429,0.2795378363250692
3922,4047805,1.1693354178274429,0.2795378363250692
2998,26823,1.1684459915679508,0.27972077759386016
515,4195572,1.1676066113586299,0.2798935636957559
1094,4002956,1.1596801215670818,0.28153189027642145
1938,4125650,1.1568375474965347,0.2821223720767585
2900,195079,1.1568375474965347,0.2821223720767585
4056,4332304,1.1562815089663327,0.28223805979449146
1241,374923,1.1522737171597341,0.28307368637448505
191,134736,1.1499225844367413,0.28356535599108457
678,261880,1.1498684264996355,0.2835766942496005
1108,43530656,1.1491300125615513,0.28373134251015353
2843,192683,1.1437693564870117,0.28485725018313746
4141,4344271,1.1435148046162726,0.2849108548466846
1770,4298317,1.1435148046162726,0.2849108548466846
1180,138346,1.1435148046162726,0.2849108548466846
4117,133169,1.1435148046162726,0.2849108548466846
5752,762446,1.1435148046162726,0.2849108548466846
4675,443204,1.1435148046162726,0.2849108548466846
2272,4232324,1.1435148046162726,0.2849108548466846
5720,439780,1.1435148046162726,0.2849108548466846
4077,443572,1.1435148046162726,0.2849108548466846
4613,4147598,1.142264916257232,0.28517424755926735
1914,435784,1.1418048260771347,0.2852712814914201
2558,45770886,1.1402975606020267,0.28558946025223064
1432,140273,1.1402975606020267,0.28558946025223064
1322,40481896,1.1382694578287245,0.2860182969496711
1593,376690,1.1373060382962192,0.2862222956673194
1066,438422,1.1373060382962192,0.2862222956673194
3168,438107,1.1342993421508298,0.28686013595609905
