,condition_concept_id,n_people
1550,4243161,1210
1551,4221679,1209
1552,312927,1209
1553,4055201,1206
1554,4260918,1205
1555,195581,1198
1556,200687,1178
1557,440228,1176
1558,444375,1173
1559,195603,1166
1560,197610,1165
1561,436253,1162
1562,79833,1162
1563,765053,1161
1564,44782421,1160
1565,137077,1159
1566,375077,1155
1567,81336,1154
1568,4151207,1152
1569,40482507,1151
1570,4149904,1149
1571,42539051,1148
1572,434675,1147
1573,46270564,1145
1574,437273,1143
1575,4112852,1143
1576,438879,1142
1577,4176946,1140
1578,436539,1139
1579,4117116,1139
1580,4170137,1137
1581,4152931,1135
1582,193242,1133
1583,4129407,1133
1584,4035449,1132
1585,36717286,1130
1586,381569,1130
1587,4279139,1129
1588,376112,1127
1589,316126,1127
1590,4173734,1127
1591,436252,1125
1592,254591,1124
1593,4068847,1122
1594,4117883,1120
1595,381859,1119
1596,40492482,1117
1597,4113129,1114
1598,4308093,1112
1599,4210746,1111
1600,4234788,1111
1601,440371,1110
1602,433701,1109
1603,4308835,1108
1604,440321,1101
1605,4137430,1100
1606,313761,1100
1607,4052226,1100
1608,375239,1098
1609,36716659,1098
1610,43531611,1096
1611,40483317,1090
1612,4085586,1090
1613,432791,1087
1614,442980,1086
1615,4033848,1086
1616,4025663,1085
1617,195856,1083
1618,81696,1081
1619,444367,1081
1620,192680,1079
1621,4246395,1077
1622,42709954,1077
1623,201606,1077
1624,254443,1075
1625,43020938,1075
1626,133711,1073
1627,137858,1071
1628,133956,1070
1629,373487,1070
1630,4044391,1069
1631,257628,1067
1632,132446,1060
1633,80242,1060
1634,4124693,1060
1635,193522,1058
1636,315361,1058
1637,444411,1057
1638,200757,1052
1639,4251304,1052
1640,4100857,1052
1641,4166144,1051
1642,762207,1050
1643,4305841,1045
1644,4148486,1041
1645,43531604,1041
1646,320425,1040
1647,28974,1038
1648,138148,1037
1649,4241033,1037
1650,4300110,1037
1651,134308,1037
1652,197023,1037
1653,4110948,1034
1654,4309257,1034
1655,4300243,1034
1656,435993,1033
1657,4320332,1033
1658,439981,1032
1659,4097159,1032
1660,437489,1032
1661,197494,1030
1662,43022069,1030
1663,4273250,1029
1664,4143024,1028
1665,77030,1027
1666,4313767,1026
1667,36713108,1025
1668,441277,1021
1669,42535528,1021
1670,4290976,1021
1671,4054063,1020
1672,4055993,1018
1673,46271074,1017
1674,321876,1017
1675,4173780,1013
1676,4168553,1010
1677,4050704,1010
1678,4047124,1009
1679,36716700,1007
1680,437894,1007
1681,201690,1004
1682,37312529,1003
1683,192759,1002
1684,80482,1002
1685,4048785,999
1686,0,994
1687,4008709,993
1688,4246451,993
1689,45757291,993
1690,443237,993
1691,4213373,992
1692,4144154,992
1693,194997,990
1694,4010963,984
1695,40483134,984
1696,138455,983
1697,4136700,982
1698,40479260,982
1699,4110937,980
1700,377821,980
1701,318566,980
1702,4195231,979
1703,4186208,978
1704,24818,978
1705,4216708,977
1706,4160859,977
1707,44782744,976
1708,381301,972
1709,193402,972
1710,433758,972
1711,375551,971
1712,258785,970
1713,4334801,970
1714,320746,970
1715,4033045,969
1716,31602,969
1717,314487,965
1718,42537744,965
1719,319016,965
1720,375292,964
1721,37017081,964
1722,46273641,963
1723,73290,963
1724,381575,963
1725,432845,961
1726,318096,960
1727,4112020,960
1728,37017431,958
1729,317895,958
1730,37016342,956
1731,435726,954
1732,46270027,954
1733,138858,952
1734,40487059,950
1735,45757308,950
1736,4051004,947
1737,4001298,945
1738,192279,944
1739,40489908,944
1740,73231,943
1741,443414,942
1742,77162,941
1743,432283,939
1744,77702,938
1745,377853,936
1746,199065,936
1747,254669,936
1748,4079725,933
1749,4246724,933
1750,4341763,932
1751,196463,932
1752,40479575,931
1753,4012934,931
1754,4146763,931
1755,4156806,929
1756,4170633,928
1757,4108943,925
1758,4078384,922
1759,4049659,920
1760,4031128,918
1761,372912,918
1762,376981,917
1763,432851,913
1764,379812,912
1765,439002,911
1766,4117689,910
1767,441419,909
1768,441699,909
1769,4239381,907
1770,138717,907
1771,76786,906
1772,318712,904
1773,42709840,903
1774,4230641,903
1775,443883,902
1776,4282857,902
1777,254068,902
1778,4049367,901
1779,4150485,901
1780,438156,898
1781,260125,897
1782,440700,896
1783,37205080,896
1784,200450,895
1785,321689,895
1786,139906,895
1787,45757656,895
1788,73341,895
1789,200447,894
1790,4147638,894
1791,200848,891
1792,374914,891
1793,441974,889
1794,4147491,889
1795,80183,888
1796,31821,887
1797,4051140,887
1798,380055,887
1799,4234083,886
1800,200527,881
1801,4313828,881
1802,197378,878
1803,195864,878
1804,78804,877
1805,4141640,877
1806,40480875,875
1807,132853,874
1808,45757736,873
1809,196152,873
1810,4229448,871
1811,73649,870
1812,40479642,867
1813,4095168,867
1814,4009890,865
1815,4045749,864
1816,37116511,863
1817,4134318,862
1818,380403,861
1819,4016109,860
1820,199064,859
1821,4237458,859
1822,36715749,859
1823,4080762,858
1824,320752,858
1825,43020485,857
1826,197603,855
1827,257905,855
1828,40479589,854
1829,36715619,853
1830,4199185,853
1831,4069935,852
1832,372828,852
1833,4218884,851
1834,435516,851
1835,4050690,851
1836,36715479,851
1837,4216894,849
1838,4276036,849
1839,4298692,849
1840,443615,847
1841,81303,846
1842,374036,846
1843,43530625,846
1844,197332,842
1845,432451,841
1846,193787,840
1847,40484532,840
1848,4117881,839
1849,4338117,838
1850,380102,838
1851,40491988,838
1852,193252,837
1853,197236,836
1854,4132314,836
1855,4057513,835
1856,45770891,835
1857,378160,834
1858,132932,834
1859,40277917,832
1860,4224940,832
1861,195862,832
1862,4201387,831
1863,372888,831
1864,4108644,831
1865,200445,831
1866,44782819,830
1867,437267,829
1868,36676837,828
1869,4205002,828
1870,81379,826
1871,196151,825
1872,438141,824
1873,45763750,823
1874,4129406,823
1875,4195892,822
1876,40491961,818
1877,443558,818
1878,37206102,817
1879,4029735,817
1880,35624756,816
1881,36674346,815
1882,36676836,814
1883,4119460,814
1884,4053602,814
1885,4119189,813
1886,4220631,812
1887,435786,811
1888,4002140,809
1889,4263576,808
1890,4182370,808
1891,4151842,808
1892,376104,808
1893,25572,806
1894,437528,806
1895,4194889,805
1896,4231580,802
1897,4052358,802
1898,73153,801
1899,4159739,799
1900,440977,799
1901,4048489,798
1902,45773210,797
1903,199754,796
1904,201894,795
1905,4190307,794
1906,4086195,794
1907,377844,794
1908,24970,794
1909,4023316,794
1910,4344387,793
1911,377830,791
1912,440005,791
1913,437064,787
1914,4193620,786
1915,4247719,785
1916,443784,785
1917,4218146,783
1918,46273239,781
1919,4214610,780
1920,199860,779
1921,443460,779
1922,74582,778
1923,200765,777
1924,4298740,776
1925,4322945,776
1926,133285,776
1927,444189,775
1928,4008354,775
1929,4049417,775
1930,197981,774
1931,260131,773
1932,195002,773
1933,4281826,773
1934,40483342,773
1935,440529,772
1936,378256,772
1937,4100065,771
1938,45772671,770
1939,4033319,770
1940,4194207,769
1941,45763845,769
1942,374643,769
1943,4176908,768
1944,132781,768
1945,196433,765
1946,4053590,765
1947,4109685,765
1948,4112023,763
1949,4130372,763
1950,380038,762
1951,73036,762
1952,4030977,760
1953,4000982,760
1954,4155032,760
1955,438452,758
1956,36715918,757
1957,376132,756
1958,4291649,756
1959,72986,754
1960,4324315,753
1961,380395,753
1962,4177025,753
1963,4195384,753
1964,312337,752
1965,432941,752
1966,439256,751
1967,441851,751
1968,4168689,750
1969,4022076,748
1970,4212887,746
1971,4164640,746
1972,315947,745
1973,440638,745
1974,4035425,744
1975,193249,743
1976,26441,743
1977,4132130,742
1978,252351,742
1979,137856,742
1980,435785,740
1981,4300704,739
1982,4134552,738
1983,4058207,737
1984,4171379,737
1985,35624757,737
1986,4129394,737
1987,37208309,734
1988,435789,733
1989,138388,733
1990,313792,731
1991,4164639,731
1992,36714559,729
1993,441153,729
1994,78228,728
1995,380729,727
1996,40483171,726
1997,4042550,726
1998,43021258,725
1999,81378,724
2000,4117518,724
2001,4273632,723
2002,443447,722
2003,4114222,721
2004,433752,721
2005,78579,720
2006,436397,720
2007,4055987,720
2008,4012588,719
2009,4236312,716
2010,4170145,716
2011,4127089,716
2012,317109,715
2013,4159742,715
2014,194475,715
2015,4049477,713
2016,45757309,712
2017,434502,711
2018,77631,711
2019,4009187,711
2020,4147016,709
2021,36717279,708
2022,44783760,708
2023,435666,706
2024,4302223,706
2025,197324,705
2026,4180849,704
2027,44782778,703
2028,4247238,703
2029,40480893,701
2030,377283,700
2031,440956,700
2032,373203,700
2033,375552,700
2034,434449,699
2035,442023,693
2036,4151763,693
2037,437400,693
2038,4197477,691
2039,75863,686
2040,37208308,686
2041,3655266,685
2042,374023,685
2043,437222,685
2044,443392,685
2045,321661,682
2046,4056577,681
2047,436398,681
2048,4284559,678
2049,439278,678
2050,4164092,676
2051,4111416,675
2052,22340,675
2053,73300,674
2054,4300092,674
2055,139841,673
2056,4014066,673
2057,4220002,671
2058,4329707,671
2059,78581,671
2060,439303,670
2061,439162,668
2062,4009184,668
2063,441155,668
2064,197444,667
2065,4110915,666
2066,81931,666
2067,4237062,665
2068,4308861,665
2069,4070976,665
2070,78474,664
2071,40483286,664
2072,4135466,664
2073,4061735,663
2074,381551,662
2075,4305303,662
2076,44782681,662
2077,4094742,660
2078,432461,659
2079,433471,658
2080,4219643,658
2081,4149782,658
2082,76725,658
2083,372924,658
2084,136496,657
2085,434592,657
2086,377558,656
2087,4338523,656
2088,4157456,656
2089,444410,656
2090,37396808,656
2091,433596,656
2092,4206425,655
2093,318186,655
2094,435506,654
2095,133424,653
2096,381281,653
2097,40480500,653
2098,77310,653
2099,314659,652
2100,194992,652
2101,36712963,651
2102,440691,651
2103,193528,651
2104,4130588,647
2105,195599,646
2106,45769876,645
2107,4111711,645
2108,135214,644
2109,376412,644
2110,4106358,643
2111,43530652,643
2112,74052,642
2113,443771,642
2114,4150043,642
2115,261599,641
2116,434926,641
2117,4177703,641
2118,136917,640
2119,37017436,639
2120,31884,639
2121,437295,638
2122,443421,637
2123,192667,635
2124,4242816,635
2125,46270082,634
2126,43531561,634
2127,36676238,633
2128,4298317,632
2129,436695,632
2130,440408,631
2131,4266590,631
2132,36717115,631
2133,43531563,629
2134,194690,628
2135,4090039,628
2136,45768965,627
2137,40486631,626
2138,44783165,625
2139,380720,624
2140,4106361,624
2141,4144112,623
2142,4182198,623
2143,4012455,621
2144,195306,621
2145,4048684,621
2146,139902,621
2147,4310238,621
2148,437540,619
2149,3656064,615
2150,44784134,614
2151,4323686,613
2152,4138299,613
2153,194990,612
2154,443284,611
2155,196724,611
2156,44782760,610
2157,72407,609
2158,372627,609
2159,441515,608
2160,36712846,608
2161,4091901,607
2162,45757785,607
2163,433735,605
2164,444122,604
2165,253549,604
2166,193519,604
2167,443629,603
2168,4284844,602
2169,4106355,602
2170,36712807,601
2171,4096343,600
2172,4201717,599
2173,80504,597
2174,4001819,596
2175,316428,595
2176,4081065,595
2177,4004623,595
2178,81106,594
2179,434298,594
2180,4185711,593
2181,4058977,592
2182,433681,592
2183,375817,590
2184,192239,589
2185,46270513,588
2186,4027729,588
2187,4003132,588
2188,37312524,588
2189,435226,587
2190,440385,586
2191,4331953,586
2192,437306,586
2193,432933,585
2194,43530656,584
2195,4308074,584
2196,37207866,583
2197,4340960,583
2198,433885,583
2199,4046448,583
2200,4201705,582
2201,4103741,582
2202,36713112,582
2203,436832,579
2204,253797,578
2205,375283,578
2206,4134172,578
2207,40482241,578
2208,4166844,577
2209,4258295,576
2210,438555,574
2211,377280,574
2212,313236,572
2213,43530714,572
2214,4073658,571
2215,440072,570
2216,705076,570
2217,432798,570
2218,36712805,570
2219,4311124,570
2220,132344,570
2221,44783016,569
2222,253790,568
2223,133713,567
2224,434164,565
2225,4091464,565
2226,137626,565
2227,4319602,565
2228,439253,564
2229,4052524,564
2230,376387,564
2231,441334,563
2232,133547,562
2233,442190,562
2234,436235,560
2235,436147,560
2236,439410,559
2237,4263879,559
2238,4013605,559
2239,4003529,559
2240,4061734,557
2241,43020910,556
2242,201614,555
2243,43021227,555
2244,437544,555
2245,200051,554
2246,4299408,553
2247,4316228,552
2248,4017107,551
2249,4165091,551
2250,441264,551
2251,194408,550
2252,437082,550
2253,4046093,550
2254,200169,550
2255,4310821,547
2256,374905,546
2257,434327,546
2258,194755,544
2259,441266,544
2260,40482444,544
2261,4225324,543
2262,4199441,543
2263,43530648,543
2264,133294,542
2265,4245143,539
2266,376116,539
2267,439780,539
2268,140490,538
2269,4103534,536
2270,4311484,536
2271,4329560,535
2272,441541,535
2273,37016367,534
2274,4056579,534
2275,4185029,534
2276,46274035,533
2277,4144389,532
2278,4130017,532
2279,4029420,531
2280,439235,530
2281,4152376,529
2282,4258293,529
2283,4010763,529
2284,435232,529
2285,378165,529
2286,35622934,528
2287,4140828,528
2288,192357,526
2289,80269,525
2290,4202045,524
2291,37016108,524
2292,374640,523
2293,40489912,522
2294,4238808,521
2295,4096643,521
2296,4239487,521
2297,4155077,520
2298,372646,520
2299,443458,520
2300,4260546,519
2301,444063,519
2302,45766241,518
2303,40441585,517
2304,4194739,516
2305,46273477,515
2306,45757719,514
2307,4108817,514
2308,194491,513
2309,4175167,513
2310,438688,512
2311,134661,512
2312,4119146,512
2313,133002,512
2314,46273162,512
2315,4264073,511
2316,759930,510
2317,192568,510
2318,436635,510
2319,4097158,510
2320,4077584,509
2321,4027470,508
2322,197916,507
2323,377877,507
2324,381572,506
2325,4116731,505
2326,4183031,505
2327,4101918,505
2328,46273652,504
2329,4152163,504
2330,4304002,504
2331,194403,504
2332,444115,504
2333,4193868,503
2334,436826,503
2335,438422,503
2336,4107674,501
2337,373479,500
2338,4111565,499
2339,377573,499
2340,45766898,498
2341,37207926,498
2342,4172822,497
2343,441980,497
2344,435397,496
2345,377294,496
2346,4055484,495
2347,4102985,494
2348,4184256,494
2349,4213731,494
2350,4296611,494
2351,440238,494
2352,4234480,492
2353,440078,492
2354,4093673,492
2355,374053,491
2356,438748,491
2357,4030846,490
2358,4115161,489
2359,46273180,489
2360,4018956,489
2361,46269816,489
2362,432863,488
2363,374360,488
2364,4066382,488
2365,317510,488
2366,4130027,488
2367,4055851,488
2368,4112826,487
2369,46270163,487
2370,40482638,487
2371,377545,486
2372,4202383,486
2373,43020460,486
2374,440303,486
2375,40650479,485
2376,23986,484
2377,4218552,484
2378,4308863,484
2379,196061,483
2380,437828,483
2381,40481975,483
2382,4033861,483
2383,4134605,483
2384,442013,482
2385,434626,482
2386,4098740,482
2387,37207869,481
2388,4263898,480
2389,312336,480
2390,373775,480
2391,4029273,479
2392,26711,478
2393,372906,476
2394,134735,475
2395,46270470,475
2396,36712678,475
2397,4304484,474
2398,42537043,473
2399,759931,473
2400,4031941,472
2401,4335883,472
2402,4329445,471
2403,4153890,471
2404,4035437,471
2405,437496,470
2406,75043,470
2407,4151446,469
2408,4102986,469
2409,4149851,469
2410,4319447,469
2411,4195436,468
2412,374035,468
2413,40481632,468
2414,40482807,468
2415,43530818,467
2416,436670,467
2417,4171569,466
2418,45757310,465
2419,4134454,465
2420,380109,464
2421,4177069,464
2422,439155,464
2423,4050977,462
2424,375815,462
2425,4057177,462
2426,132841,461
2427,4054546,461
2428,4150985,460
2429,376106,460
2430,36713113,460
2431,45763766,460
2432,440404,459
2433,438721,459
2434,434547,459
2435,4013155,459
2436,4069654,458
2437,4008706,458
2438,4310400,458
2439,377556,457
2440,432837,456
2441,45766941,456
2442,316814,456
2443,24230,456
2444,374655,455
2445,4047805,455
2446,434084,455
2447,133438,455
2448,4143365,455
2449,132703,455
2450,256622,455
2451,43531721,454
2452,439751,454
2453,4055985,454
2454,261324,453
2455,439727,453
2456,45766765,452
2457,4345680,452
2458,78200,450
2459,318776,450
2460,435802,449
2461,435149,449
2462,4242669,449
2463,45770892,448
2464,4120318,448
2465,441855,448
2466,436799,447
2467,4058397,447
2468,81141,447
2469,141650,446
2470,4143698,446
2471,438130,446
2472,199151,445
2473,196925,445
2474,4058637,445
2475,4109883,445
2476,43021237,445
2477,438531,444
2478,436817,443
2479,4166231,443
2480,4024127,442
2481,381017,440
2482,36714927,440
2483,46269823,440
2484,4053585,438
2485,4313149,438
2486,137350,437
2487,40479606,437
2488,23798,436
2489,42537251,436
2490,378414,436
2491,37116441,436
2492,434374,435
2493,4150497,435
2494,4167984,434
2495,194418,434
2496,4032594,433
2497,201341,432
2498,4160900,432
2499,4178431,430
2500,443616,430
2501,4096804,429
2502,318772,429
2503,438699,429
2504,4195865,428
2505,321822,428
2506,4319280,428
2507,4308393,428
2508,37016179,427
2509,444243,427
2510,77066,427
2511,45757639,426
2512,380702,426
2513,138996,426
2514,4003487,426
2515,4174385,425
2516,4147614,425
2517,45769350,425
2518,196160,425
2519,434493,425
2520,78834,423
2521,78771,422
2522,40484571,422
2523,40483220,421
2524,45770904,421
2525,4254542,420
2526,4336384,420
2527,4112521,420
2528,4266864,419
2529,36712784,417
2530,4270932,417
2531,4061050,417
2532,374948,417
2533,195585,416
2534,45757804,416
2535,764594,416
2536,4001454,415
2537,440058,415
2538,4089512,415
2539,436701,414
2540,26638,413
2541,4164648,412
2542,4116451,412
2543,4034214,412
2544,4290877,412
2545,4013612,412
2546,37312519,411
2547,257503,411
2548,4243575,410
2549,40482236,410
2550,197237,410
2551,4056770,409
2552,432263,409
2553,4015988,409
2554,79240,408
2555,4178810,408
2556,4155029,408
2557,4300192,408
2558,441558,408
2559,312349,408
2560,133794,407
2561,4233724,406
2562,194684,406
2563,43531027,405
2564,4116450,405
2565,4048485,405
2566,377263,405
2567,46270031,405
2568,4242514,405
2569,374954,405
2570,4066472,404
2571,40481757,404
2572,377560,403
2573,4085877,403
2574,436145,403
2575,36715679,402
2576,373202,402
2577,4035422,402
2578,436936,401
2579,36712785,401
2580,201045,400
2581,4117712,400
2582,200588,400
2583,45757721,399
2584,4194652,399
2585,4108638,399
2586,4167085,398
2587,45757695,398
2588,4174044,398
2589,4200649,397
2590,80008,397
2591,42539502,396
2592,73302,396
2593,40488954,396
2594,437402,395
2595,42535425,395
2596,200779,395
2597,4178395,395
2598,436093,395
2599,443551,395
2600,435484,394
2601,45757744,394
2602,4113837,394
2603,4000167,393
2604,40486428,393
2605,40490986,392
2606,4347307,392
2607,22350,392
2608,40487528,392
2609,432621,392
2610,40486120,391
2611,40492268,391
2612,436136,391
2613,201352,391
2614,437986,390
2615,313221,390
2616,4279913,389
2617,4290822,389
2618,4340799,389
2619,40481820,388
2620,77639,387
2621,4121803,387
2622,4155042,387
2623,4085156,385
2624,37018293,385
2625,43022062,384
2626,437241,384
2627,134222,382
2628,44784251,382
2629,45757072,380
2630,433992,380
2631,372651,379
2632,438039,379
2633,43530674,379
2634,4009606,379
2635,4335159,378
2636,437708,378
2637,379816,378
2638,4159164,377
2639,374946,377
2640,45763781,377
2641,432595,377
2642,132277,376
2643,40485376,376
2644,4161682,376
2645,378421,375
2646,81144,375
2647,37116631,374
2648,4228503,374
2649,436059,374
2650,134453,372
2651,4174885,372
2652,4138962,372
2653,45763823,371
2654,79072,370
2655,433997,370
2656,45766819,370
2657,434085,369
2658,4326356,369
2659,4342640,369
2660,4154164,369
2661,312723,369
2662,4213266,369
2663,4001171,369
2664,4334736,368
2665,374377,368
2666,374950,367
2667,4322175,367
2668,194683,367
2669,762217,367
2670,4015216,367
2671,133628,367
2672,374649,366
2673,4118007,366
2674,439907,366
2675,4014159,365
2676,36715681,365
2677,4186463,365
2678,4071874,365
2679,438698,365
2680,196044,365
2681,40487393,365
2682,40480944,364
2683,140803,364
2684,80552,364
2685,201530,364
2686,764597,364
2687,78473,364
2688,4111717,363
2689,136516,362
2690,374957,362
2691,46269831,362
2692,434203,362
2693,192855,361
2694,75343,360
2695,4134120,360
2696,4067764,359
2697,4121629,359
2698,4056580,359
2699,4151635,359
2700,79938,359
2701,4163735,359
2702,201905,359
2703,258375,358
2704,440068,358
2705,440649,358
2706,43020446,358
2707,81250,357
2708,376971,356
2709,4296728,355
2710,4050884,354
2711,4066147,353
2712,37207929,353
2713,443327,351
2714,4108234,350
2715,435696,350
2716,4134443,350
2717,133384,350
2718,4016131,349
2719,4138149,349
2720,4211974,349
2721,37207927,349
2722,23245,348
2723,434176,348
2724,432868,348
2725,4147466,347
2726,4070679,347
2727,4196024,346
2728,437385,346
2729,435799,346
2730,4208200,346
2731,4055716,345
2732,4009329,345
2733,35624169,345
2734,37396333,344
2735,4150511,344
2736,4109116,344
2737,4176898,344
2738,4288676,344
2739,4031840,343
2740,377561,343
2741,40480435,343
2742,40488783,342
2743,253321,342
2744,4055341,342
2745,381021,342
2746,4291143,342
2747,4341635,341
2748,24660,341
2749,378142,341
2750,4174096,341
2751,81239,340
2752,40483537,340
2753,4228164,340
2754,4028238,340
2755,45757303,339
2756,197329,339
2757,44783856,338
2758,196895,338
2759,4324765,337
2760,4275292,337
2761,4080146,337
2762,45766121,337
2763,36715680,337
2764,74472,337
2765,438208,337
2766,4302686,337
2767,381504,337
2768,4248716,336
2769,438168,336
2770,4339092,335
2771,194393,335
2772,254058,335
2773,4015365,335
2774,438269,335
2775,4317685,334
2776,4097128,334
2777,378523,334
2778,37309625,333
2779,44782751,333
2780,4029776,333
2781,380117,333
2782,80484,332
2783,43530637,332
2784,197593,332
2785,201265,332
2786,381031,332
2787,77644,331
2788,4344258,331
2789,4273526,330
2790,4153068,330
2791,765582,329
2792,256450,329
2793,440087,328
2794,75910,328
2795,381581,328
2796,439246,328
2797,4184403,328
2798,378144,327
2799,37311110,327
2800,45763814,327
2801,141056,327
2802,192885,327
2803,40490497,326
2804,4211388,326
2805,4051595,326
2806,4056718,326
2807,137944,326
2808,4053598,326
2809,4189235,325
2810,45767042,325
2811,4147787,325
2812,135778,324
2813,37118660,324
2814,42537252,323
2815,79903,323
2816,4134181,323
2817,316457,322
2818,252758,322
2819,37116538,321
2820,196620,321
2821,4194232,321
2822,4015352,321
2823,195240,321
2824,201728,321
2825,4134144,320
2826,373212,320
2827,192273,320
2828,378001,320
2829,381296,320
2830,37117095,319
2831,4345332,319
2832,200349,318
2833,40479241,318
2834,443403,318
2835,4112302,318
2836,44783628,318
2837,4219822,317
2838,435522,317
2839,321109,317
2840,320739,317
2841,37116845,317
2842,4317409,317
2843,440142,317
2844,432612,317
2845,37209603,317
2846,198402,317
2847,375274,316
2848,4055711,316
2849,4028998,316
2850,4144328,316
2851,4147411,316
2852,201900,316
2853,444264,316
2854,46269889,316
2855,4208199,315
2856,4096856,315
2857,4209974,315
2858,434614,315
2859,444199,315
2860,4049121,314
2861,45770902,314
2862,4011654,314
2863,46270366,314
2864,4295727,313
2865,319825,313
2866,4115282,313
2867,433435,313
2868,441628,313
2869,378765,312
2870,4054062,312
2871,440690,312
2872,4177851,311
2873,381009,311
2874,764098,311
2875,433000,311
2876,4117687,311
2877,134870,310
2878,201344,310
2879,4066824,310
2880,36715682,310
2881,4160059,310
2882,4058066,309
2883,201518,309
2884,45766842,309
2885,80800,308
2886,141004,308
2887,4109067,308
2888,437521,308
2889,4057432,308
2890,4051605,308
2891,4246127,308
2892,377546,306
2893,4000983,306
2894,4190773,306
2895,4243821,306
2896,4126119,306
2897,37207867,306
2898,4136714,306
2899,45771403,306
2900,4008519,306
2901,4067311,305
2902,4160276,305
2903,4251306,305
2904,4003185,305
2905,138502,305
2906,375547,304
2907,40481897,304
2908,4110484,304
2909,439248,304
2910,432296,304
2911,37209605,303
2912,195587,303
2913,46270367,303
2914,4031109,303
2915,40482061,303
2916,4302740,303
2917,4153106,302
2918,435787,302
2919,4102342,302
2920,443464,302
2921,376647,302
2922,4286642,302
2923,40481302,302
2924,4152968,302
2925,432303,301
2926,4181187,301
2927,75667,300
2928,4328356,300
2929,74127,299
2930,379769,299
2931,4052527,299
2932,4334246,298
2933,4008566,298
2934,381020,298
2935,436972,298
2936,195314,298
2937,137829,298
2938,4069652,298
2939,378764,297
2940,140362,297
2941,4006163,297
2942,440387,297
2943,376977,297
2944,4069320,296
2945,4111413,296
2946,43021254,296
2947,4246661,296
2948,378439,296
2949,40489909,296
2950,436248,296
2951,318766,295
2952,440979,295
2953,4009436,295
2954,4345577,294
2955,46273990,294
2956,762216,294
2957,4342896,294
2958,42709931,294
2959,75580,293
2960,321107,292
2961,375266,292
2962,4015628,292
2963,134398,292
2964,320116,292
2965,198683,292
2966,4266637,291
2967,4151263,291
2968,4046205,291
2969,4312685,291
2970,45757649,290
2971,4241530,290
2972,4024013,290
2973,200970,290
2974,435835,290
2975,40482865,290
2976,195259,290
2977,45763790,290
2978,80187,289
2979,440710,289
2980,374631,289
2981,437744,289
2982,4095592,288
2983,439794,288
2984,40547222,287
2985,141933,287
2986,201891,287
2987,380402,287
2988,316084,287
2989,436246,287
2990,437027,286
2991,4151937,286
2992,378741,286
2993,40491439,285
2994,434910,284
2995,134603,284
2996,40489808,284
2997,77076,283
2998,40483538,283
2999,4144316,283
3000,4171776,283
3001,4200286,283
3002,253009,283
3003,432904,283
3004,4050089,282
3005,200959,282
3006,80819,282
3007,439815,282
3008,37117206,281
3009,45757305,281
3010,321315,281
3011,4222138,281
3012,4170313,281
3013,133974,280
3014,372325,280
3015,76349,280
3016,197239,280
3017,193240,280
3018,74855,280
3019,40486629,279
3020,194079,279
3021,4226266,279
3022,45766781,279
3023,4196141,278
3024,4199600,278
3025,4042501,278
3026,196821,278
3027,4317278,278
3028,46270117,278
3029,432257,278
3030,75689,278
3031,4111720,278
3032,133444,278
3033,40481091,278
3034,435809,277
3035,438725,277
3036,4272177,277
3037,4108215,277
3038,30978,276
3039,4162994,276
3040,201612,276
3041,435521,276
3042,4176170,275
3043,4102501,275
3044,4078543,274
3045,4068241,274
3046,4177651,274
3047,4227210,274
3048,40481345,274
3049,3656982,273
3050,4220238,273
3051,4024306,273
3052,46269753,273
3053,4280071,272
3054,45773181,272
3055,436837,272
3056,44808984,271
3057,4079975,271
3058,432251,271
3059,380728,270
3060,40481943,270
3061,44783972,270
3062,436675,270
3063,198075,270
3064,4152936,269
3065,4009318,269
3066,375285,269
3067,377604,269
3068,4265860,268
3069,440989,268
3070,440738,268
3071,4296627,268
3072,4344621,268
3073,4094329,267
3074,435242,267
3075,432508,267
3076,40479573,267
3077,45763824,266
3078,37016176,266
3079,437847,266
3080,4086243,266
3081,379020,266
3082,198465,266
3083,136354,266
3084,46273478,265
3085,37016191,265
3086,4174369,265
3087,195559,265
3088,4300203,265
3089,4253962,264
3090,372479,264
3091,74816,264
3092,442750,264
3093,4319889,263
3094,4182711,263
3095,4104196,263
3096,4113451,263
3097,140352,262
3098,43021857,262
3099,439674,262
3100,4134162,262
3101,35615055,262
3102,436996,261
3103,140708,261
3104,4066819,261
3105,4242814,261
3106,4031111,261
3107,4058349,261
3108,79119,261
3109,376984,261
3110,4095598,261
3111,4086020,261
3112,45757504,260
3113,4000964,260
3114,4122339,259
3115,441269,259
3116,80861,259
3117,374931,259
3118,378135,258
3119,4093193,258
3120,26052,258
3121,4055618,258
3122,78193,258
3123,432890,258
3124,45757304,258
3125,435569,258
3126,372886,258
3127,4035436,257
3128,4243593,257
3129,437836,257
3130,4194050,257
3131,45771405,257
3132,74768,257
3133,4110194,257
3134,4051005,257
3135,432594,256
3136,140173,256
3137,4069318,256
3138,4133009,256
3139,4164345,256
3140,4023612,255
3141,134304,255
3142,443797,255
3143,45772094,255
3144,4009573,255
3145,4146239,255
3146,312902,255
3147,436923,255
3148,4301733,254
3149,437262,254
3150,381278,254
3151,36712845,254
3152,432620,254
3153,435543,254
3154,4175440,254
3155,4319328,253
3156,3656897,253
3157,443239,253
3158,4155189,253
3159,4049957,252
3160,199837,252
3161,45763584,252
3162,436249,252
3163,4318656,252
3164,436108,251
3165,4298809,251
3166,4004672,251
3167,4245840,251
3168,4102935,250
3169,198822,249
