,condition_concept_id,n_people
3170,375249,249
3171,139110,249
3172,4206872,249
3173,198101,249
3174,4166058,248
3175,436975,248
3176,375801,248
3177,200773,248
3178,380397,248
3179,381854,248
3180,4055748,248
3181,30968,248
3182,438731,247
3183,4176755,247
3184,4242957,247
3185,138466,247
3186,194831,247
3187,4152370,247
3188,197318,247
3189,315531,247
3190,4115179,247
3191,37118667,247
3192,77961,246
3193,4347287,246
3194,37018875,245
3195,4308390,245
3196,4301373,245
3197,46273649,244
3198,374623,244
3199,35622759,244
3200,380393,244
3201,4011012,244
3202,4076794,244
3203,23868,243
3204,75051,243
3205,4064028,243
3206,433134,243
3207,201527,243
3208,4148091,243
3209,4025937,243
3210,197331,242
3211,45757331,242
3212,80232,242
3213,4166130,242
3214,260754,242
3215,44782762,242
3216,4053320,242
3217,4121463,242
3218,4164770,242
3219,4055650,241
3220,4338759,241
3221,4151525,241
3222,439080,240
3223,45767635,240
3224,76191,240
3225,4043395,240
3226,22492,240
3227,4153694,239
3228,4320803,239
3229,4160055,239
3230,37312531,239
3231,76503,238
3232,376123,238
3233,4147598,237
3234,377572,237
3235,37016343,237
3236,140090,237
3237,4067774,237
3238,320651,237
3239,318450,237
3240,200618,236
3241,35615135,236
3242,4098597,236
3243,4169252,236
3244,43530819,235
3245,440448,235
3246,37396201,234
3247,77395,234
3248,4113009,234
3249,43531046,234
3250,436839,233
3251,4340383,233
3252,4077904,233
3253,4317548,233
3254,4008556,232
3255,43530691,232
3256,43530719,232
3257,4159165,232
3258,43530626,232
3259,4134176,232
3260,4141654,232
3261,443556,231
3262,434891,231
3263,4118909,231
3264,45757306,231
3265,380818,231
3266,4191592,231
3267,440631,231
3268,42539474,231
3269,135939,231
3270,200775,231
3271,765316,231
3272,441968,231
3273,4098292,231
3274,4019836,231
3275,443730,230
3276,37208024,230
3277,80186,230
3278,4002356,230
3279,36712754,229
3280,46269791,229
3281,4148231,229
3282,441233,229
3283,4050101,229
3284,40483811,229
3285,4138290,228
3286,37208028,228
3287,4269221,228
3288,4282301,228
3289,441421,228
3290,4030040,228
3291,4314071,227
3292,4334248,227
3293,440431,227
3294,4134577,227
3295,4162993,227
3296,256646,226
3297,437498,226
3298,200763,226
3299,4051332,226
3300,4239897,226
3301,441547,226
3302,36712713,226
3303,46273489,226
3304,200054,226
3305,373194,225
3306,4052837,225
3307,4165681,224
3308,372635,224
3309,201901,224
3310,4248277,224
3311,436251,224
3312,440990,224
3313,36713111,224
3314,442105,224
3315,44782821,223
3316,4084868,223
3317,374357,223
3318,137900,223
3319,4092380,223
3320,4105105,223
3321,4330878,222
3322,4138150,222
3323,4053589,222
3324,4048393,222
3325,259992,222
3326,317299,222
3327,44788772,222
3328,4067766,222
3329,4138284,221
3330,437954,221
3331,81403,221
3332,435565,221
3333,4216432,220
3334,36717036,220
3335,36712753,220
3336,27918,220
3337,4009457,220
3338,4015506,220
3339,40481327,219
3340,45757404,219
3341,42536547,219
3342,4155797,219
3343,28396,219
3344,4243940,219
3345,4111710,219
3346,4154168,218
3347,436206,218
3348,436700,218
3349,4344376,218
3350,377875,218
3351,136580,218
3352,4184109,217
3353,438068,217
3354,4066471,217
3355,4024717,216
3356,4218083,216
3357,45763762,216
3358,4038835,216
3359,44782752,216
3360,440392,216
3361,434348,216
3362,436062,216
3363,4025165,216
3364,81660,216
3365,4029423,216
3366,138027,215
3367,43021410,215
3368,381291,215
3369,442264,215
3370,4210912,215
3371,40489374,214
3372,4162218,214
3373,40483832,214
3374,193144,214
3375,201824,213
3376,4277253,213
3377,43531560,213
3378,4106354,213
3379,260430,213
3380,4341633,212
3381,438028,212
3382,4305482,212
3383,79113,212
3384,36715625,211
3385,4132570,211
3386,443361,211
3387,434323,211
3388,432301,211
3389,4241223,211
3390,4054064,211
3391,134442,211
3392,4088373,211
3393,4256889,211
3394,4117866,210
3395,36712715,210
3396,195480,210
3397,4085893,210
3398,4198492,210
3399,40480943,210
3400,192854,210
3401,37204169,209
3402,40482266,209
3403,4173408,209
3404,261116,209
3405,36714116,209
3406,4267417,209
3407,197607,209
3408,4173943,209
3409,4310999,209
3410,4134309,209
3411,193138,209
3412,200762,208
3413,432289,208
3414,46270383,208
3415,4031756,208
3416,77812,208
3417,198446,208
3418,443525,208
3419,45772085,208
3420,4192127,207
3421,4147162,207
3422,4157453,207
3423,4086197,207
3424,134743,206
3425,77707,206
3426,760152,206
3427,441800,206
3428,197601,206
3429,4108805,206
3430,42535403,206
3431,4146942,206
3432,36712949,206
3433,141249,205
3434,30441,205
3435,37109307,205
3436,137813,205
3437,4232324,204
3438,4196960,204
3439,375256,204
3440,81064,204
3441,138713,204
3442,439404,204
3443,444453,204
3444,4247136,203
3445,196168,203
3446,75620,203
3447,4233424,203
3448,441834,203
3449,199067,203
3450,193598,203
3451,192735,202
3452,4110252,202
3453,375819,202
3454,381839,202
3455,4099740,202
3456,200451,201
3457,76199,201
3458,37312532,201
3459,4009902,201
3460,435150,201
3461,77955,201
3462,36716270,201
3463,132983,201
3464,37208023,200
3465,136949,200
3466,36715624,200
3467,4150681,200
3468,4273095,200
3469,77317,200
3470,4110186,199
3471,74777,199
3472,4044745,199
3473,438178,199
3474,374952,199
3475,372599,199
3476,195575,199
3477,4179653,199
3478,4252861,198
3479,138346,198
3480,46271951,198
3481,440193,198
3482,46270365,198
3483,434842,198
3484,4059452,197
3485,4304010,197
3486,764595,197
3487,4051432,197
3488,4181744,197
3489,4233811,196
3490,43022016,196
3491,436110,196
3492,36717183,196
3493,76611,195
3494,440713,195
3495,4112931,194
3496,40480946,194
3497,4106360,194
3498,40492458,194
3499,4012444,194
3500,380714,194
3501,4276495,193
3502,4167105,193
3503,259852,193
3504,4323194,192
3505,4166906,192
3506,196359,192
3507,441976,192
3508,441973,192
3509,4077428,191
3510,434625,191
3511,4009168,191
3512,4095693,191
3513,4135822,191
3514,381282,191
3515,4049971,191
3516,441283,190
3517,4059563,190
3518,37208036,190
3519,4175807,190
3520,4309525,190
3521,374959,189
3522,764599,189
3523,436634,189
3524,132391,189
3525,135338,189
3526,4171915,189
3527,4138403,189
3528,4078359,189
3529,40481303,188
3530,195213,188
3531,4102979,188
3532,441202,188
3533,44782741,188
3534,73012,188
3535,4243445,188
3536,4178114,188
3537,75652,188
3538,4175786,188
3539,377535,188
3540,4317284,188
3541,4043346,188
3542,46273238,187
3543,45766782,187
3544,373182,187
3545,372654,187
3546,440370,187
3547,440985,187
3548,37208031,187
3549,4005764,186
3550,4346970,186
3551,4038530,186
3552,440820,186
3553,4135088,186
3554,36715574,186
3555,372318,185
3556,4260194,185
3557,35615028,185
3558,46269756,185
3559,197303,185
3560,45771409,185
3561,4101104,185
3562,4178874,184
3563,4015991,184
3564,195197,184
3565,4088051,184
3566,4202682,184
3567,4195585,184
3568,4094346,184
3569,374748,184
3570,4116151,184
3571,4078700,184
3572,4106683,184
3573,139970,183
3574,440546,183
3575,40483172,183
3576,45766766,183
3577,373785,183
3578,77647,183
3579,78011,182
3580,80045,182
3581,4053597,181
3582,4051956,181
3583,4151524,181
3584,72266,181
3585,4063812,181
3586,40491872,180
3587,40490984,180
3588,765692,180
3589,4079978,180
3590,4339489,180
3591,436741,179
3592,433730,179
3593,436682,179
3594,4107913,179
3595,4249574,179
3596,440703,179
3597,438114,179
3598,372894,179
3599,199863,179
3600,80509,179
3601,4002792,179
3602,436392,179
3603,4239873,179
3604,197039,179
3605,196455,179
3606,375528,178
3607,443876,178
3608,4081998,178
3609,4001458,178
3610,4138414,178
3611,45772707,178
3612,4331508,178
3613,374032,178
3614,4138285,178
3615,4027782,178
3616,4126297,178
3617,4113942,177
3618,75311,176
3619,764524,176
3620,4001664,176
3621,4153517,176
3622,442560,176
3623,4205455,176
3624,434588,176
3625,444434,176
3626,4321835,175
3627,4030186,175
3628,4180167,175
3629,194385,175
3630,4078921,174
3631,4203556,174
3632,4015992,174
3633,377802,174
3634,134404,174
3635,437904,174
3636,140823,174
3637,441961,174
3638,196625,174
3639,4057580,173
3640,435775,173
3641,434277,173
3642,441828,173
3643,137627,173
3644,439857,173
3645,4168682,172
3646,4195873,172
3647,4059416,172
3648,441545,172
3649,376418,172
3650,439249,172
3651,4047784,172
3652,381028,172
3653,4245385,171
3654,4264234,171
3655,45766654,171
3656,432346,171
3657,4309779,171
3658,377297,171
3659,441077,171
3660,433909,171
3661,200444,171
3662,138176,171
3663,4237198,170
3664,437843,170
3665,443419,170
3666,437557,170
3667,4312477,170
3668,4165868,170
3669,4002661,169
3670,4163865,169
3671,4138156,169
3672,140027,169
3673,46269732,169
3674,196157,169
3675,28779,169
3676,72578,168
3677,133147,168
3678,4279553,168
3679,45769867,168
3680,196149,168
3681,4227902,168
3682,4107554,167
3683,440735,167
3684,193239,167
3685,79116,167
3686,3655481,167
3687,28457,167
3688,36685929,167
3689,4088351,167
3690,4114164,167
3691,381014,167
3692,432345,166
3693,44782753,166
3694,138845,166
3695,437515,166
3696,4114439,166
3697,4188581,166
3698,4002357,166
3699,45771093,166
3700,377291,166
3701,199859,166
3702,4046100,165
3703,4057087,165
3704,4021911,165
3705,320342,165
3706,435225,165
3707,441848,164
3708,4174977,164
3709,72618,164
3710,138582,164
3711,46270364,164
3712,4167100,164
3713,313791,164
3714,4343935,164
3715,443604,163
3716,376425,163
3717,45768908,163
3718,36685232,163
3719,30679,163
3720,432961,162
3721,441555,162
3722,76914,162
3723,373425,162
3724,37208022,162
3725,372547,162
3726,4113650,162
3727,200348,162
3728,4081461,162
3729,79127,162
3730,4120302,162
3731,433749,162
3732,4280828,162
3733,28083,161
3734,4300442,161
3735,436101,161
3736,40482893,161
3737,373213,161
3738,37016180,161
3739,40484541,161
3740,762337,161
3741,4172835,161
3742,377788,161
3743,377886,160
3744,441044,160
3745,4152814,160
3746,4342875,160
3747,4112824,160
3748,314457,160
3749,139899,160
3750,437448,160
3751,435228,160
3752,46270529,160
3753,4239484,160
3754,45757711,159
3755,377290,159
3756,381592,159
3757,443177,159
3758,4282532,159
3759,436033,159
3760,4181877,158
3761,260336,158
3762,433996,158
3763,37018952,158
3764,137991,158
3765,438979,158
3766,381574,158
3767,381865,158
3768,37109512,158
3769,42539121,158
3770,76784,157
3771,4311117,157
3772,4180978,157
3773,4039744,157
3774,4067872,157
3775,196733,157
3776,4312802,157
3777,4208815,157
3778,439840,157
3779,438701,156
3780,379822,156
3781,36685161,156
3782,441246,156
3783,4317826,156
3784,4170637,156
3785,133169,155
3786,380859,155
3787,372929,155
3788,436470,155
3789,4046360,155
3790,439620,155
3791,40487616,155
3792,377868,155
3793,4098922,155
3794,4252885,155
3795,4057008,154
3796,4340390,154
3797,4271140,154
3798,765719,154
3799,381573,154
3800,380113,154
3801,443900,154
3802,4044404,153
3803,4137945,153
3804,43021245,153
3805,199991,153
3806,4334734,153
3807,136960,153
3808,45757558,153
3809,197924,153
3810,4131768,152
3811,4243456,152
3812,4261810,152
3813,444238,152
3814,42872891,152
3815,4003830,152
3816,4112015,152
3817,4059257,152
3818,432347,152
3819,253815,151
3820,436466,151
3821,4222896,151
3822,437529,151
3823,433467,151
3824,4108680,151
3825,4135744,151
3826,257010,151
3827,439438,151
3828,258787,151
3829,4001670,151
3830,37203984,150
3831,4093228,150
3832,4180778,150
3833,36715623,150
3834,4264718,150
3835,4106352,150
3836,4181782,150
3837,195307,150
3838,4106351,149
3839,4041510,149
3840,441655,149
3841,4204555,149
3842,441321,149
3843,4096201,149
3844,4174010,148
3845,432838,148
3846,433208,148
3847,37117135,148
3848,4170620,148
3849,4280498,148
3850,4340493,148
3851,140057,148
3852,4297098,147
3853,4046804,147
3854,136779,147
3855,4012447,147
3856,4136721,147
3857,4054550,147
3858,199073,147
3859,197328,146
3860,198798,146
3861,4067987,146
3862,4100858,146
3863,46269825,146
3864,443082,146
3865,4329847,146
3866,4299505,146
3867,4212079,146
3868,439787,146
3869,195589,146
3870,4106410,146
3871,4052225,146
3872,442770,146
3873,45766899,146
3874,134718,146
3875,4046500,145
3876,4116441,145
3877,433696,145
3878,140020,145
3879,46271795,145
3880,137005,145
3881,4333977,145
3882,4048716,145
3883,374363,145
3884,374341,145
3885,4273693,145
3886,4124683,145
3887,376026,144
3888,434819,144
3889,4164348,144
3890,436522,144
3891,4194891,144
3892,4047635,144
3893,259865,144
3894,4062098,144
3895,36717114,144
3896,28461,144
3897,437818,144
3898,80286,144
3899,4279681,143
3900,4066036,143
3901,4048028,143
3902,4053654,143
3903,4069651,143
3904,75954,143
3905,372925,143
3906,376405,143
3907,443283,143
3908,4092910,143
3909,192732,143
3910,37207918,142
3911,45766823,142
3912,45757720,142
3913,377101,142
3914,4151240,142
3915,80946,142
3916,433976,142
3917,4154930,141
3918,75346,141
3919,4057953,141
3920,4220292,141
3921,4058347,141
3922,4069653,141
3923,4101286,141
3924,40485405,141
3925,434281,141
3926,434365,140
3927,434764,140
3928,37207959,140
3929,434512,140
3930,4033296,140
3931,40485064,140
3932,4338669,140
3933,4129392,140
3934,4003693,139
3935,4194893,139
3936,436389,139
3937,46269886,139
3938,45766895,139
3939,4150384,139
3940,192560,139
3941,195498,139
3942,437461,139
3943,4162860,139
3944,201478,139
3945,256633,139
3946,4095399,139
3947,4028571,139
3948,376402,138
3949,37016767,138
3950,4274969,138
3951,201519,138
3952,4247802,138
3953,76924,138
3954,4067861,138
3955,4290615,138
3956,4049960,138
3957,4264766,137
3958,198246,137
3959,315505,137
3960,4057381,137
3961,40480516,137
3962,432719,137
3963,28179,137
3964,435753,137
3965,4195813,137
3966,46270162,137
3967,252655,136
3968,4013453,136
3969,75039,136
3970,4052966,136
3971,4234127,136
3972,140191,136
3973,4082029,136
3974,434033,136
3975,440409,135
3976,436446,135
3977,434170,135
3978,435755,135
3979,40479572,135
3980,4340964,135
3981,4055481,135
3982,37207858,135
3983,442600,135
3984,141475,135
3985,441521,135
3986,444234,135
3987,4270887,134
3988,35626038,134
3989,194696,134
3990,439842,134
3991,4146461,134
3992,433363,134
3993,4093960,134
3994,37016882,134
3995,4338227,134
3996,4268895,134
3997,381308,133
3998,4101287,133
3999,4344158,133
4000,436091,133
4001,42538804,133
4002,40480068,133
4003,195363,133
4004,193256,133
4005,4308716,132
4006,43020472,132
4007,4253210,132
4008,438090,132
4009,4315806,132
4010,201792,132
4011,46270371,132
4012,35624825,132
4013,194091,132
4014,4253627,132
4015,45757722,131
4016,375268,131
4017,439025,131
4018,4188441,131
4019,438761,131
4020,4151529,130
4021,4341520,130
4022,4096769,130
4023,36685928,130
4024,438990,130
4025,441875,130
4026,4055709,130
4027,434875,130
4028,4246656,130
4029,4123293,130
4030,432632,130
4031,80249,130
4032,377566,130
4033,318773,130
4034,46269874,129
4035,40482440,129
4036,4153258,129
4037,4152935,129
4038,37117752,129
4039,440583,129
4040,373470,129
4041,198475,129
4042,4186461,129
4043,37395590,129
4044,40482683,129
4045,45771090,129
4046,4299644,129
4047,4028252,128
4048,434293,128
4049,4136705,128
4050,4101602,128
4051,42537742,127
4052,436233,127
4053,4155038,127
4054,432587,127
4055,37108749,127
4056,377270,127
4057,37205044,127
4058,137951,127
4059,197034,127
4060,441906,127
4061,4081173,127
4062,4313657,127
4063,4117393,127
4064,77362,127
4065,140586,126
4066,37108588,126
4067,45766908,126
4068,141216,126
4069,4102936,126
4070,4059297,126
4071,45773540,126
4072,4111552,126
4073,4062405,126
4074,4322306,126
4075,4099792,126
4076,45766764,125
4077,4045976,125
4078,4326255,125
4079,436957,125
4080,436188,125
4081,438905,125
4082,438020,125
4083,81713,125
4084,4085248,125
4085,4308391,125
4086,4133599,125
4087,46273207,125
4088,4226022,124
4089,3657020,124
4090,4308632,124
4091,378547,124
4092,4299440,124
4093,434462,124
4094,441712,124
4095,40599994,124
4096,444272,124
4097,4087475,124
4098,4066735,123
4099,36717576,123
4100,253954,123
4101,4317981,123
4102,45771398,123
4103,4335747,123
4104,45766784,123
4105,35626039,123
4106,46274123,122
4107,437130,122
4108,43530680,122
4109,4186548,122
4110,45757247,122
4111,4112183,122
4112,193693,122
4113,4063919,122
4114,4066470,122
4115,4150042,122
4116,441500,122
4117,4095589,122
4118,436134,122
4119,199767,121
4120,433524,121
4121,4323582,121
4122,45766114,121
4123,4321555,121
4124,764598,121
4125,37016396,121
4126,374338,121
4127,132702,121
4128,4009752,121
4129,4333677,121
4130,4135745,121
4131,4171394,120
4132,442564,120
4133,437854,120
4134,45757767,120
4135,441215,120
4136,432833,120
4137,192675,120
4138,4108762,120
4139,4185013,120
4140,40480077,120
4141,198091,119
4142,45766755,119
4143,40481374,119
4144,315293,119
4145,37116627,119
4146,4133015,119
4147,4270705,119
4148,4136706,119
4149,4093950,119
4150,4194890,119
4151,4210005,119
4152,75406,119
4153,444188,119
4154,4276354,119
4155,31509,119
4156,443582,118
4157,260134,118
4158,4320824,118
4159,4195785,118
4160,134305,118
4161,4100425,118
4162,4112359,118
4163,37108748,118
4164,134141,118
4165,4174011,118
4166,37018928,118
4167,198192,118
4168,40481901,118
4169,3655118,118
4170,4114600,118
4171,37310244,118
4172,444094,117
4173,37207961,117
4174,435792,117
4175,443552,117
4176,79740,117
4177,196473,117
4178,194985,117
4179,35623051,117
4180,4027461,117
4181,440987,117
4182,4056179,117
4183,4068616,117
4184,377883,117
4185,4237824,117
4186,313504,116
4187,76791,116
4188,433455,116
4189,40479615,116
4190,141248,116
4191,4146660,116
4192,381302,116
4193,46273183,116
4194,37207960,116
4195,45757772,115
4196,4335174,115
4197,378696,115
4198,4101283,115
4199,4068119,115
4200,194996,115
4201,4319604,115
4202,373404,115
4203,4225055,115
4204,4065770,115
4205,40487351,115
4206,375821,114
4207,4323193,114
4208,437214,114
4209,437784,114
4210,45766942,114
4211,79904,114
4212,77635,114
4213,4279461,114
4214,4340386,114
4215,81670,114
4216,4097996,114
4217,132835,114
4218,141371,113
4219,4117771,113
4220,196469,113
4221,140666,113
4222,434272,113
4223,378423,113
4224,4192851,113
4225,4297185,113
4226,45772703,112
4227,444079,112
4228,25518,112
4229,373193,112
4230,4051439,112
4231,375671,112
4232,440863,112
4233,764596,112
4234,4111721,112
4235,4214076,111
4236,36716624,111
4237,4246450,111
4238,37018338,111
4239,44783882,111
4240,4052499,111
4241,4039691,111
4242,4045733,111
4243,46271106,111
4244,4102493,111
4245,441928,111
4246,4062972,111
4247,4116233,110
4248,4045227,110
4249,37204824,110
4250,4265479,110
4251,46270715,110
4252,4182419,110
4253,4171913,110
4254,3662401,110
4255,4171912,110
4256,4153138,110
4257,4006964,110
4258,4084168,109
4259,443800,109
4260,439004,109
4261,4324261,109
4262,196465,109
4263,45770895,109
4264,4089777,109
4265,42872407,109
4266,138708,109
4267,44782924,109
4268,4031113,108
4269,4033297,108
4270,196431,108
4271,440302,108
4272,313007,108
4273,444084,108
4274,193262,108
4275,4024567,108
4276,4093145,108
4277,4001329,107
4278,316356,107
4279,75634,107
4280,133637,107
4281,4153362,107
4282,4134178,107
4283,4108642,107
4284,3661864,107
4285,42538169,107
4286,378679,107
4287,4170421,107
4288,765476,107
4289,433515,107
4290,440696,106
4291,45767104,106
4292,45757770,106
4293,197377,106
4294,4271003,106
4295,762376,106
4296,195398,106
4297,4099508,106
4298,135489,106
4299,440825,106
4300,46273178,106
4301,439776,106
4302,372891,106
4303,4011656,106
4304,4151680,106
4305,4268046,106
4306,37207963,105
4307,4234973,105
4308,142032,105
4309,192242,105
4310,437834,105
4311,4106878,105
4312,4111716,105
4313,46269839,105
4314,195300,105
4315,4310964,105
4316,80182,105
4317,37310245,105
4318,133857,104
4319,43020567,104
4320,4003186,104
4321,196528,104
4322,4058346,104
4323,380093,104
4324,45757330,104
4325,442628,104
4326,434183,104
4327,4172076,104
4328,36715618,104
4329,37116510,104
4330,435080,104
4331,133468,104
4332,80824,104
4333,40482293,104
4334,435381,104
4335,22955,104
4336,4264281,104
4337,4002351,103
4338,4030049,103
4339,45771402,103
4340,316795,103
4341,197036,103
4342,4193634,103
4343,317814,103
4344,4140466,103
4345,440032,102
4346,44782455,102
4347,432589,102
4348,255891,102
4349,4294393,102
4350,379782,102
4351,436544,102
4352,4261830,102
4353,4115181,102
4354,4069943,102
4355,440736,102
4356,4170462,102
4357,434153,102
4358,40481132,101
4359,376712,101
4360,4056293,101
4361,44783857,101
4362,374355,101
4363,192674,101
4364,439277,101
4365,37311078,101
4366,434007,101
4367,381306,101
4368,4006305,101
4369,375738,101
4370,4213865,101
4371,79939,101
4372,444078,100
4373,35624320,100
4374,4006294,100
4375,80004,100
4376,4086220,100
4377,4228686,100
4378,380110,100
4379,40493039,100
4380,195212,100
4381,440695,100
4382,4138157,100
4383,4184626,100
4384,4312698,100
4385,45757269,100
4386,4030847,100
4387,4066493,100
4388,434316,100
4389,75512,99
4390,439096,99
4391,36715622,99
4392,200355,99
4393,440668,99
4394,37309681,99
4395,260434,99
4396,4154632,99
4397,4095288,99
4398,4110023,99
4399,40481346,99
4400,438086,99
4401,138526,99
4402,436086,99
4403,37207865,99
4404,439871,99
4405,36674774,99
4406,4146738,99
4407,4061843,99
4408,37111520,98
4409,4211244,98
4410,36713165,98
4411,436348,98
4412,133283,98
4413,440396,98
4414,4056478,98
4415,78586,98
4416,439834,98
4417,4198185,98
4418,444289,98
4419,36716654,98
4420,4116008,98
4421,192815,98
4422,4053178,98
4423,378145,98
4424,37016107,98
4425,433403,98
4426,45757538,98
4427,197806,98
4428,201619,98
4429,4286676,97
4430,442182,97
4431,4096616,97
4432,199066,97
4433,4067312,97
4434,45763849,97
4435,439971,97
4436,444449,97
4437,135766,97
4438,37115756,97
4439,4070156,97
4440,141666,97
4441,46269884,97
4442,438350,96
4443,201461,96
4444,43020664,96
4445,4148331,96
4446,374362,96
4447,4053149,96
4448,40486896,96
4449,76388,96
4450,192422,96
4451,141662,96
4452,4094834,96
4453,439658,96
4454,252946,96
4455,321119,96
4456,4046351,95
4457,4337373,95
4458,441032,95
4459,44783376,95
4460,200761,95
4461,40483183,95
4462,72709,95
4463,37208040,95
4464,4173136,95
4465,441172,95
4466,432898,95
4467,438778,95
4468,45757433,95
4469,4100536,95
4470,141474,95
4471,4028239,95
4472,438477,95
4473,381686,95
4474,198334,95
4475,200461,94
4476,4003833,94
4477,4048710,94
4478,434944,94
4479,318222,94
4480,4135937,94
4481,434943,94
4482,196049,94
4483,45769438,94
4484,3656899,94
4485,4309320,94
4486,4015631,94
4487,201211,94
4488,4227657,94
4489,192363,94
4490,4228443,94
4491,4143700,93
4492,4173078,93
4493,40443308,93
4494,377288,93
4495,45766900,93
4496,76002,93
4497,4201531,93
4498,321886,93
4499,437523,93
4500,313223,93
4501,37208043,93
4502,4135751,93
4503,4334322,93
4504,72413,93
4505,374922,93
4506,197654,93
4507,372322,93
4508,4058354,92
4509,46270315,92
4510,765720,92
4511,4032277,92
4512,37207925,92
4513,444038,92
4514,439035,92
4515,43021985,92
4516,4344386,92
4517,4164349,92
4518,380747,92
4519,37116613,92
4520,4333000,92
4521,4050079,92
4522,132572,92
4523,73338,92
4524,4187244,92
4525,4112820,91
4526,43530718,91
4527,440220,91
4528,4201438,91
4529,4032003,91
4530,440069,91
4531,374317,91
4532,4326828,91
4533,4226354,91
4534,45772701,91
4535,192275,91
4536,432660,91
4537,436581,91
4538,4035269,91
4539,316501,91
4540,378434,91
4541,4178396,91
4542,4125005,91
4543,132565,91
4544,4345206,90
4545,372613,90
4546,442782,90
4547,4167106,90
4548,26935,90
4549,4041682,90
4550,4069646,90
4551,45767654,90
4552,31597,90
4553,74444,90
4554,24977,90
4555,4181477,90
4556,78308,90
4557,4125496,90
4558,438583,89
4559,4308713,89
4560,4104563,89
4561,441011,89
4562,4160464,89
4563,30515,89
4564,378743,89
4565,40486059,89
4566,4013461,89
4567,4069953,89
4568,440508,88
4569,4008520,88
4570,4147164,88
4571,4150302,88
4572,200343,88
4573,193818,88
4574,4126292,88
4575,36716163,88
4576,36713238,88
4577,40482859,88
4578,45757708,87
4579,46270317,87
4580,316427,87
4581,440328,87
4582,45767695,87
4583,44782781,87
4584,45766897,87
4585,195769,87
4586,4084964,87
4587,45766974,87
4588,440076,87
4589,372241,87
4590,23220,87
4591,381862,87
4592,45773176,86
4593,4340497,86
4594,81665,86
4595,438386,86
4596,195770,86
4597,4050098,86
4598,40480081,86
4599,381036,86
4600,433763,86
4601,762446,86
4602,433423,86
4603,45767650,86
4604,378352,86
4605,4291291,86
4606,436692,86
4607,4238732,86
4608,442149,86
4609,80241,86
4610,35610112,86
4611,4025168,86
4612,4053588,85
4613,438961,85
4614,74135,85
4615,4197765,85
4616,4308404,85
4617,4325344,85
4618,376698,85
4619,78987,85
4620,4123726,85
4621,381847,85
4622,439807,85
4623,4334404,85
4624,4001282,85
4625,4262584,85
4626,4106504,85
4627,45757699,85
4628,4031757,84
4629,439408,84
4630,4009176,84
4631,4271033,84
4632,381252,84
4633,79172,84
4634,75345,84
4635,80665,84
4636,133725,84
4637,45763685,84
4638,138056,84
4639,376107,84
4640,319845,84
4641,4029277,84
4642,4338512,84
4643,315282,84
4644,377539,84
4645,377848,84
4646,439014,84
4647,380534,84
4648,4034633,84
4649,45771408,84
4650,439103,84
4651,4193638,83
4652,4068628,83
4653,4314637,83
4654,377884,83
4655,196217,83
4656,4091490,83
4657,36714118,83
4658,260041,83
4659,433915,83
4660,4147292,83
4661,4003404,83
4662,4191001,83
4663,375258,83
4664,4043387,83
4665,441006,83
4666,198483,83
4667,45763578,83
4668,40478938,83
4669,4202842,83
4670,4173807,83
4671,378435,83
4672,4059253,83
4673,195301,83
4674,441560,83
4675,4150172,83
4676,4317827,82
4677,443115,82
4678,436003,82
4679,4239337,82
4680,438997,82
4681,4082487,82
4682,4059258,82
4683,4225874,82
4684,437693,82
4685,4172646,82
4686,4328220,82
4687,260130,82
4688,440438,82
4689,440828,82
4690,197028,82
4691,320429,82
4692,45767623,82
4693,442553,82
4694,4152852,82
4695,46269758,82
4696,444202,82
4697,4149688,82
4698,4055224,82
4699,4002349,81
4700,4109197,81
4701,441333,81
4702,4147494,81
4703,4237140,81
4704,4237315,81
4705,378163,81
4706,40493415,81
4707,40492266,81
4708,46269824,81
4709,4115942,81
4710,198988,81
4711,30683,81
4712,381135,81
4713,380421,81
4714,252348,81
4715,4180873,81
4716,196048,81
4717,4111714,81
4718,4108950,80
4719,253482,80
4720,4309167,80
4721,4146517,80
4722,443411,80
4723,437881,80
4724,4230454,80
4725,4142899,80
4726,438418,80
4727,81707,80
4728,45763749,80
4729,195664,80
4730,4170635,80
4731,4053838,80
4732,4291277,80
4733,4146169,79
4734,4170723,79
4735,4216139,79
4736,46269751,79
4737,4239729,79
4738,376938,79
4739,4324690,79
4740,45763779,79
4741,43530686,79
4742,4340367,79
4743,4134330,79
4744,4328804,79
4745,36685160,79
4746,36715621,79
4747,137735,79
4748,141651,79
4749,4299094,79
4750,4182522,79
4751,4340954,78
4752,4140207,78
4753,4119850,78
4754,373756,78
4755,201043,78
4756,433778,78
4757,4279543,78
4758,138682,78
4759,4224254,78
4760,4114356,78
4761,4028939,78
4762,435485,78
4763,81099,78
4764,192785,78
4765,4066820,78
4766,37206800,78
4767,4154415,78
4768,4128532,77
4769,4278669,77
4770,75385,77
4771,4114604,77
4772,4000963,77
4773,45772128,77
4774,438767,77
4775,46272381,77
4776,45766754,77
4777,46269921,77
4778,192836,77
4779,76745,77
4780,4212727,77
4781,372896,77
4782,261514,77
4783,4071026,77
4784,45766911,77
4785,4086219,77
4786,46270471,77
4787,4009648,77
4788,440751,77
4789,4134334,77
4790,257008,77
4791,4247836,77
4792,375794,76
4793,4051607,76
4794,138864,76
4795,4101584,76
4796,201345,76
4797,75488,76
4798,201338,76
4799,441615,76
4800,443204,76
4801,45771089,76
4802,197506,76
4803,434300,76
