,condition_concept_id,chi2,p_value,p_adj
4394,36715746,11.514394715293125,0.0006905931474491876,0.005054237703596681
1203,440360,11.501462885496256,0.0006954143722258373,0.005085142788987039
2131,132932,11.473241262942775,0.0007060543221154489,0.005158506943263086
364,4281109,11.468201476769032,0.0007079716282049276,0.005168071241286314
2720,380375,11.446812585162403,0.000716167397360125,0.005222557765323213
2660,4147411,11.445521987665785,0.0007166649822721979,0.005222557765323213
1910,374384,11.43127017238696,0.0007221829942138391,0.005258259555985426
862,436246,11.42392621906994,0.0007250431610446353,0.005274454884888769
910,433633,11.420786268502663,0.0007262695322254747,0.005274454884888769
2415,40482807,11.420786268502663,0.0007262695322254747,0.005274454884888769
3748,4320803,11.394968993048188,0.000736432779871924,0.005339137654071449
1213,374013,11.394968993048188,0.000736432779871924,0.005339137654071449
2631,199991,11.357115331041644,0.000751594691921845,0.005444416110196007
243,317009,11.3410938531627,0.000758106573357038,0.005479415766653724
1440,196463,11.340470838729512,0.0007583609440490501,0.005479415766653724
2881,381551,11.340470838729512,0.0007583609440490501,0.005479415766653724
3096,313761,11.321400285351476,0.0007661891286002827,0.005531273598739678
91,321876,11.319666726615988,0.0007669047652580365,0.005531740059760217
1604,374914,11.285673404214231,0.0007810749596838209,0.005624401637655445
1413,37207926,11.285673404214231,0.0007810749596838209,0.005624401637655445
3183,4295956,11.27564487225851,0.0007853057035028472,0.005640526257534821
2419,4195865,11.27564487225851,0.0007853057035028472,0.005640526257534821
4464,313226,11.27564487225851,0.0007853057035028472,0.005640526257534821
885,376973,11.245484484918883,0.000798169562993872,0.005728080047938286
2295,40482727,11.237044889358554,0.0008018071625606984,0.0057493295023445185
932,4052226,11.204361461894758,0.0008160530233374002,0.005845315351251866
290,375519,11.201730528069973,0.0008172108443856591,0.005845315351251866
1600,197917,11.20143037875619,0.0008173430395229202,0.005845315351251866
732,4222174,11.200063902612573,0.0008179451515403635,0.005845315351251866
3639,4296611,11.195179201410111,0.0008201011710215021,0.005845972860880623
2292,436695,11.195179201410111,0.0008201011710215021,0.005845972860880623
3067,46270383,11.195179201410111,0.0008201011710215021,0.005845972860880623
235,437779,11.18236588107349,0.0008257840752009768,0.005876622518410971
4485,376387,11.18236588107349,0.0008257840752009768,0.005876622518410971
459,378416,11.177073780728147,0.0008281428013011711,0.005888476470841883
753,4308696,11.1320734964144,0.0008484769020421695,0.0060280169202778545
1894,137785,11.126135784705628,0.0008511973779588106,0.006042292498342535
2439,45757559,11.08663022164681,0.000869523478979707,0.006162085905663529
812,36712806,11.08663022164681,0.000869523478979707,0.006162085905663529
1048,444211,11.024079312016845,0.0008993593626382605,0.00636291132750816
351,4124693,11.024079312016845,0.0008993593626382605,0.00636291132750816
2350,320073,10.986032425720468,0.0009180112782985865,0.0064840746730698996
1713,37017081,10.986032425720468,0.0009180112782985865,0.0064840746730698996
1619,442268,10.984193372004354,0.0009189226914246315,0.006485121353019181
4186,199064,10.95951218928608,0.000931243290190768,0.006561172667289349
1121,4157456,10.95951218928608,0.000931243290190768,0.006561172667289349
122,78234,10.954373732342265,0.0009338292888672784,0.006573941563798893
1041,43530685,10.944439882909998,0.0009388492390111323,0.006603809589302642
703,438430,10.934750210716722,0.0009437720839816146,0.006632945738289312
827,381444,10.897959316023819,0.0009627026097425373,0.006760400061968875
657,440638,10.865728398412122,0.000979602146619764,0.0068630579094658695
1729,4098611,10.865482368254083,0.0009797322939361095,0.0068630579094658695
2514,4289309,10.865459244986603,0.0009797445267955866,0.0068630579094658695
1960,4012934,10.851450957706277,0.0009871837671929819,0.00690947320415055
2860,4210746,10.844485994230908,0.0009909038151867185,0.0069184139011023394
2893,201900,10.844485994230908,0.0009909038151867185,0.0069184139011023394
1415,4338669,10.844485994230908,0.0009909038151867185,0.0069184139011023394
709,139900,10.808744135926272,0.0010102180830887637,0.007047473770119233
3435,81239,10.795742674598984,0.0010173379000580852,0.007091320866934824
2291,4069935,10.77909219884705,0.0010265301443199634,0.00714953002974322
2894,443535,10.744673826114155,0.0010457987174750981,0.007273219727299253
3170,140273,10.742801309959601,0.0010468574469209117,0.007273219727299253
2558,45770886,10.742801309959601,0.0010468574469209117,0.007273219727299253
1895,4033848,10.733613458971274,0.0010520680317653935,0.007303449400253716
2951,4182370,10.710132732842938,0.0010655038500521786,0.007390682623586417
1191,42873170,10.704446545161886,0.0010687835435195718,0.0074073848036588915
1669,134681,10.678990305895173,0.0010835919031678008,0.007503896007511657
2778,40483220,10.674594692611997,0.0010861698455967759,0.007515623109149677
3306,375817,10.643554966706963,0.0011045515081444988,0.007630385499759192
2163,4050853,10.643554966706963,0.0011045515081444988,0.007630385499759192
2229,441701,10.631568953461084,0.0011117335399991669,0.007673761079913015
2428,136934,10.579905162594295,0.0011432352436216025,0.007884796968386978
1489,4166144,10.5687310255897,0.0011501665414481838,0.007926167966492472
1370,25844,10.560230925082578,0.0011554675993232363,0.007956246508468021
396,199876,10.539303884128522,0.0011686242690690397,0.008040324222088769
3215,436147,10.521804041152432,0.0011797425989653445,0.008103696736789436
3389,72986,10.521804041152432,0.0011797425989653445,0.008103696736789436
1768,315085,10.468303935814982,0.0012144016059760419,0.008335032670418761
3289,4152931,10.430342087385123,0.0012396178050244429,0.008487536252451805
4666,193874,10.430342087385123,0.0012396178050244429,0.008487536252451805
3823,4164151,10.430342087385123,0.0012396178050244429,0.008487536252451805
1458,374022,10.411560668724734,0.001252288658857111,0.008567388674966885
1026,40487064,10.39902222908032,0.001260820582758188,0.008611891070495436
2191,439928,10.39902222908032,0.001260820582758188,0.008611891070495436
2622,195977,10.385037440712575,0.0012704061152802235,0.008670394185972739
4857,4058155,10.362405052564176,0.0012860754675096007,0.008763258418146815
1414,4187244,10.362405052564176,0.0012860754675096007,0.008763258418146815
713,200445,10.358110102776607,0.0012890710524148556,0.008776631997090568
2225,193688,10.337707927088196,0.0013033976365869329,0.008859975774463335
1478,4096313,10.337707927088196,0.0013033976365869329,0.008859975774463335
699,44782733,10.333930888263094,0.0013060675333579877,0.008871027842480273
5144,44782446,10.263994540790879,0.0013565164658493854,0.009191643070432399
5518,4176892,10.263994540790879,0.0013565164658493854,0.009191643070432399
3374,376132,10.263994540790879,0.0013565164658493854,0.009191643070432399
3547,200447,10.22114338716149,0.0013883975228267795,0.009400170319887765
4631,4279139,10.218089631416287,0.00139069825246069,0.009400766150484074
2925,4138412,10.218089631416287,0.00139069825246069,0.009400766150484074
5013,432463,10.20374669662025,0.0014015561096443626,0.009466631370149562
1354,4289914,10.195768343804538,0.0014076329738070808,0.009496165401834433
2694,374360,10.19361004764712,0.0014092814607171023,0.009496165401834433
1741,432798,10.19361004764712,0.0014092814607171023,0.009496165401834433
263,37018196,10.179895311113903,0.0014198024228558315,0.009559477961177497
901,201820,10.159891908962694,0.0014352903610761417,0.00965610625341566
716,36715916,10.148616548317952,0.0014440957573764925,0.0097076595335665
149,4296653,10.106069163843664,0.0014778183273133482,0.0099264998633846
3018,40480082,10.067422811844567,0.0015091398064395697,0.010128879095827032
1487,433681,10.055294385948418,0.0015191074098111273,0.010187731382135082
840,436421,9.999695276924902,0.001565661305494902,0.010488031720206537
789,435225,9.998722207691776,0.0015664888100721493,0.010488031720206537
166,4277253,9.997429768280313,0.001567588594169978,0.010488031720206537
278,27587,9.969447294368798,0.0015915926332673708,0.010623537003042301
2523,37312529,9.969447294368798,0.0015915926332673708,0.010623537003042301
2093,438567,9.969447294368798,0.0015915926332673708,0.010623537003042301
878,762207,9.935190382717579,0.0016214866375749244,0.010814577676196336
1731,137345,9.921239901347645,0.0016338228042452705,0.010887040915576001
2513,437530,9.920011058791138,0.0016349139941479322,0.010887040915576001
1844,195581,9.916829421135922,0.0016377426622811281,0.010897337041035824
3093,437262,9.906036393395887,0.0016473753055273354,0.010952854437453655
3402,381569,9.902153672455345,0.0016508546066555975,0.010962539208045222
35,4027663,9.901532103019067,0.001651412285076837,0.010962539208045222
1722,29056,9.886222174257314,0.0016652089197142683,0.011045495855434925
1502,4054063,9.88364306546126,0.0016675445659482353,0.011052360512372976
613,200527,9.876951679542112,0.0016736197868153443,0.011083980770514404
1515,374954,9.867092824297906,0.0016826116903829466,0.011126187963567236
4102,46273477,9.867092824297906,0.0016826116903829466,0.011126187963567236
55,73819,9.863679810094233,0.0016857359690152197,0.011138179260281742
1459,442287,9.86140386849678,0.0016878226354477648,0.011143301424552958
1244,4171919,9.854199408671434,0.0016944452169892462,0.011178339292513684
4915,80951,9.82330858014032,0.0017231409032668133,0.01135882719554547
999,4092879,9.82104496805041,0.0017252629240818488,0.011363999275909665
2947,36714559,9.79952928881799,0.0017455654498826812,0.011479930052363113
2490,437703,9.79952928881799,0.0017455654498826812,0.011479930052363113
2199,26823,9.787354311866475,0.0017571610305707028,0.0115472523408811
960,40483134,9.77667235521704,0.001767398914071834,0.011605555311335683
1047,4100662,9.77391842063678,0.0017700481483138796,0.01161397615152358
1977,4224968,9.763254902581917,0.0017803442708353443,0.011672519497907347
2789,4065997,9.755450989756724,0.0017879177552823176,0.011713135826240442
2824,377830,9.712388037421732,0.0018303002585296395,0.011970436836705706
2791,4166058,9.711619375818032,0.0018310659539120524,0.011970436836705706
515,377888,9.71126499565354,0.0018314190758758877,0.011970436836705706
690,438749,9.698946971157815,0.001843736356904754,0.012041681648439426
3383,442600,9.687482634300565,0.0018552754312570724,0.012079904474629382
4718,4070976,9.687482634300565,0.0018552754312570724,0.012079904474629382
2410,439155,9.687482634300565,0.0018552754312570724,0.012079904474629382
4815,372906,9.687482634300565,0.0018552754312570724,0.012079904474629382
1063,4098292,9.680392221998837,0.001862448674467017,0.012117324951719941
1426,36713108,9.677657093142232,0.0018652232630931255,0.012126091864194556
2542,377556,9.669415839257098,0.0018736087705501661,0.012171294895538809
1804,4225324,9.626984478586248,0.0019173916099898272,0.012446200542462614
250,4000982,9.612797462151304,0.0019322607006552902,0.012533144407227482
3408,433455,9.607613847182456,0.0019377226411991476,0.012534054481875454
1859,318776,9.607613847182456,0.0019377226411991476,0.012534054481875454
4067,4109067,9.60706538232916,0.0019383014698345707,0.012534054481875454
3385,439246,9.60706538232916,0.0019383014698345707,0.012534054481875454
745,441051,9.595422591928973,0.0019506302614278957,0.01260418656376641
2024,137856,9.586871546150158,0.001959735751161219,0.01264981676175663
3403,75051,9.585996939706808,0.0019606694922011864,0.01264981676175663
1975,432881,9.578872893495337,0.0019682920343753814,0.012689360710233395
1983,376686,9.563447803955981,0.0019848995908352722,0.012786726173864523
2359,4064036,9.5578655888304,0.0019909446801918925,0.012815952233023113
3337,43530714,9.546526409769225,0.0020032816295796224,0.012862979546429194
2116,196724,9.546526409769225,0.0020032816295796224,0.012862979546429194
2400,316428,9.546526409769225,0.0020032816295796224,0.012862979546429194
2914,40492392,9.54558841334293,0.0020043056278065494,0.012862979546429194
4013,40491960,9.528106320413164,0.0020234880170528196,0.012976285042187025
1644,43022069,9.525543900586188,0.002026315255933441,0.012984615934891742
1299,436075,9.459694000981555,0.002100361075924886,0.013448958599950081
2156,319826,9.450724440486466,0.002110657194033733,0.013504709471163124
1637,381301,9.437631564894021,0.0021257784127287913,0.013581006896959805
1035,43021779,9.437631564894021,0.0021257784127287913,0.013581006896959805
2823,139110,9.423352094266034,0.0021423953457483254,0.013668382818729447
3926,4003830,9.42311511357627,0.002142672227203439,0.013668382818729447
2522,194079,9.419294489274803,0.0021471411477195328,0.013686615402980397
1236,320136,9.413385978740463,0.002154070855226476,0.013720494795246901
939,4260535,9.411651369719557,0.0021561095691899385,0.013723193265473338
637,4127117,9.402844627936975,0.0021664905053791635,0.01377894447919667
43,80187,9.39562869142719,0.0021750340572952768,0.013822935216782323
1790,45763584,9.382909272901511,0.0021901769376812975,0.013908769386754845
2787,377294,9.36499320859959,0.002211688180171246,0.01403488757797989
3257,435227,9.309009570328335,0.002280297179667996,0.014449954274438287
719,436799,9.308848492267174,0.0022804976676499638,0.014449954274438287
3342,4096196,9.284654622099367,0.002310814872493069,0.014598508529051011
1735,4300704,9.284654622099367,0.002310814872493069,0.014598508529051011
2208,4339092,9.284654622099367,0.002310814872493069,0.014598508529051011
1686,36713111,9.284654622099367,0.002310814872493069,0.014598508529051011
3198,44783205,9.266824467418601,0.0023334191927847185,0.014717978259044077
2092,437385,9.265645054744587,0.002334922289418785,0.014717978259044077
4141,192759,9.265645054744587,0.002334922289418785,0.014717978259044077
2547,436339,9.25069413868812,0.002354061789225867,0.014827622700557593
1924,433992,9.226446163839563,0.0023854420442533785,0.01501414892594145
1699,316999,9.218261168483682,0.002396130115558445,0.015070257284900152
1918,40481919,9.212929321909517,0.002403118633646939,0.015103031826995591
2030,443744,9.201006526923218,0.002418820922067845,0.015190481430015137
447,4043371,9.19459673921174,0.0024273055866414674,0.01523250780627219
828,433758,9.171959410033091,0.0024575131568258675,0.015410693205571509
2953,4207935,9.142912772193878,0.0024968330014558766,0.01563418571361134
3466,77707,9.142912772193878,0.0024968330014558766,0.01563418571361134
2203,45767037,9.115310544987482,0.0025347892122257578,0.015836841129619313
2277,374377,9.115310544987482,0.0025347892122257578,0.015836841129619313
2723,312902,9.115310544987482,0.0025347892122257578,0.015836841129619313
2999,43530719,9.105930720644636,0.0025478204345926367,0.015889737184336873
4481,4151937,9.105930720644636,0.0025478204345926367,0.015889737184336873
365,4344612,9.105180459331297,0.002548865691685437,0.015889737184336873
3482,43530648,9.099590679951977,0.002556667034887438,0.015926686067037066
4288,435228,9.091541176304956,0.002567943880280859,0.01597351328751571
3412,4242514,9.091541176304956,0.002567943880280859,0.01597351328751571
1418,40482267,9.077786638900962,0.0025873300939411614,0.016082329047708885
938,4167102,9.033086859828133,0.0026513638536744544,0.016468303117450175
705,45771045,8.992215995991485,0.0027113201389121202,0.01682840556635229
4386,35611566,8.971449255343712,0.0027423098987508863,0.01700832643042794
752,440940,8.955973802591942,0.002765637260922081,0.01714049584686719
1374,4234997,8.939508853484336,0.002790677470104379,0.017283080512738275
4349,4340383,8.931038372533289,0.0028036491016807923,0.01733814149707547
1456,40481354,8.931038372533289,0.0028036491016807923,0.01733814149707547
4732,4147638,8.913829512268345,0.0028301915072340596,0.017476843922214973
4686,434311,8.913829512268345,0.0028301915072340596,0.017476843922214973
2139,437176,8.907943787091188,0.002839327912033121,0.017520529606786805
2250,197304,8.903476453746634,0.0028462825396531636,0.01755069864980619
2220,444411,8.8906075607269,0.0028664133499994022,0.017662011772983988
758,443284,8.88640885467191,0.002873012624076343,0.017689846570128034
2706,374036,8.878956306427797,0.002884764118347455,0.017727827080486206
2387,40321716,8.877533874190211,0.002887012612037062,0.017727827080486206
1452,194847,8.874749844959407,0.002891418587442586,0.017727827080486206
1903,4110914,8.874749844959407,0.002891418587442586,0.017727827080486206
635,138858,8.873255971774903,0.002893785590282967,0.017727827080486206
5099,4078359,8.873255971774903,0.002893785590282967,0.017727827080486206
2996,40487528,8.873255971774903,0.002893785590282967,0.017727827080486206
448,4108356,8.870022310438596,0.0028989159848050376,0.017746461904098277
1053,4111566,8.863952121825156,0.002908571659183876,0.017792752619211948
1453,438155,8.829996857920316,0.0029631889661218464,0.018113824924559232
882,4176908,8.784554505514185,0.003037917469714519,0.018553467459050097
3584,318712,8.783618959438497,0.0030394758977283433,0.018553467459050097
1027,373499,8.771870073285243,0.0030591164221991153,0.018659951356371777
651,4216644,8.769212142713036,0.003063577519968908,0.018673757666553666
1749,4000964,8.76572646449323,0.0030694379371351142,0.018682674893866092
4775,4147614,8.76572646449323,0.0030694379371351142,0.018682674893866092
274,4138760,8.763076480907149,0.003073900933776862,0.01869644683915676
1080,4168213,8.7572850533423,0.0030836775883081218,0.018731360276365253
1622,374643,8.755761673426285,0.0030862544882795523,0.018731360276365253
2857,316135,8.755761673426285,0.0030862544882795523,0.018731360276365253
1190,4155033,8.71598794644411,0.0031543143586043963,0.019130770239158854
4311,4111711,8.71300862873414,0.0031594734887197932,0.019148392463375238
338,379832,8.707430979323213,0.003169155079039166,0.01919337897832915
269,4094742,8.680930853029395,0.003215567081704129,0.019432911446116634
1851,442012,8.680930853029395,0.003215567081704129,0.019432911446116634
2315,433000,8.680930853029395,0.003215567081704129,0.019432911446116634
2063,4164959,8.64620183207707,0.0032774387261856135,0.019792748298791157
4503,43021227,8.643375070715285,0.0032825276987834997,0.01980704178708409
1572,81723,8.642298645617036,0.003284467680122571,0.01980704178708409
898,4211657,8.625207881925359,0.0033154260225055974,0.019979556676049687
2286,138455,8.623478198030899,0.003318575666856278,0.01998436388467597
208,433128,8.617906001651987,0.003328742977356487,0.019994687847065998
3699,4334801,8.617380953938797,0.003329702636648039,0.019994687847065998
1388,440087,8.617380953938797,0.003329702636648039,0.019994687847065998
4016,4182683,8.617380953938797,0.003329702636648039,0.019994687847065998
1445,36717267,8.580210140717119,0.003398361490036502,0.02039256891302271
2899,377298,8.569087698535157,0.0034191843993142154,0.020503041525033794
3549,4140828,8.565322609000727,0.0034262625680345233,0.020516527865108772
1696,4110189,8.565322609000727,0.0034262625680345233,0.020516527865108772
1259,4149904,8.54809248683311,0.003458844839252506,0.020650746454736812
3939,4155029,8.547883576937053,0.0034592418160369087,0.020650746454736812
2821,441233,8.547883576937053,0.0034592418160369087,0.020650746454736812
1386,30978,8.547883576937053,0.0034592418160369087,0.020650746454736812
1601,40484532,8.547048627091652,0.0034608288750788774,0.020650746454736812
920,43021778,8.54036283158286,0.0034735638515072365,0.0206875627048907
2180,4056428,8.540204066518983,0.003473866842611556,0.0206875627048907
1508,373487,8.539975585719619,0.003474302928078031,0.0206875627048907
816,36712779,8.51600166643917,0.003520370987086156,0.02094719347147834
492,4308509,8.499971854341666,0.0035515197445722267,0.02111774896405193
5265,78586,8.480647556449423,0.003589443108481358,0.021313415857977705
4829,44783163,8.480647556449423,0.003589443108481358,0.021313415857977705
132,4084229,8.471853456102693,0.003606837355250281,0.02140174372036427
2020,4216708,8.45700915930864,0.0036363932541142877,0.021562061046900977
2921,437295,8.446131711525013,0.0036582071807419315,0.021632527795282377
2776,4344258,8.446131711525013,0.0036582071807419315,0.021632527795282377
228,4069320,8.446131711525013,0.0036582071807419315,0.021632527795282377
1410,4340799,8.444613311644424,0.0036612627877345098,0.021632527795282377
158,45763759,8.442872115445883,0.0036647699419610122,0.021632527795282377
2047,4155039,8.442212906497748,0.003666098626009959,0.021632527795282377
2147,4202383,8.442212906497748,0.003666098626009959,0.021632527795282377
4144,4164092,8.433737508513879,0.0036832251183333193,0.02170344232349391
5837,4034214,8.433737508513879,0.0036832251183333193,0.02170344232349391
2130,40480603,8.432137466111918,0.0036864674917009245,0.02170749430144335
2892,438905,8.396042346453758,0.0037603881990533874,0.022096831623344835
4077,4144154,8.396042346453758,0.0037603881990533874,0.022096831623344835
3769,4147787,8.396042346453758,0.0037603881990533874,0.022096831623344835
556,198202,8.389905283788995,0.0037731057006397117,0.022140938631447258
2244,4176946,8.389905283788995,0.0037731057006397117,0.022140938631447258
1679,4066824,8.372281924057011,0.0038098693719510303,0.022341242272924708
2976,37309626,8.337488189403478,0.0038835252918226126,0.022741774227854405
1529,37016338,8.337488189403478,0.0038835252918226126,0.022741774227854405
3908,372627,8.317084192378806,0.003927391365958961,0.022982812972832844
2234,28974,8.307175459326025,0.003948875435406028,0.02309263219177221
581,75863,8.285911560544843,0.003995384270265594,0.02334854205257686
4743,4143365,8.27196995893353,0.004026179775455128,0.02351233646188469
2117,140480,8.270323028113337,0.004029833585298762,0.02351751097134861
3001,197150,8.258566540051397,0.004056014224941642,0.023654051385949986
2237,317585,8.242459366184145,0.00409216472615153,0.02384850732380628
522,132466,8.23168021185582,0.004116540144673972,0.02397412036277912
1691,314171,8.222843867042211,0.004136632380080802,0.02405815560133236
991,27918,8.222843867042211,0.004136632380080802,0.02405815560133236
2680,4243593,8.206752663121682,0.00417347757712616,0.024255840610698347
1891,40479625,8.20134673674117,0.004185930734169708,0.024311588139603556
2931,437954,8.19400901156074,0.004202894538905736,0.02439343913735112
2158,40480160,8.18907572167201,0.004214338942864399,0.024443165868613514
771,79833,8.181425509279538,0.004232148918343647,0.024529719890290562
3339,75910,8.165828775622215,0.004268696373930136,0.024689443353180553
2363,435521,8.165828775622215,0.004268696373930136,0.024689443353180553
2187,376690,8.164710587341983,0.004271328907752785,0.024689443353180553
1045,438422,8.164710587341983,0.004271328907752785,0.024689443353180553
1363,433811,8.162479199909203,0.004276587170067325,0.024703032755990523
4365,440078,8.149909541249105,0.004306330910646808,0.02484106839631088
1987,4051747,8.149909541249105,0.004306330910646808,0.02484106839631088
1142,4197476,8.137743895397373,0.0043353191831364945,0.024991320962761732
4157,433195,8.135919316233876,0.004339683885148712,0.02499952133702278
1335,4078384,8.11338280188708,0.004393965387527535,0.025295070391477957
3041,4251306,8.10936910273777,0.00440370507009206,0.02533397561311593
2949,134735,8.100092584084111,0.004426299758240611,0.025446731424743213
5,441428,8.082492099592823,0.004469493989246416,0.025677681153905882
1523,4233565,8.067228216960107,0.004507301260915424,0.025859918172855066
466,4151978,8.067228216960107,0.004507301260915424,0.025859918172855066
407,141095,8.056081181552955,0.004535117089565579,0.026001950006773765
1448,201606,8.04477802236746,0.004563501021273125,0.02614704529855546
2626,198985,8.030875428600332,0.004598660774214339,0.026330741643193562
1362,45767658,8.023380169860324,0.00461773066832545,0.02642212625505815
1706,4113837,7.994110581619199,0.004692974776405715,0.026834593994023794
3307,312337,7.989874952037544,0.004703966389271713,0.026879356025313886
4047,4080368,7.985659331618079,0.004714932114904092,0.02690582819364679
3966,4190307,7.985659331618079,0.004714932114904092,0.02690582819364679
3647,44782681,7.964415685258393,0.004770588887660833,0.027205163609700735
3120,314659,7.947471498778735,0.004815460887694696,0.027405874857831098
3217,312327,7.947471498778735,0.004815460887694696,0.027405874857831098
1559,4313767,7.947471498778735,0.004815460887694696,0.027405874857831098
272,77066,7.923128758936448,0.00488067968711506,0.027758457363732707
1822,437064,7.874591174745937,0.005013420427519295,0.028475289687587866
3363,4116451,7.874591174745937,0.005013420427519295,0.028475289687587866
599,438156,7.872078132437487,0.005020392431886302,0.028495841345182304
3570,31602,7.865598760930876,0.0050384139479069485,0.028529383845970178
1194,4053828,7.8639214641493265,0.005043089859555985,0.028529383845970178
2891,433405,7.8639214641493265,0.005043089859555985,0.028529383845970178
2688,380397,7.8639214641493265,0.005043089859555985,0.028529383845970178
2353,261116,7.8639214641493265,0.005043089859555985,0.028529383845970178
1501,4194207,7.858303329619383,0.005058784143859769,0.02855097516206602
2728,378423,7.857744835917833,0.0050603470158963665,0.02855097516206602
2572,433976,7.857744835917833,0.0050603470158963665,0.02855097516206602
6242,4114164,7.857744835917833,0.0050603470158963665,0.02855097516206602
209,4003132,7.85403393254148,0.005070744000685413,0.028553051155292535
2120,4162994,7.853890932287353,0.0050711450854751955,0.028553051155292535
5372,40483183,7.853890932287353,0.0050711450854751955,0.028553051155292535
1234,196157,7.852817651926553,0.005074156436917939,0.028553051155292535
2102,4312493,7.847845554428389,0.005088130670508559,0.028593813695311655
1411,4335891,7.847845554428389,0.005088130670508559,0.028593813695311655
1220,4245842,7.8231986877300645,0.005157982757369092,0.028967203892508377
2764,4013160,7.804066819766785,0.005212877949568802,0.029217561964040975
2253,4305303,7.804066819766785,0.005212877949568802,0.029217561964040975
3752,380702,7.804066819766785,0.005212877949568802,0.029217561964040975
1158,37018875,7.7957579657922835,0.005236903717725355,0.02931355131061419
3974,37109512,7.7957579657922835,0.005236903717725355,0.02931355131061419
997,201690,7.778193991113796,0.005288063645732284,0.029580432388273348
1451,193520,7.743987672860239,0.0053891662807772,0.030126148610370967
1665,4108814,7.721829183577576,0.005455709216553184,0.030478081007924
304,379019,7.6948594551777925,0.005537832195569448,0.030916530989325626
1169,4185356,7.685000964323408,0.005568165013108139,0.031065461665384014
971,78771,7.6649616717905555,0.005630345648058013,0.0313917631046909
4343,437904,7.662894658185222,0.005636799616801998,0.03140713858620759
1250,4300110,7.650801756422248,0.005674709546369819,0.03159764548853496
1043,4168689,7.6245854952925045,0.0057577901586715365,0.03201828728941888
2339,4150485,7.6245854952925045,0.0057577901586715365,0.03201828728941888
1916,26711,7.621408003662188,0.005767943733222176,0.03203282215763976
187,4338523,7.621408003662188,0.005767943733222176,0.03203282215763976
2732,4119146,7.6000278607006555,0.005836739889641909,0.032393715768966234
2908,43530851,7.589189723285685,0.005871933544345756,0.032567767184272775
2905,4298740,7.5753904660532205,0.005917056063457111,0.03279662450828119
1457,43531622,7.543966431961977,0.006021135014698091,0.03335174981739875
2998,4125650,7.538380526993265,0.006039830610686573,0.033411745246747275
2153,195079,7.538380526993265,0.006039830610686573,0.033411745246747275
618,380111,7.5257987445452965,0.0060821581438486585,0.03362400634240862
819,4000983,7.516514806662033,0.006113585079971498,0.03376369206261057
1874,261687,7.515988175822656,0.006115372729711388,0.03376369206261057
848,40480429,7.484448362382732,0.0062234132013353404,0.034337884397237915
164,4107655,7.478533924061116,0.00624388917389952,0.03442850506854265
4175,4058397,7.438534880244312,0.006384184217650471,0.03513368736876687
3604,440303,7.438534880244312,0.006384184217650471,0.03513368736876687
4191,4102985,7.438534880244312,0.006384184217650471,0.03513368736876687
5115,436086,7.429156424113282,0.006417541917821567,0.03527157417576317
4237,432289,7.429156424113282,0.006417541917821567,0.03527157417576317
707,198678,7.409322228352629,0.006488676367769812,0.03563948487197162
1756,435726,7.380797584072916,0.0065923927782292275,0.036185763201946865
6000,4309525,7.369042717585256,0.006635624882162567,0.03637606749918408
2204,31884,7.369042717585256,0.006635624882162567,0.03637606749918408
491,4033861,7.361721079996528,0.006662698645155178,0.036500935130808224
2303,4052227,7.346576836081626,0.006719057177116115,0.03678597218682708
4634,4147491,7.342846746786373,0.006733013085108037,0.03683864274575853
2119,4129393,7.329353620338688,0.006783744527371586,0.03706847411516165
4275,4097128,7.329353620338688,0.006783744527371586,0.03706847411516165
1751,4110056,7.325794412659693,0.006797191387398127,0.03711808176010404
990,4219643,7.307566089629103,0.006866486852304926,0.03744835608731383
1985,4085586,7.307566089629103,0.006866486852304926,0.03744835608731383
2297,45757656,7.302642648177251,0.006885326922575563,0.03752701915402473
413,4194889,7.282688416519171,0.006962226176297899,0.03792181783333541
1516,441848,7.279285930461059,0.00697542590729904,0.03793338173545629
4301,37207927,7.279285930461059,0.00697542590729904,0.03793338173545629
979,4080762,7.278689534189413,0.006977742221080167,0.03793338173545629
2273,81336,7.266360435652915,0.0070258030170239315,0.03814584551798872
1871,4341763,7.266360435652915,0.0070258030170239315,0.03814584551798872
2873,79113,7.237616538832171,0.007139169023575673,0.038736602294586524
2276,432941,7.234117579095624,0.0071530959482711855,0.03876266343906905
2782,4155764,7.234117579095624,0.0071530959482711855,0.03876266343906905
1353,435644,7.21860057831943,0.00721519365985999,0.03907425145177205
2212,256622,7.215194552630316,0.0072288978504509785,0.039098628284711626
2481,438698,7.215194552630316,0.0072288978504509785,0.039098628284711626
1981,4134862,7.205048043559037,0.007269880317963232,0.03927714223446146
1648,432869,7.2047351162020234,0.007271148021043648,0.03927714223446146
4762,433752,7.1998049853526025,0.0072911503648521924,0.03928529147124228
4190,4031941,7.1998049853526025,0.0072911503648521924,0.03928529147124228
3869,4133009,7.1998049853526025,0.0072911503648521924,0.03928529147124228
4505,439842,7.1998049853526025,0.0072911503648521924,0.03928529147124228
3336,4185711,7.187907631900989,0.007339651773995136,0.039521559647425014
3029,4070679,7.182741106554047,0.0073608164800057834,0.03959042164887968
3141,4012588,7.182511381349023,0.007361758997908661,0.03959042164887968
115,260123,7.17744712721688,0.007382568008544895,0.039677217184444
2272,79917,7.168869316131758,0.00741795146591588,0.039842183063139844
1511,4098458,7.16094886175762,0.007450777238735424,0.03999321174828484
567,444459,7.105946197608269,0.007682865907023417,0.04121294924998609
