,condition_concept_id,chi2,p_value,p_adj
251,198520,48.7723609028791,2.874623921232093e-12,6.399677791168584e-11
135,372324,48.770668211735355,2.877105938832999e-12,6.399677791168584e-11
1500,4169905,48.68066402759371,3.0122161299463555e-12,6.682715523800049e-11
684,4242574,48.583345202201585,3.165460622566777e-12,7.004405966132787e-11
658,43530652,48.369536777794806,3.530096740145414e-12,7.790969350913138e-11
1147,4138617,48.2986219810511,3.6600933247400875e-12,8.056946367957648e-11
1678,437528,48.090812925742775,4.0692867005933595e-12,8.934555321690382e-11
488,439007,48.044947776427094,4.165595888306458e-12,9.122440273953601e-11
1942,438252,47.922711757820466,4.433559647253321e-12,9.684307537972099e-11
414,4195085,47.10680737961397,6.7221809306445e-12,1.4645736248124695e-10
1946,137945,47.07973865613339,6.815662837056682e-12,1.4811428932601184e-10
868,78505,47.03577989514221,6.97025462500855e-12,1.5108738150177973e-10
1022,255348,46.942824527166664,7.308809068877949e-12,1.5802277521184715e-10
1781,45769461,46.8125560668303,7.811134632602426e-12,1.684548501858447e-10
1327,194686,46.64637175206043,8.502425766311597e-12,1.8289901705404974e-10
1437,4226991,46.52635997921614,9.039422605050435e-12,1.9395952998766048e-10
1135,377910,46.34052776874198,9.9386810948559e-12,2.127178167833516e-10
797,442165,46.248102884016944,1.0418737947497735e-11,2.224322018590157e-10
2341,195847,46.21863018544464,1.0576647474026061e-11,2.2523752778646478e-10
1145,317248,46.048578780028876,1.1535679998125265e-11,2.4493662740734564e-10
439,201620,46.044567150972235,1.155932536075622e-11,2.4493662740734564e-10
1061,432585,45.98650375430542,1.1907045332450773e-11,2.516770253478463e-10
1424,437247,45.968891695722434,1.2014572408621723e-11,2.5331965696292505e-10
427,374034,45.68740187986096,1.387120308422375e-11,2.917416153629931e-10
1314,45763549,45.525919136110616,1.506322668981818e-11,3.160302152676175e-10
976,200485,45.36696126929749,1.63367079349684e-11,3.4190395892469575e-10
171,195562,45.328152586978064,1.6663651104727804e-11,3.478895416139365e-10
966,434056,44.949298697203574,2.02202612902023e-11,4.211067651540415e-10
1049,316998,44.75641393428116,2.231348183442301e-11,4.6356394901489563e-10
918,4322024,44.538939950403204,2.4934813178913733e-11,5.167587989786097e-10
1778,4002956,44.0640506510327,3.1780438234465605e-11,6.570276975140006e-10
2697,4008710,44.048063044973986,3.2041078020992825e-11,6.608083493795534e-10
314,254061,43.93721813493466,3.3907945431404215e-11,6.976169790088174e-10
151,378425,43.778075047097616,3.678023488858733e-11,7.54883226686779e-10
1120,443344,43.70690243334323,3.814241487071562e-11,7.809544557987244e-10
1134,139766,43.5228494864797,4.1903784796184855e-11,8.559049505124585e-10
189,376415,43.17772521723567,4.998652653743637e-11,1.018550398054189e-09
239,135526,43.09451522218184,5.2158269164836035e-11,1.0602603184057698e-09
2067,435642,42.977860946695394,5.536283239716022e-11,1.1227159591376382e-09
1164,4052646,42.93369311579143,5.662694608150313e-11,1.1456170496536478e-09
331,4057826,42.91555093792606,5.715452151588959e-11,1.1535438701199854e-09
1032,321887,42.89033060401347,5.7896113738217105e-11,1.1657423659564708e-09
1278,40482301,42.74070984628457,6.249799470824735e-11,1.2554266218344628e-09
8,256451,42.68574242500443,6.427909906078742e-11,1.288159209244129e-09
774,440129,42.57392545050695,6.806064576539279e-11,1.3607324872201002e-09
1165,443524,42.23506898993769,8.093557893546361e-11,1.6143418174052447e-09
754,24609,42.11126934075142,8.622486154145583e-11,1.715814165146956e-09
297,4041285,41.95972753542061,9.317271930433115e-11,1.8497397101142564e-09
573,439696,41.9279168052726,9.470088077719798e-11,1.8756955337152707e-09
772,320744,41.883296024263636,9.688679848153537e-11,1.9145282016223397e-09
501,4115367,41.842788797338685,9.891490526604599e-11,1.9500694896649485e-09
484,321588,41.644318195308976,1.0948310720144917e-10,2.1534212080803558e-09
1769,136057,41.30971678225407,1.2992145710440054e-10,2.5495210647022896e-09
822,762296,41.28934329155392,1.3128266960349026e-10,2.570296874702435e-09
38,4248429,41.189619496115526,1.3815430193038983e-10,2.6986140310402814e-09
986,4009585,41.12076098334022,1.431081412547017e-10,2.7889676060577987e-09
541,435511,40.893939635317096,1.6071876121579208e-10,3.125005295310264e-09
985,443587,40.884227764127,1.6151943946008098e-10,3.133403372356868e-09
99,4224926,40.64093248040358,1.829341635375727e-10,3.540755324780764e-09
262,4285898,40.500309717639794,1.9658488032765168e-10,3.79632210941831e-09
1015,4303233,40.46026660443198,2.006553154917555e-10,3.86614107876065e-09
450,192671,40.328814883812086,2.1462009597898158e-10,4.1258528405733185e-09
478,75036,40.27353082588247,2.2078004590959275e-10,4.22898837292654e-09
1117,312934,40.271758337154175,2.2098044457801385e-10,4.22898837292654e-09
661,4106357,40.23611952758938,2.2504865425485357e-10,4.297164977985372e-09
1367,4153380,40.216619857692336,2.273062102002597e-10,4.330540062940822e-09
1306,257683,40.16121393709068,2.338452694639568e-10,4.445152694933425e-09
359,4297668,40.09813645115709,2.415192783939749e-10,4.580779706503582e-09
444,316822,39.97533038946226,2.571906176622246e-10,4.8671462767837916e-09
2017,195401,39.927992715303375,2.634997137989955e-10,4.975460151444589e-09
377,440374,39.81210941517563,2.7960616460432194e-10,5.267879336237081e-09
563,380733,39.78833755168969,2.830300917022838e-10,5.320590020341384e-09
1122,195007,39.726682980012285,2.9210725594804924e-10,5.476727508228586e-09
1351,201254,39.72322464058743,2.926249604255358e-10,5.476727508228586e-09
2021,4291454,39.71624346988662,2.936728239612236e-10,5.484259308128608e-09
1247,193020,39.33061299701174,3.577876653936384e-10,6.666933756249442e-09
897,4168212,39.32375257078582,3.5904695533431704e-10,6.675759254870223e-09
1856,4244078,39.1654056409636,3.8937868847802997e-10,7.223909860257251e-09
116,260139,39.05579780344938,4.1186418098594524e-10,7.624422539951148e-09
454,437312,38.93056525084537,4.391505597975372e-10,8.111874579564508e-09
1042,40481089,38.912638927133244,4.432018091120586e-10,8.168949613937445e-09
810,314962,38.904751109893155,4.4499624562244936e-10,8.184270777173057e-09
93,4032878,38.87700085150372,4.513672878976421e-10,8.283515864505972e-09
715,314658,38.86276094073673,4.5467192901642353e-10,8.326179700113257e-09
1113,40481043,38.85711021262671,4.5598999088814103e-10,8.332359037798998e-09
2399,133729,38.65949447336452,5.045721628577913e-10,9.200321175542173e-09
162,4025677,38.63967583059035,5.097216342511268e-10,9.274314188933243e-09
2005,132393,38.56536241697215,5.295034093359604e-10,9.613654848563365e-09
1085,45757650,38.23836802191067,6.260917961260309e-10,1.134307460913195e-08
562,257907,38.21386932036461,6.340018545643897e-10,1.146194416645451e-08
1034,4168217,38.18407145676375,6.437578721262966e-10,1.161361069948438e-08
674,4182562,38.15793432651471,6.524390065096502e-10,1.1745284403204445e-08
1304,193518,38.06671049009309,6.836666874806795e-10,1.2281428844658211e-08
1651,4152347,37.904885016781996,7.4279018192773e-10,1.331537589839646e-08
79,436677,37.830849374131475,7.715203898770115e-10,1.3801281584810457e-08
412,4128827,37.73757059891528,8.093073804467215e-10,1.4446816831209647e-08
1524,137275,37.565371247411974,8.840002459341669e-10,1.57432914580246e-08
101,37016349,37.56175386090176,8.856412047705965e-10,1.57432914580246e-08
941,381549,37.49504890982238,9.164532502293502e-10,1.625700055782628e-08
2494,43021974,37.28594902059099,1.0201698647389663e-09,1.8023102949568868e-08
1807,434500,37.28578497930146,1.0202556806805491e-09,1.8023102949568868e-08
225,4168796,37.21592999903371,1.0574641396987419e-09,1.8641644802946495e-08
802,4059290,37.104485796441175,1.1196585266928557e-09,1.969718116213084e-08
895,4012231,36.83471623647488,1.285801307718e-09,2.2573251470412906e-08
1271,376229,36.803080787391934,1.3068357610970892e-09,2.289522363307622e-08
1510,4055361,36.73398246933176,1.3539852537813862e-09,2.3672454118066746e-08
670,378756,36.53569425155052,1.4989604570536388e-09,2.6153320335903017e-08
1825,254443,36.40661243044649,1.6015893766753303e-09,2.7886690437725988e-08
259,4225273,36.381159510955804,1.6226419227778327e-09,2.819547733710275e-08
829,198263,36.236446845501725,1.7477122762576219e-09,3.030675757420615e-08
909,432545,36.042756350772336,1.930350386171215e-09,3.340567664215237e-08
1594,4280354,36.01116342245127,1.96190304613536e-09,3.388270362400844e-08
352,4248728,35.90508119019701,2.0716774335595004e-09,3.570596988429021e-08
1771,443200,35.85394765446115,2.126766772765726e-09,3.6581249530749745e-08
734,4065364,35.81210612566954,2.1729348001390533e-09,3.729985251875058e-08
1161,4204199,35.769811259952455,2.2206230828096267e-09,3.804160148111572e-08
1863,438409,35.64694802002993,2.3651814097162706e-09,4.0436511948408755e-08
836,374044,35.557801273111856,2.4759347193243296e-09,4.2245014678913315e-08
148,4270024,35.53852438180514,2.50055850286609e-09,4.257965049870374e-08
1093,4339214,35.46777891704968,2.593047008221859e-09,4.4066240857722274e-08
1442,314665,35.333230475876654,2.778506388139213e-09,4.706030489862836e-08
809,4147829,35.33196835352308,2.7803075272580247e-09,4.706030489862836e-08
643,195083,35.16859788475482,3.0235998873469827e-09,5.107659690414973e-08
951,31610,35.11542683279403,3.107293926612552e-09,5.2386262885767566e-08
634,4098604,35.0965193134989,3.137611234202281e-09,5.279263892478571e-08
1309,4115169,34.989278049987654,3.3152584215960115e-09,5.5671444285180454e-08
691,4185471,34.94567652446656,3.390333794318786e-09,5.681985453713358e-08
433,141960,34.779381788951206,3.6926348639008477e-09,6.176440637512894e-08
1561,4152592,34.43738788100523,4.401858765252514e-09,7.34825028061898e-08
1733,4155910,34.395065702389616,4.498623332070632e-09,7.495059304432189e-08
339,4216397,34.31971585837257,4.6762045240906814e-09,7.775677072641589e-08
1850,440072,34.307256842165465,4.706236454589318e-09,7.810330303641687e-08
585,3655355,34.29304412982804,4.74073151790081e-09,7.852240878675085e-08
935,40480002,34.25595135450694,4.831955248495615e-09,7.981258680060443e-08
1152,4310235,34.25375520860379,4.837411110075472e-09,7.981258680060443e-08
87,256439,34.243319513730924,4.8634208225797034e-09,8.008621459197624e-08
663,4331284,33.990640563863195,5.537781476430695e-09,9.101456325963561e-08
358,4031763,33.8773569652571,5.869788295339834e-09,9.628492499131771e-08
1684,315558,33.82424028917681,6.032254307831956e-09,9.862361124839641e-08
597,4145825,33.823169735810275,6.03557465566272e-09,9.862361124839641e-08
420,43531028,33.732370094533515,6.323957069630422e-09,1.0313754936784969e-07
2918,4008220,33.644526231859984,6.616079220460128e-09,1.0766336051942372e-07
174,138841,33.64137614231893,6.626802112705497e-09,1.0766336051942372e-07
104,4195572,33.441440093897796,7.344230212872527e-09,1.1909145824194248e-07
1378,315286,33.251398993511074,8.098147336476744e-09,1.310665865105579e-07
668,4064161,33.2321437196213,8.178733510185455e-09,1.3211919892784375e-07
673,134441,33.181594282180406,8.394133030198783e-09,1.3534145798405893e-07
2645,200687,33.155931450956004,8.505651761940939e-09,1.3647725155586958e-07
273,4068847,33.15502353200944,8.509624217485667e-09,1.3647725155586958e-07
2049,435508,33.15430655665455,8.51276254261632e-09,1.3647725155586958e-07
0,45757435,33.000751769875734,9.212324372323131e-09,1.4741453896728748e-07
539,139750,32.96021983722653,9.406397435025199e-09,1.5023714098761112e-07
432,141375,32.55421867719255,1.1591325169233815e-08,1.847870355778231e-07
1352,37016348,32.544302700302495,1.1650616790699164e-08,1.8538443983252956e-07
388,435839,32.42933607600019,1.2360633703942167e-08,1.963145880044796e-07
1184,442775,32.42146800411137,1.241078121799435e-08,1.967432985248097e-07
1292,375800,32.38977367109317,1.2614858748887452e-08,1.996060610601428e-07
880,443611,32.22482450746673,1.3732493895558538e-08,2.1688661827241804e-07
523,36714686,32.21626597568378,1.379311735879455e-08,2.174399224446703e-07
3216,433031,31.901926144005465,1.621562793272079e-08,2.5515590841542323e-07
1979,4275359,31.81735105494689,1.6937290157981804e-08,2.6601876981954046e-07
198,136773,31.671746947522557,1.8255881176348034e-08,2.8619967224248937e-07
107,197006,31.555044446461284,1.9386610609347295e-08,3.0336653839341434e-07
1835,194913,31.52007207393551,1.9738927339639597e-08,3.083118853031575e-07
172,4077895,31.512178564085232,1.9819330747003752e-08,3.0899973093080895e-07
234,4244662,31.48780715278541,2.0069654374567405e-08,3.1232940150311215e-07
1406,36712982,31.44848557366059,2.0480228650276576e-08,3.1813620263510065e-07
977,373764,31.441085702849293,2.0558429541928016e-08,3.187682040470116e-07
344,4103703,31.321092098499022,2.1869079663166762e-08,3.384728049142586e-07
1010,4310821,31.23105885439756,2.290716359432003e-08,3.5389485283806776e-07
473,4242103,31.21721332747239,2.3071124482021842e-08,3.5578102490696845e-07
968,438878,31.1849962049555,2.34572095673942e-08,3.6107954654737053e-07
337,4002359,31.068929048745183,2.4902589532852244e-08,3.825770117764284e-07
1177,40481896,31.065717786058094,2.494382305803711e-08,3.825770117764284e-07
3263,434626,31.04941110744973,2.5154263271578634e-08,3.8477459815637337e-07
641,436073,31.04760567690765,2.5177671716481536e-08,3.8477459815637337e-07
1065,4155040,30.95733434949754,2.637634348773089e-08,4.02369462504936e-07
1454,4153359,30.938366498932602,2.6635387969686346e-08,4.055929956602596e-07
3057,40277917,30.908671237851188,2.7046064814697448e-08,4.1110986177188594e-07
112,193322,30.874439556213076,2.7527356157916114e-08,4.176784737032379e-07
1817,136834,30.81301392584122,2.8412602888803656e-08,4.3034204411081047e-07
1341,138102,30.73012958847523,2.9652480977460937e-08,4.4832229691367543e-07
650,443733,30.59557878517883,3.178171494419661e-08,4.796611578700507e-07
916,4133224,30.532977653915616,3.2823925418633344e-08,4.945122239044814e-07
549,4260918,30.484670768455125,3.3651506680646186e-08,5.060829243636295e-07
839,133834,30.408822466811856,3.499330200874377e-08,5.253323094846215e-07
2038,4111709,30.393860535127146,3.526424942490295e-08,5.284661858261029e-07
905,75911,30.331078888307307,3.6424272849547904e-08,5.448891662017757e-07
4063,43531604,30.284363926333697,3.7312168431965135e-08,5.571906769181156e-07
1336,36713126,30.20174729754911,3.893585290557058e-08,5.804174423484794e-07
588,4246581,30.008451169965177,4.301674163064159e-08,6.401282900797927e-07
2601,45763761,29.92574179035191,4.4891318662939624e-08,6.66855829858388e-07
1229,433163,29.889949078713457,4.5727715125512094e-08,6.780949309275327e-07
1077,4167097,29.852230175390233,4.662602419111225e-08,6.902113720416041e-07
3164,44782778,29.80321573867983,4.781981414833173e-08,7.066521057710865e-07
1877,376337,29.74293751082131,4.9330015440416065e-08,7.277033701340544e-07
821,40483292,29.731980333666044,4.96096238603093e-08,7.294337885624871e-07
630,441408,29.73161357945469,4.961901021408939e-08,7.294337885624871e-07
379,4070750,29.676094087200333,5.106064142850968e-08,7.493303457997353e-07
2312,435790,29.66400427658854,5.1380090639397686e-08,7.52718327867176e-07
1862,44784621,29.63931664695965,5.203864502106373e-08,7.610539875111506e-07
1563,440329,29.62644292416005,5.238540582872156e-08,7.648089232416616e-07
418,40481299,29.59363238403658,5.3279681056147034e-08,7.765307889092306e-07
1633,4166902,29.58290758456063,5.357529766172803e-08,7.795022332734642e-07
571,321319,29.576707273911445,5.374695108104411e-08,7.806629800609091e-07
833,762212,29.367550778257936,5.987181102644057e-08,8.681412598833883e-07
2385,373995,29.228633444595275,6.43216114265717e-08,9.310745013485174e-07
2904,4044053,29.14899836851757,6.702038308956152e-08,9.684901277415036e-07
1400,80497,29.071764996722173,6.974610145279696e-08,1.0061674431993477e-06
1365,199856,29.04713017407761,7.063866656207735e-08,1.0173165250474088e-06
27,78472,29.042509028005625,7.080736967021447e-08,1.0180206769675336e-06
330,380731,29.028060316179612,7.133745429428011e-08,1.0239093735447604e-06
464,134438,28.995430672275845,7.25492241567161e-08,1.0395459656991852e-06
69,134460,28.84524499661375,7.839813210752071e-08,1.120087199743512e-06
370,374025,28.844364340285594,7.843378649492641e-08,1.120087199743512e-06
2658,76565,28.78596854102177,8.083462954329917e-08,1.15243598528425e-06
2362,434633,28.781875013691273,8.100566401907962e-08,1.1529399115077379e-06
903,4024561,28.76498791219629,8.171507756999481e-08,1.1610919968432204e-06
782,29735,28.734970717176857,8.299147844511291e-08,1.1772597535027119e-06
890,442019,28.694009248487554,8.476554906624049e-08,1.2004214506930759e-06
2416,133726,28.65231963252579,8.661018234641051e-08,1.2245036928410151e-06
321,4264617,28.639385316801352,8.719062007106216e-08,1.2306622902721182e-06
1157,435788,28.630572117098154,8.758835066501172e-08,1.2342258965184156e-06
2342,372897,28.599710571776676,8.899548454542976e-08,1.2519778678518487e-06
3112,4002140,28.46349104894426,9.54820990582825e-08,1.33851339880855e-06
2166,4151527,28.46349104894426,9.54820990582825e-08,1.33851339880855e-06
499,4330445,28.460700981310943,9.561979646893395e-08,1.33851339880855e-06
1712,4013597,28.457523024976766,9.577687966053881e-08,1.33851339880855e-06
547,321314,28.41582758029724,9.786195681325884e-08,1.36540730220404e-06
1605,75650,28.373453490513683,1.000275812131791e-07,1.3933350124071849e-06
1197,195588,28.3541757897027,1.0102864256860187e-07,1.4049760653116368e-06
2050,43530727,28.226510466378393,1.079163258812365e-07,1.4968174478670779e-06
1277,4187218,28.225277953453446,1.0798506479257607e-07,1.4968174478670779e-06
3138,441830,28.216637300291897,1.0846819928317492e-07,1.5010656177673244e-06
869,434004,28.190367789882117,1.0995037984666495e-07,1.5191030529383938e-06
1074,45757591,28.02208248166842,1.1993895352265404e-07,1.6544176754577784e-06
626,4067313,28.017810359021617,1.2020402692942956e-07,1.6553867371464553e-06
1100,4332246,27.946851147545367,1.2469370787273623e-07,1.7144375983732034e-06
436,378424,27.839027354415904,1.3183964676445727e-07,1.8097600622901348e-06
2012,4204781,27.814733611938617,1.3350553084843555e-07,1.8296717671276722e-06
343,442108,27.80324774814225,1.3430047415464016e-07,1.8376024619838605e-06
1473,443615,27.696584598070853,1.4191304376755323e-07,1.938641692753858e-06
1497,4252872,27.680667871874096,1.4308552404908705e-07,1.951521184342043e-06
1228,319844,27.6692394170463,1.4393336607384497e-07,1.959938800527982e-06
14,439082,27.52735298167245,1.5488840592960883e-07,2.105738856294218e-06
1611,4152933,27.428317833525384,1.6302644539186843e-07,2.2128365918445783e-06
1472,36717006,27.3733740280798,1.677247744534985e-07,2.2729783230165497e-06
2034,4043738,27.369027861005492,1.681021631447577e-07,2.274465095925169e-06
4339,4129404,27.33246787529795,1.7131063737700968e-07,2.31419155133935e-06
2731,4295624,27.23733201523271,1.799502943461626e-07,2.4270438905703865e-06
207,134898,27.232125971673703,1.8043548252086657e-07,2.4297310538507185e-06
483,441284,27.205686925678283,1.8291983652572578e-07,2.459287738859323e-06
1422,134668,27.052081847950326,1.980468193431865e-07,2.658457857755222e-06
2751,432582,27.044329353231404,1.9884268431319884e-07,2.6649310545887234e-06
380,4197819,27.027337792631982,2.0059825448482763e-07,2.6842257769410714e-06
2298,379801,27.00178061575931,2.0326812494747805e-07,2.7156749334571082e-06
403,73553,26.867877813905796,2.1784976038408842e-07,2.905917447383986e-06
137,4103295,26.83267228503002,2.218546400508055e-07,2.9547004334039094e-06
1607,192359,26.640816332154778,2.450126098968404e-07,3.2580158783935105e-06
409,432895,26.634283975046813,2.4584238907146557e-07,3.2639418436566297e-06
2094,4275889,26.570480145923092,2.540967329472417e-07,3.3682682368997078e-06
1251,43530690,26.348638967689297,2.8501968609974334e-07,3.7722932597967587e-06
470,73008,26.170759373571123,3.125191833828257e-07,4.1298219303326124e-06
1281,374801,26.104384744272004,3.234486618269647e-07,4.2676137881113646e-06
795,194175,26.094453889405692,3.2511654207508094e-07,4.276339408687249e-06
838,379031,26.094453889405692,3.2511654207508094e-07,4.276339408687249e-06
1033,4035611,26.05705372849844,3.314756170622069e-07,4.353243150197175e-06
350,443414,26.01588700345598,3.3861936159779145e-07,4.4401986350253615e-06
1097,137351,25.906500218223073,3.583603808727586e-07,4.69181534094889e-06
1993,438064,25.903033415980513,3.590045511883701e-07,4.693017956073201e-06
712,377844,25.87670640706903,3.639344297806585e-07,4.750154915278426e-06
2427,4177651,25.847579982786826,3.6946762627793237e-07,4.8149791725208455e-06
1520,4058350,25.826476257849258,3.735293531262778e-07,4.8604577542327445e-06
390,4058388,25.802571052735743,3.7818436390961567e-07,4.913505413058111e-06
3109,4040820,25.792661732420484,3.801309938574831e-07,4.93125657222448e-06
2461,443412,25.700870672002246,3.9864716188442136e-07,5.163574595323062e-06
1575,375824,25.673309568916025,4.043813531975352e-07,5.229875735341638e-06
496,440417,25.653824762356848,4.0848506364205914e-07,5.274920343110299e-06
316,4022073,25.613321436857824,4.171495841591709e-07,5.378634319575835e-06
308,135858,25.603645893123385,4.192465067572609e-07,5.3974811635097656e-06
3814,4175154,25.395617359025287,4.66977819884591e-07,6.002890371496777e-06
1433,4068613,25.340124995620197,4.806064791838011e-07,6.168751138405979e-06
751,195906,25.32073605845082,4.85461728383062e-07,6.221671653198911e-06
1503,318448,25.2375129374918,5.068667105218907e-07,6.4859279239435225e-06
1908,4299418,25.2346956896014,5.076076343912489e-07,6.4859279239435225e-06
617,375527,25.128536583079935,5.363327857952176e-07,6.842672193546492e-06
3180,36684711,25.06541032176066,5.541808231931572e-07,7.0597817911128285e-06
900,377853,25.04439616678117,5.602534233526149e-07,7.126457093154444e-06
1980,45757363,25.0323696861575,5.637587655630074e-07,7.160326204766627e-06
508,439002,24.87605162173771,6.113721717535505e-07,7.741921525171265e-06
2378,441838,24.87605162173771,6.113721717535505e-07,7.741921525171265e-06
1477,138525,24.84343297630435,6.21805153547785e-07,7.862319032285013e-06
1420,37311319,24.74727657619761,6.536109024213439e-07,8.252201839337532e-06
4052,380055,24.614743798019333,7.00140031664675e-07,8.826542802751846e-06
2397,4179873,24.589662084533845,7.093124292509818e-07,8.92892994273421e-06
2011,136198,24.54941545622716,7.242831073422906e-07,9.103895803383792e-06
2890,192606,24.53703621120876,7.289512635729875e-07,9.149038237193019e-06
36,4150062,24.523395116533916,7.341302034468109e-07,9.200448877120285e-06
356,314754,24.43688411077126,7.678446860430278e-07,9.608801616064223e-06
1883,4207539,24.404502086604843,7.808599833496642e-07,9.757304821356024e-06
1141,36714994,24.388941685860992,7.871926328386942e-07,9.821990897548289e-06
1368,78832,24.369777907359342,7.950625679227121e-07,9.905640234075198e-06
2574,4274575,24.34728824869171,8.043990141575582e-07,1.000728905314315e-05
1552,4141028,24.183099095621632,8.759763305263952e-07,1.0881828772635643e-05
2549,4306923,24.163751504608054,8.848209082269754e-07,1.0975654390079722e-05
1543,432899,24.156740823757865,8.88047834418307e-07,1.0983613462958304e-05
2356,35622958,24.156740823757865,8.88047834418307e-07,1.0983613462958304e-05
1340,4241908,24.09775466712075,9.156700251733187e-07,1.1308790994037338e-05
561,444444,24.03867662549763,9.441989083173489e-07,1.1644206275722081e-05
2556,200452,24.035343708111977,9.458346849775905e-07,1.164747437428201e-05
881,4102183,24.02676390422387,9.500586892648256e-07,1.168255959867326e-05
520,4216083,23.97379939026615,9.765562417055444e-07,1.1976777398402329e-05
510,4302739,23.973310259704164,9.76804370612312e-07,1.1976777398402329e-05
282,440674,23.79680446664068,1.0706005286877645e-06,1.310791454216129e-05
1357,40484908,23.793154346116552,1.0726327010611867e-06,1.3113899368225762e-05
1055,4125590,23.754343367181004,1.0944810830445064e-06,1.3361789888835017e-05
3009,45772786,23.697455907208347,1.1273146125926408e-06,1.3736009100103805e-05
724,4245252,23.69566014799974,1.1283669944536255e-06,1.3736009100103805e-05
2279,437233,23.620114969311516,1.1735434304095562e-06,1.4265520068941342e-05
1480,37017431,23.59753816998495,1.18739331643876e-06,1.4413258585400206e-05
161,442306,23.577660630746685,1.1997229631247532e-06,1.454214838469476e-05
1968,440276,23.558691495404883,1.2116088606720725e-06,1.4665299842066382e-05
2505,4261072,23.519535649936557,1.2365183953951138e-06,1.494551465956228e-05
2606,4212887,23.502529241313482,1.247496627907232e-06,1.5056788135408737e-05
300,42873169,23.454515670401832,1.2790215260928724e-06,1.5415384265547713e-05
2371,4068617,23.419775389094585,1.3023284794072662e-06,1.5674058200458273e-05
3902,36717169,23.40758077770778,1.3106103482198062e-06,1.575142309593167e-05
2583,4265485,23.30088919978337,1.3853594324922556e-06,1.6618441064379114e-05
1208,4309257,23.29908037104829,1.3866629062780736e-06,1.6618441064379114e-05
310,4091513,23.268770017113276,1.4086889956765006e-06,1.6858634360934123e-05
823,137809,23.24577750332154,1.4256310823975965e-06,1.7037394243505453e-05
1728,444445,23.24194769005005,1.4284728787753683e-06,1.704737928504818e-05
49,379805,23.14503309432579,1.5023075155493174e-06,1.7903375819947477e-05
1419,46273403,23.13877766791547,1.507202673592488e-06,1.7936556186996316e-05
2073,4219836,23.112425096510105,1.5280010504124172e-06,1.8158636259236796e-05
1450,4305841,23.095955513033232,1.5411453505180887e-06,1.8289262630380165e-05
1402,443795,23.014323737484823,1.6079887304442655e-06,1.9055899919923184e-05
700,381001,23.00638071019526,1.614646063741401e-06,1.9108144294722405e-05
936,40305987,23.00332722308591,1.6172126501794106e-06,1.9111899705944997e-05
3065,80141,22.998631810953206,1.621167331437444e-06,1.9132026132255504e-05
332,4307925,22.942157155869094,1.6694996252818511e-06,1.9675087816948528e-05
1615,4025938,22.930996071789508,1.6792212406400843e-06,1.976224775861329e-05
1380,4113008,22.848838673454864,1.7525519027509332e-06,2.0596726857088075e-05
512,73231,22.772132834324033,1.8239137827094467e-06,2.1405794767516806e-05
767,78273,22.729518937793557,1.8648108949940036e-06,2.1855583689329722e-05
9,376382,22.720246335789277,1.8738310857259858e-06,2.193105059974339e-05
648,4117686,22.665901993525786,1.9275829966664003e-06,2.2529123414957914e-05
1143,377821,22.663091645393184,1.930404393884428e-06,2.253110732807141e-05
1185,762213,22.657557119201385,1.935972797215019e-06,2.25651040575254e-05
770,433813,22.624190144635183,1.969887075146729e-06,2.2928945859618847e-05
722,194993,22.55220299809736,2.0450987636959002e-06,2.3771825164328403e-05
2037,441829,22.536434956865968,2.0619539601408965e-06,2.393500382420382e-05
2798,36684646,22.529159283173147,2.069778183905793e-06,2.3993049425167154e-05
1225,4305080,22.47702000898116,2.1267268566039416e-06,2.461961594082247e-05
423,46271075,22.473660721152946,2.130449453832353e-06,2.4629155114576197e-05
1917,4114624,22.45351957599668,2.1529063653955016e-06,2.4854952971148882e-05
1242,74125,22.442911950077374,2.164828932839649e-06,2.4958685810499994e-05
2744,200528,22.38169127513055,2.2349444369789467e-06,2.573214482521695e-05
1233,436238,22.37037594598305,2.2481510781164943e-06,2.5849174168817118e-05
1173,4110961,22.34451169494752,2.278633184428461e-06,2.616425157849815e-05
120,4305500,22.291122987082954,2.3428716686334152e-06,2.6865560821023113e-05
2517,4083556,22.28533846504363,2.34993992196383e-06,2.691029584491464e-05
33,440083,22.268017484266956,2.3712330595168604e-06,2.7117587223034675e-05
632,77395,22.26389632067867,2.376327754797546e-06,2.71393238340252e-05
1430,73571,22.248990181301945,2.394846997305204e-06,2.731411400819103e-05
720,4288544,22.181634426058228,2.48035116564438e-06,2.8251399268740345e-05
1131,4031164,22.166695993300255,2.4997258115482307e-06,2.843396281221595e-05
961,4035422,22.07757325815013,2.618511456403243e-06,2.974530995328657e-05
415,4230641,22.06778586431848,2.6318967717987504e-06,2.985744575430438e-05
2405,4106682,22.057460333333886,2.6460924675272507e-06,2.9978463595438734e-05
45,45770881,21.96840554929028,2.771759127104777e-06,3.136036924501903e-05
81,440029,21.944745021261976,2.8061422431293467e-06,3.170716840408253e-05
2323,377286,21.88895344085202,2.888921549526355e-06,3.2599158574137366e-05
1796,40480500,21.881377905267136,2.9003488969241006e-06,3.268470103072159e-05
487,374027,21.79635499148675,3.031755537319286e-06,3.412030039814831e-05
1827,4119786,21.766397077383978,3.079466450524451e-06,3.461141062183367e-05
1249,4226021,21.749774732648223,3.1062633814898487e-06,3.4866472856696494e-05
1226,196456,21.65799168547276,3.258495861629159e-06,3.652696482356592e-05
943,140966,21.608461780354816,3.3437339317112788e-06,3.7433079338275017e-05
