,Unnamed: 0,condition_concept_id,chi2,p_value
52,124,435220,42.16040322024746,8.40854409186603e-11
53,1356,4152384,41.33362278158723,1.2834223153202894e-10
54,700,193326,40.26978014434995,2.212043153041081e-10
55,668,4336254,39.68699642036066,2.981037535842115e-10
56,244,4200056,39.56842413448912,3.1676380127839086e-10
57,916,45768812,39.275559175303066,3.680192274568253e-10
58,1145,372328,38.03981012018112,6.931577612716021e-10
59,70,140648,36.67799360135831,1.393435911701579e-09
60,69,379805,36.13964438741165,1.8367193364354746e-09
61,1097,133810,35.75178112900123,2.241269689537311e-09
62,79,439297,35.030111905399544,3.246458869551212e-09
63,1542,439254,34.58223779149517,4.086178810597469e-09
64,694,28060,34.492818647485535,4.278268627472133e-09
65,140,4079750,33.94519959201142,5.668637280145092e-09
66,1957,4307956,33.45762836073307,7.283354708314469e-09
67,315,435515,32.8379844051261,1.0016830131854482e-08
68,1101,4067069,32.73956937877853,1.0537021383996658e-08
69,818,4298026,32.72202847065595,1.0632538815755005e-08
70,961,444375,32.575183612158504,1.1466960463364932e-08
71,190,375415,32.39658987375317,1.2570687881006789e-08
72,1089,376966,31.604900818786984,1.889521312321033e-08
73,814,319041,31.53851144322247,1.9552374464787623e-08
74,899,4014295,31.306937317615954,2.202910653327056e-08
75,388,440424,31.218689320926668,2.305358970247909e-08
76,801,4174262,30.73162262751866,2.9629673943374183e-08
77,74,195562,30.59119191921884,3.1853656783084115e-08
78,1805,198964,30.57611516862973,3.2102152122137883e-08
79,95,4110815,30.116748391544,4.06802712664301e-08
80,376,257004,29.82624881998677,4.72550561835938e-08
81,404,435796,29.74308254747973,4.932632496066328e-08
82,454,4154290,29.527295977434967,5.5134726135985583e-08
83,1118,43531003,29.152143572046757,6.691167314433804e-08
84,1814,199075,29.1511032525299,6.69476108917103e-08
85,387,437584,28.29893025556297,1.0395341699696377e-07
86,1222,4111921,28.08447301098645,1.1613387170052296e-07
87,512,4245252,27.39948541964784,1.6547526386329094e-07
88,337,4261842,27.32429315809993,1.720363985857373e-07
89,698,132412,27.27121885323139,1.7682393658631645e-07
90,721,313459,27.196388898457897,1.838016530424081e-07
91,606,372448,26.79878667326421,2.257790513887824e-07
92,1391,37396726,26.411469364861794,2.758973653029283e-07
93,446,135930,25.552662789553903,4.3047157065077403e-07
94,673,45768450,25.258809028757497,5.013008948780609e-07
95,246,75860,25.23811892348891,5.067074806025275e-07
96,1038,373474,25.08682929241308,5.480591447344501e-07
97,793,40405599,24.92227501433413,5.968876093579623e-07
98,640,139099,24.70929655008743,6.666184731820279e-07
99,1446,192450,24.395366730503856,7.845716006605961e-07
100,360,256451,24.362884913085765,7.979125459121856e-07
101,587,439007,24.18886513250694,8.733576260160793e-07
102,359,3655355,24.09214192958604,9.1834284947734e-07
103,787,45770891,23.65939705615357,1.1498306250693142e-06
104,659,444459,23.617671607752257,1.1750344747144908e-06
105,757,4042728,23.56038726611235,1.2105415156306171e-06
106,53,373478,23.51386094414841,1.240170803092432e-06
107,915,443919,23.282840067218167,1.3984211936596885e-06
108,1185,375281,23.232752360073786,1.4353192123752664e-06
109,6,194133,23.10500066138366,1.5339124815258951e-06
110,1550,4328079,22.99584208934564,1.6235215489570725e-06
111,1333,42536696,22.87319085895735,1.7304872595949272e-06
112,510,381591,22.850015180411496,1.7514794531263892e-06
113,649,4141454,22.739210542045427,1.8554296557284248e-06
114,1019,42538119,22.701160273869498,1.8925355960221212e-06
115,2102,261889,22.46808027078438,2.136647887980534e-06
116,680,31317,22.17907905712073,2.483654679831794e-06
117,56,4282316,22.16532806603952,2.5015075376491887e-06
118,1014,373503,22.080276582806743,2.6148264205584446e-06
119,905,4155034,21.92520860851363,2.8348545771210982e-06
120,234,441417,21.914800075001768,2.8502719851426225e-06
121,503,4288310,21.512349202610324,3.5155743012456367e-06
122,2060,4196636,21.41031860628912,3.707703990232214e-06
123,435,4200238,21.337163605592245,3.851912715123352e-06
124,1006,372887,21.315838561906386,3.895000243762886e-06
125,1449,439935,21.29263921800417,3.942424304802302e-06
126,820,139850,21.25510392614828,4.02038417282702e-06
127,1731,201621,21.22800321327017,4.077631675838487e-06
128,130,44784217,20.718808421552776,5.319096420563439e-06
129,1817,4090207,20.689413927386976,5.401379674394099e-06
130,577,37110250,20.59744745763277,5.667162469403829e-06
131,276,440674,20.37552554284037,6.363850919933496e-06
132,1112,197672,20.316927789693978,6.561747951195921e-06
133,2050,437528,20.278203605318048,6.695906230558615e-06
134,177,137820,20.243670471330468,6.817865744804039e-06
135,1659,4171912,19.714612520068226,8.991122793846196e-06
136,923,200485,19.51325589462443,9.990398823320608e-06
137,703,375827,19.364707583218483,1.0798434735373872e-05
138,451,376965,19.278115774847432,1.1299407267912596e-05
139,611,436676,19.27764420290742,1.1302198461348647e-05
140,1563,444457,18.961357222229378,1.3339286415764272e-05
141,581,442111,18.734868127628275,1.5021055563140884e-05
142,1114,432795,18.725742656290898,1.5093109750428e-05
143,1244,139766,18.72332024815397,1.511229518273158e-05
144,617,140214,18.644346873411703,1.5751362101068146e-05
145,1307,435783,18.6046487776472,1.60827884974478e-05
146,257,4285898,18.23069414283186,1.9569947794210227e-05
147,125,762297,18.04272669278914,2.160022685660691e-05
148,981,77079,17.997346046502933,2.2121316171457017e-05
149,1264,4168212,17.97356237926386,2.239944069760685e-05
150,1363,197675,17.965481265547353,2.2494738145419688e-05
151,60,196168,17.84335173172966,2.3985580350135663e-05
152,4,140673,17.74737500899842,2.52265330936896e-05
153,2238,4171394,17.693596816905284,2.594986648085321e-05
154,528,442104,17.48357712039991,2.898002695477028e-05
155,1615,4298028,17.47587235934063,2.9097713888610877e-05
156,233,135526,17.459785477123454,2.934498475145231e-05
157,3042,4044053,17.41367440931336,3.006552084925692e-05
158,226,4280726,17.412601722419957,3.0082492716925173e-05
159,274,137053,17.381813343921863,3.0573746964347506e-05
160,1811,4055361,17.357703140228722,3.096406798327714e-05
161,2075,40277917,17.08462008184685,3.575065291806613e-05
162,946,4115027,17.082687333353043,3.578705504675328e-05
163,33,4223659,17.0747476326002,3.593698572784172e-05
164,1412,80767,17.023091634206274,3.692797772254665e-05
165,1479,40482301,17.022545500069448,3.693860043854446e-05
166,702,372892,16.913315426244225,3.912615789620739e-05
167,1690,4177944,16.897569718048324,3.945206216318302e-05
168,741,4224741,16.840864721193608,4.064851719149223e-05
169,1186,4025325,16.806928244242446,4.138194387834092e-05
170,4091,43531604,16.691292989534205,4.398240073170038e-05
171,269,4301699,16.58923750398991,4.641366350273901e-05
172,59,135777,16.58117436213128,4.661141626386599e-05
173,338,45766207,16.534025058351787,4.7784856426008767e-05
174,88,4228802,16.17524049495334,5.774395276311665e-05
175,425,440029,16.14866905803384,5.8559704300154906e-05
176,462,43530652,16.07754954013621,6.080058095354665e-05
177,1026,4310821,16.073171042533748,6.094132654108036e-05
178,2263,380394,15.890538697057394,6.711338479104505e-05
179,355,436785,15.852629364080585,6.847133169316674e-05
180,2529,435642,15.811107231045412,6.999043040510657e-05
181,2353,137945,15.601902408655754,7.817589601277495e-05
182,1352,4173734,15.573823430032665,7.934550507951443e-05
183,54,374375,15.441288793438211,8.510833037312724e-05
184,241,256439,15.433844249151026,8.544424898882093e-05
185,1314,4052646,15.373496996137211,8.821699255440585e-05
186,3582,4129404,15.27131699916094,9.311983627768912e-05
187,535,4128329,15.174471551901084,9.801965170529312e-05
188,821,4002818,15.087709512660734,0.000102629314334
189,525,4311629,14.848356583093237,0.0001165095424498
190,2395,4244078,14.830774972581596,0.0001176007037745
191,2390,440072,14.773754129098512,0.000121210856815
192,693,4211231,14.759037308384883,0.0001221605992665
193,1946,77734,14.44867895378114,0.0001440308445245
194,1558,37310245,14.444873103179876,0.0001443221836768
195,43,381290,14.39838411346314,0.0001479291943903
196,1436,438252,14.304186069619508,0.0001555186550136
197,756,375552,14.292792453610575,0.0001564628240477
198,1416,4181965,14.262701524049517,0.0001589842556613
199,0,72418,14.20253623556965,0.0001641491168919
200,2151,132393,14.07946905348268,0.0001752462742572
201,27,442588,14.0435558441458,0.0001786248712118
202,168,762289,14.03469550146862,0.0001794684653622
203,2314,40480002,13.97545261001933,0.0001852130522827
204,1447,376229,13.769206710689575,0.0002066965867862
205,1600,45766654,13.76406809977482,0.0002072627669802
206,26,440374,13.73423142106709,0.0002105812329117
207,2762,434626,13.713602011338912,0.0002129069100141
208,2731,433031,13.660819469981565,0.0002189759148528
209,1187,4177651,13.508433450471612,0.0002374937155036
210,326,4214376,13.475755271928316,0.0002416658930702
211,796,200845,13.388034797385927,0.0002532345786679
212,2567,200687,13.359836521453712,0.0002570707144719
213,725,4111409,13.25443801351491,0.0002719352973268
214,100,4272240,13.192306029789764,0.000281100790361
215,1695,46273403,13.07118256802794,0.000299873748785
216,530,4232697,13.050250535088985,0.0003032438405741
217,392,46271022,13.02767662721391,0.0003069210893415
218,1680,4226991,12.865475777185395,0.0003346997915295
219,31,376415,12.647884522266994,0.0003759908924202
220,1255,317248,12.641480847934316,0.000377281004958
221,699,134460,12.59237099884502,0.0003873244817636
222,2186,4111709,12.545865434775315,0.0003970839186857
223,2343,434633,12.404108653859346,0.000428390242196
224,210,77670,12.316986426232416,0.0004488547806764
225,171,4048489,12.304917074052597,0.0004517665688939
226,102,36715917,12.29694553284395,0.0004537001856951
227,2789,4275889,12.249906551334073,0.0004652814589551
228,849,433968,12.218246857441876,0.0004732437957282
229,994,37206607,12.17932486945469,0.0004832213063337
230,2626,438064,12.160258521644652,0.0004881861006741
231,2710,4043738,12.136314022051913,0.0004944941422875
232,788,46270491,12.12799102101962,0.0004967060041892
233,1374,4299417,12.103270293239817,0.0005033346652527
234,734,4297667,12.100008346451109,0.0005042159724226
235,1591,43021974,12.066930320390084,0.000513241397652
236,4260,380055,12.033950106896723,0.0005224025069923
237,1491,375800,12.032858548496227,0.000522708521661
238,752,433440,11.876497419734571,0.0005684674666915
239,5913,4313149,11.862350612587548,0.00057280199733
240,83,439082,11.845169429932962,0.0005781111517968
241,1345,440360,11.772144153610828,0.0006012368318101
242,220,4168796,11.635846426797206,0.0006469289784797
243,2427,195847,11.60575878814302,0.0006574791562034
244,1270,4117116,11.60275713411324,0.0006585411682957
245,285,437663,11.595136902133635,0.0006612450640696
246,25,434613,11.51538490101304,0.0006902253825425
247,653,444444,11.51122140200934,0.0006917730820383
248,848,261325,11.408084149152598,0.0007312520264418
249,349,377889,11.372373640400372,0.0007454455431903
250,1543,192854,11.355718020684504,0.0007521603679135
251,1008,4275359,11.313457180998013,0.0007694736974385
252,574,4112752,11.160199835948385,0.0008357092046131
253,1866,432899,11.12508728726148,0.0008516786821605
254,2510,35622958,11.12508728726148,0.0008516786821605
255,440,436073,11.108016164364406,0.0008595538561853
256,465,4106357,11.089525463164332,0.0008681669743967
257,7088,199066,11.07904602496592,0.0008730870609338
258,3195,372897,11.07142824160604,0.0008766812862318
259,3573,44782778,11.066602955128367,0.0008789656885823
260,2169,443200,11.007549526278616,0.000907415312743
261,1775,30753,10.962510354166504,0.0009297377686985
262,327,80502,10.946582130362277,0.000937764377781
263,212,4179823,10.872226111117568,0.000976171246783
264,229,260427,10.870691236944186,0.000976980588062
265,29,36684319,10.798765386065156,0.0010156780982736
266,2280,4008710,10.768714133751311,0.0010323020226246
267,153,433577,10.765795415355871,0.0010339312066617
268,851,73560,10.751622803781734,0.0010418791903955
269,2721,435508,10.687448624637836,0.001078648661999
270,7,319016,10.673915486784637,0.0010865687397228
271,453,4216644,10.641373890625411,0.0011058549090424
272,1703,73571,10.610564436943232,0.0011244336003051
273,324,40483107,10.501372559081926,0.0011928590296029
274,1720,192606,10.501352036212488,0.0011928722786144
275,1548,4158911,10.459777213110288,0.0012200199115818
276,2394,4171569,10.365729793918838,0.001283761409555
277,309,4022073,10.35249081174532,0.0012930009885245
278,92,432895,10.335191186860822,0.0013051760441409
279,527,197925,10.234281269101803,0.0013785431812669
280,2409,376337,10.226041526759367,0.0013847152607258
281,602,439002,10.1831461634183,0.0014173014331668
282,3389,441838,10.1831461634183,0.0014173014331668
283,310,4146581,10.17485803229545,0.0014236865998184
284,1795,4151527,10.144360099266672,0.0014474339990994
285,3279,4002140,10.144360099266672,0.0014474339990994
286,2222,36684711,10.04669795282231,0.0015262126395502
287,1739,136834,10.035386897292009,0.0015356128992448
288,692,4306267,10.015480512784428,0.0015522991130887
289,1039,255348,9.971260079394982,0.0015900263644108
290,1191,4146209,9.95959493213823,0.0016001325668687
291,3062,373995,9.959060962592677,0.0016005967303336
292,1157,434170,9.936144107560231,0.0016206467291882
293,558,443611,9.881084961524463,0.0016698644687281
294,433,4096682,9.824607896407162,0.0017219240554411
295,275,440530,9.805674007325646,0.0017397426255252
296,2603,260134,9.775879501468772,0.0017681612126031
297,348,378735,9.709618029491107,0.0018330611005781
298,1437,4053604,9.696614120839955,0.0018460785058262
299,211,197381,9.67408428148972,0.0018688539316842
300,397,36717114,9.603406053149852,0.0019421678732994
301,248,141932,9.599029947105535,0.001946801882023
302,48,314754,9.590268942600067,0.0019561129219658
303,1002,4115173,9.507027295204164,0.0020468649078571
304,380,136788,9.486448099829609,0.002069951680642
305,1943,440321,9.43945379958926,0.0021236673145953
306,1239,46273539,9.432739082202705,0.0021314569936669
307,1917,4213271,9.409910228368666,0.0021581579287737
308,902,141825,9.403000739772272,0.0021663060481225
309,96,4128827,9.389684351449604,0.0021820977246017
310,912,434056,9.371038629822324,0.0022044057853929
311,400,196523,9.35480709438031,0.0022240137524242
312,1445,4175154,9.332896270112135,0.0022507633290155
313,1750,440690,9.24470613721601,0.0023617719374564
314,169,4228361,9.235061504942063,0.0023742442714574
315,2413,4207539,9.226453584763744,0.0023854323758978
316,1608,4152933,9.217036855841412,0.0023977330112949
317,19,80180,9.20731829122467,0.0024104954195725
318,1260,314379,9.18570767886458,0.0024391220855746
319,57,24134,9.180013387152306,0.0024467223401324
320,1756,443615,9.17043893110454,0.0024595557262482
321,774,434169,9.122947070655144,0.0025242298940273
322,679,444100,9.097334564400327,0.0025598226306991
323,738,4048512,9.033409332688102,0.0026508961870622
324,121,4215402,9.02512532464247,0.0026629366788156
325,2552,141056,8.99756028380666,0.0027034026576943
326,582,4025677,8.904430735104738,0.0028447954878071
327,101,4338120,8.897401859151211,0.0028557670748402
328,964,132706,8.837115729747538,0.0029516525380676
329,612,438120,8.758647883753873,0.0030813741212874
330,2773,4219836,8.743376087185371,0.0031072869178926
331,6720,135852,8.74317654872753,0.0031076269510328
332,6298,196048,8.74317654872753,0.0031076269510328
333,175,36713926,8.702599863838367,0.0031775652101306
334,3220,4179873,8.69987900014625,0.0031823117397851
335,2796,4150985,8.681628941565117,0.0032143356432319
336,786,443257,8.64479273727081,0.0032799744936193
337,91,432312,8.560489902901674,0.0034353696348327
338,161,432870,8.560131666419347,0.0034360456979501
339,2669,4204781,8.534058135379631,0.0034856165630671
340,436,4266809,8.508566901319808,0.0035347833613568
341,1781,4008220,8.477464858813345,0.0035957284385245
342,145,440383,8.44910433309819,0.0036522326243861
343,1513,197610,8.442213453028812,0.0036660975242335
344,3452,439256,8.438013903659044,0.0036745735313452
345,697,77963,8.374741536486123,0.00380471663474
346,1448,255841,8.363327771867777,0.0038286878066017
347,277,443612,8.360046626811803,0.0038356072521364
348,3432,4197184,8.312185114526827,0.0039379986203893
349,1371,315558,8.296204140633549,0.0039728029345691
350,945,134441,8.269787988444666,0.0040310213272649
351,2291,436940,8.262112890760097,0.0040480986422861
352,1383,4309257,8.218732862238813,0.004146014044683
353,897,439658,8.1768022571097,0.0042429491390837
354,39,4171917,8.120876609579147,0.0043758394960677
355,1633,4242574,8.11421277787201,0.0043919540974898
356,4580,138996,8.088191966680307,0.0044554588711379
357,1128,432585,8.059841924879882,0.0045257132085006
358,5191,40486896,8.04515499926974,0.0045625514656577
359,924,373764,8.017494726339065,0.0046327612079968
360,549,46273719,8.016704813475464,0.0046347823159738
361,2865,36684646,8.012021302992096,0.0046467842257816
362,920,77234,8.005628297776473,0.0046632179789247
363,2565,4274575,8.005166713468256,0.0046644068086938
364,2484,4144895,7.967841052810407,0.0047615696284731
365,1932,4317982,7.967841052810407,0.0047615696284731
366,2028,4053600,7.939508198736172,0.0048366977788607
367,44,433595,7.891358328370506,0.0049671546591053
368,965,434500,7.869737759710048,0.0050268942791899
369,3988,4312704,7.84518360507351,0.0050956282747226
370,3321,4265485,7.835602298319866,0.0051227081549895
371,5824,4064029,7.834421703613103,0.0051260550326205
372,2039,4295624,7.776846381601263,0.0052920099132346
373,919,433909,7.768344113672491,0.005316976814306
374,428,77395,7.676512452484494,0.0055944183746795
375,1093,46270082,7.638976080239889,0.0057120332518243
376,780,320744,7.636244024372348,0.0057206915989877
377,1056,45771045,7.6263361790624415,0.0057522036952391
378,2354,195401,7.565177450984622,0.0059506795155381
379,2355,37016114,7.551571429330588,0.0059957765484865
380,634,75576,7.549878487057749,0.0060014121310276
381,405,436962,7.549743486445476,0.0060018617629521
382,2099,4110056,7.534209982277004,0.0060538277175284
383,1197,197494,7.512097875772131,0.00612859489874
384,2168,195591,7.5106592771502205,0.0061334917257154
385,4409,45772085,7.5106592771502205,0.0061334917257154
386,1295,254443,7.508597577632045,0.0061405164800767
387,3795,45757309,7.455778487171396,0.0063233125518125
388,948,438134,7.445826691792483,0.0063583707298789
389,1417,4226021,7.409345657205264,0.0064885918680869
390,1842,432436,7.401415951365582,0.0065172558031877
391,289,4056713,7.358761712500294,0.0066736737044889
392,2332,45773176,7.35087423176633,0.0067030153425875
393,2072,4013597,7.33942346099554,0.0067458471565363
394,2220,74052,7.298743476551923,0.0069002849769698
395,578,439253,7.29422015514672,0.0069176789979456
396,1152,45770830,7.247556685655377,0.0070997551687923
397,1077,759853,7.227836868718111,0.0071781647641581
398,90,141095,7.226732963008315,0.0071825801583887
399,484,4028387,7.223044766233119,0.0071973523170324
400,1734,4169905,7.2142764223354465,0.007232596509311
401,1539,4308394,7.197454513485959,0.0073007063980414
402,103,40481299,7.190979654839672,0.0073270967055656
403,2460,36717169,7.187076762659097,0.0073430512341793
404,485,381295,7.183635121549198,0.0073571496837966
405,1855,45772786,7.165423815591817,0.0074322129005201
406,1022,195321,7.165309731376318,0.0074326855909266
407,107,46270470,7.138078999781635,0.0075463955994197
408,195,78232,7.137255947157415,0.0075498600527833
409,5346,441800,7.126489593423216,0.0075953286048586
410,426,200843,7.10477467375638,0.0076878888556693
411,630,139750,7.080462855290433,0.0077928878630047
412,3839,199991,7.057257448951807,0.0078944763147024
413,2850,40490423,7.039061470309611,0.0079750811799971
414,1952,78581,7.031555532285298,0.0080085758712858
415,2133,4106682,7.023169235059381,0.0080461693241863
416,3285,42709954,6.996718816827408,0.0081659259610029
417,817,314962,6.974323895663542,0.0082687457149531
418,291,40304526,6.922948725629814,0.0085096544033244
419,1259,4286497,6.917353875068664,0.0085363198701667
420,2136,4212887,6.910314225796084,0.0085699928792341
421,3185,43021237,6.852621863408427,0.0088511288574145
422,1683,194913,6.818230527242928,0.009023192707604
423,45,312437,6.803940083719612,0.0090956931216529
424,4333,200348,6.793927628006959,0.0091468449491141
425,1487,40326053,6.775877066128022,0.0092398075295078
426,1285,43530742,6.746452888532426,0.0093934250122671
427,467,4331284,6.743279058715771,0.0094101504720294
428,2509,4055993,6.74221362780068,0.0094157719199456
429,466,4246451,6.735569682689286,0.0094509045293088
430,710,437758,6.707797456902599,0.0095992217022253
431,856,4040820,6.670340184281991,0.0098030475311724
432,1184,4275423,6.670166851901401,0.0098040009669606
433,559,4102183,6.664473802741513,0.0098353691473047
434,2930,437233,6.659385153792241,0.0098634941838955
435,3103,381021,6.626961252391578,0.0100446479332141
436,718,4084229,6.592410206986031,0.0102414425609482
437,2722,43530727,6.592031393570421,0.0102436219611493
438,3561,135893,6.586474107899114,0.0102756490040669
439,152,261599,6.568306539875279,0.0103810682590108
440,2787,4049367,6.552251024113271,0.0104751549825562
441,1194,376422,6.531873628869979,0.0105958288402491
442,661,81186,6.5258960218651145,0.0106314976664335
443,2298,4328217,6.5218936067687165,0.0106554491853115
444,1183,46269757,6.513224570692911,0.0107075169438222
445,370,81175,6.498252899553132,0.0107980548020639
446,4490,28179,6.464864604936992,0.0110028024545619
447,880,4119307,6.455067491182381,0.0110636341463344
448,1698,437247,6.442299608019502,0.0111434300526283
449,1929,4280354,6.440234557519949,0.0111563914474537
450,110,200219,6.435469329649094,0.0111863597125371
451,7600,436176,6.427296396280854,0.0112379513385679
452,3318,442747,6.427296396280854,0.0112379513385679
453,297,4170137,6.420727396853234,0.0112795950983455
454,2311,200779,6.418840957758272,0.0112915833055511
455,3493,432590,6.408263364047868,0.0113590459213117
456,1682,137275,6.377091109608615,0.0115602750093863
457,421,375545,6.374939257401024,0.0115743003610155
458,2109,76240,6.361375929119833,0.0116631064495239
459,876,201603,6.35879520266057,0.0116800828483704
460,287,443563,6.335361391858107,0.0118353998396001
461,198,45766714,6.317922445576063,0.0119523585995751
462,2149,4241223,6.308226706255076,0.0120178982925399
463,2144,79061,6.298968247004396,0.0120808266344515
464,1606,45769876,6.29676458734582,0.0120958543712142
465,937,40479576,6.290781197797401,0.0121367546828818
466,1232,437541,6.250386160308111,0.0124166234611637
467,2759,81303,6.240864256702786,0.0124835542860993
468,4420,40480082,6.222089891621807,0.0126166101440434
469,4796,4001664,6.22201946553478,0.0126171119949427
470,900,4239938,6.22201946553478,0.0126171119949427
471,1763,37017431,6.215904461440667,0.0126607653544824
472,410,45768910,6.151962681780293,0.0131266347630418
473,3981,380375,6.135629125318453,0.0132484399549146
474,1009,4313365,6.115839450431809,0.0133975771051901
475,5419,4014066,6.092820886452683,0.0135732214639693
476,219,4094683,6.085872212823354,0.0136267077127079
477,4277,4328879,6.085494798377394,0.0136296189963634
478,839,133729,6.076256971503355,0.0137010771743368
479,1138,37018854,6.074111975645919,0.0137177246071694
480,1802,377853,6.071331332433609,0.0137393363077893
481,204,441284,6.035186690657048,0.0140234676976526
482,1699,4177862,6.020848655380258,0.0141378467150224
483,4805,435656,6.003520931978258,0.0142773575683319
484,4949,443545,6.003520931978258,0.0142773575683319
485,4065,435875,6.003520931978258,0.0142773575683319
486,174,4109420,5.990432312242684,0.0143836768194191
487,2253,40480500,5.9871135548377055,0.0144107644614318
488,129,35624213,5.978277185431294,0.0144831430637186
489,566,316127,5.975527967905351,0.014505738109506
490,371,140173,5.95373201525155,0.0146861620953067
491,3190,435226,5.95373201525155,0.0146861620953067
492,1589,138387,5.929767052663253,0.0148872096644983
493,6868,37208032,5.926281869733248,0.0149166828157397
494,5467,432962,5.926281869733248,0.0149166828157397
495,1507,4307820,5.926281869733248,0.0149166828157397
496,1804,318448,5.906391993879635,0.0150860393648054
497,1005,4152347,5.891121147308501,0.0152174092231983
498,1692,4187244,5.8874463113213045,0.0152491980984235
499,4711,4058155,5.8874463113213045,0.0152491980984235
500,3702,4117866,5.874962145442011,0.0153577032106104
501,6732,4220669,5.874962145442011,0.0153577032106104
502,2877,133726,5.855316933410533,0.0155300611275093
503,2041,4044404,5.843588940078524,0.0156339058604803
504,1990,4141190,5.843588940078524,0.0156339058604803
505,55,380706,5.831430033968999,0.0157423216779256
506,4102,4003830,5.805094727145819,0.0159798069427347
507,1016,377821,5.789408323231347,0.0161230147880472
508,2706,436700,5.776425365748708,0.0162425420260792
509,402,4168681,5.763531704412657,0.0163621514468463
510,638,4260918,5.761047889374408,0.0163852969421621
511,1090,4320803,5.724274530878979,0.0167319480007152
512,1388,374013,5.724274530878979,0.0167319480007152
513,353,201916,5.710480802584401,0.0168639199852663
514,1289,379812,5.679158562710935,0.0171675990925659
515,1735,441830,5.678671510272451,0.0171723655132668
516,42,375292,5.654966185573527,0.0174060101995321
517,5783,4123726,5.623261974092435,0.0177236318564318
518,1625,375801,5.622919778831019,0.0177270925076991
519,776,4183031,5.619666511749857,0.0177600279454378
520,23,318736,5.6105172050584,0.0178529927720678
521,2429,4227210,5.60723699370694,0.0178864447510118
522,3139,4121803,5.604165370115984,0.0179178281953129
523,412,380111,5.580658225403088,0.0181598961031249
524,929,4169095,5.561376056555567,0.0183609766913185
525,1955,433450,5.544591698300623,0.0185378809670199
526,340,762294,5.53587972000901,0.018630396857156
527,555,78804,5.503436434537855,0.0189791412546133
528,1818,4096856,5.503014624591264,0.0189837195940485
529,1166,4131963,5.482425874429878,0.0192085836646917
530,2757,439248,5.472430015178971,0.0193187462598028
531,1017,435463,5.450672076808386,0.019560800229731
532,156,437312,5.445578739817488,0.0196179143774955
533,554,4329707,5.443297471803717,0.0196435512572186
534,3556,434770,5.443297471803717,0.0196435512572186
535,1088,435516,5.430691746978593,0.0197858401876671
536,1190,79072,5.427811159770767,0.0198185045509529
537,829,441515,5.419127648868476,0.0199173088648244
538,1253,36684613,5.418572015809432,0.019923648383669
539,28,4213540,5.405701967129376,0.0200710751543499
540,223,36713107,5.405476294676981,0.0200736702796565
541,3145,4073658,5.399350926297125,0.0201442417884721
