condition_concept_id,,chi2,p_value,p_adj,,,Article Mentions
36684319,,100.87551095410953,9.795009718889411e-24,1.6796986963481644e-22,,,
435511,,100.61054938637103,1.1196978518955789e-23,1.9169522367213932e-22,,,
140273,,100.37149726188348,1.2633308733440416e-23,2.159298426939355e-22,,,
437273,,100.17038791517676,1.39834614627196e-23,2.386143374722202e-22,,,
141104,,99.91671457804162,1.5894221678745016e-23,2.707750027631446e-22,,,
374022,,99.73897518949657,1.7386578330061926e-23,2.957141113027881e-22,,,
4089462,,99.62121292685259,1.8451747525618077e-23,3.1331790896441678e-22,,,
4115169,,99.58017173,1.8838106630433192e-23,3.1935661354561454e-22,,,
4041285,,99.19233033751028,2.2913270113121587e-23,3.8780896256605787e-22,,,
442019,,99.14978279172547,2.341086871560603e-23,3.9558658161394775e-22,,,
4328217,,98.91146823279163,2.640458710645757e-23,4.454488136530959e-22,,,
4117116,,98.83001331784503,2.751329088519894e-23,4.634005168216976e-22,,,
193518,,98.81361928472776,2.7742001300861526e-23,4.664965655640015e-22,,,
4150062,,98.57082349158603,3.1360582470392055e-23,5.264930097452573e-22,,,
4197184,,98.50740201179435,3.2381202822810115e-23,5.427507415074882e-22,,,
372409,,98.31680571538512,3.5652734668077485e-23,5.966235405324658e-22,,,
378756,,98.18107268919125,3.818221119501759e-23,6.379253034383003e-22,,,
321887,,97.99686471652072,4.190455220464512e-23,6.989921452819777e-22,,,
4200967,,97.96304233122346,4.262644779668593e-23,7.0989430369096185e-22,,,
134765,,97.74960935148721,4.7477727454804833e-23,7.894216699365309e-22,,,
441830,,97.390822,5.690920499773371e-23,9.447291666716434e-22,,,
40484908,,96.65939368,8.234078775077491e-23,1.3647296113334177e-21,,,
26727,,96.53526981,8.766812129866877e-23,1.4507119690059967e-21,,,
4103534,,96.50034882706261,8.922811358604802e-23,1.474178944970129e-21,,,
374384,,96.24539648795297,1.0149088059937376e-22,1.6741162399820509e-21,,,
435082,,96.15426718747548,1.062715778732103e-22,1.750196889474487e-21,,,
75036,,96.07283854169245,1.1073361078746897e-22,1.8207969672521794e-21,,,
4133610,,96.04409456981514,1.1235303957253497e-22,1.8445067728874935e-21,,,
36712860,,96.02588013617479,1.1339147618072512e-22,1.8586186442745984e-21,,,
4167097,,95.85648734647121,1.2352059476452242e-22,2.0214583004612868e-21,,,
4151978,,95.75258839867993,1.301761911180187e-22,2.1270298397774375e-21,,,
436677,,95.72849362,1.3177020991984336e-22,2.1496954811413067e-21,,,
4168217,,95.66832396724203,1.358365762344263e-22,2.2125606586648245e-21,,,
312998,,95.45959966611471,1.5094039006244501e-22,2.4547300994192937e-21,,,
376115,,95.42643771395032,1.5349012464929637e-22,2.4891915890638855e-21,,,
4115170,,95.42581423360147,1.535384727280553e-22,2.4891915890638855e-21,,,
4104431,,95.38087391614563,1.570638109570428e-22,2.542378696986898e-21,,,
4234788,,95.15116644,1.7638823311116167e-22,2.8507410863004545e-21,,,
4225273,,95.08606058169907,1.8228579455412815e-22,2.9414813307554346e-21,,,
374919,,94.96007712779213,1.942638179486686e-22,3.1299063505776188e-21,,,
4305500,,94.90953538225075,1.9928756915361522e-22,3.2058768090470115e-21,,,
4171569,,94.72190374698745,2.1910132110356533e-22,3.519166814386786e-21,,,
443535,,94.25807677444251,2.769543638981558e-22,4.441527391403757e-21,,,
438134,,93.86786862283031,3.3730551088589597e-22,5.4010460233069815e-21,,,
4153359,,93.57490622770243,3.911149555398771e-22,6.253025566108312e-21,,,
4261072,,93.55378542497083,3.9531088141714114e-22,6.3104004296266214e-21,,,
4110914,,93.43702287614245,4.193330639810729e-22,6.683603068851702e-21,,,
37018854,,93.08916251,4.999072737274502e-22,7.955645311754459e-21,,,
43531604,,93.01830642390841,5.181286775566734e-22,8.23301715163448e-21,,,
43020424,,92.86158014318657,5.608271146384626e-22,8.897886069195273e-21,,,
435788,,92.81611993364433,5.738583634707365e-22,9.090756270103497e-21,,,
30753,,91.84808925449255,9.359221151029522e-22,1.480380916308962e-20,,,
195083,,91.71385157875179,1.0016132842165398e-21,1.5818792172611368e-20,,,
256451,,91.57569844940204,1.0740393928909381e-21,1.6936900411111728e-20,,,
36715748,,90.9872306,1.4460228677689466e-21,2.2768287336143776e-20,,,
441553,,90.59205944391485,1.7656754775993465e-21,2.775930342392195e-20,,,
196858,,90.54005387700596,1.812699562589988e-21,2.845554962905613e-20,,,
4207935,,89.69757266,2.774952737862655e-21,4.349518680523184e-20,,,
193688,,89.62213629544453,2.8828047187862924e-21,4.511763047835414e-20,,,
4055361,,89.32452485000977,3.3507938248452108e-21,5.2363081846302897e-20,,,
435940,,89.21095577554796,3.54878190449957e-21,5.537378611345275e-20,,,
73571,,88.930664,4.088958263507724e-21,6.370682799755961e-20,,,
381444,,88.88165058347126,4.191533722123313e-21,6.520721323399022e-20,,,
433329,,88.82909177279052,4.30439055028312e-21,6.686282002771627e-20,,,
444044,,88.80889480987283,4.3485624178103534e-21,6.744815021773909e-20,,,
4146209,,88.60964400658446,4.8093876512344726e-21,7.448458490555684e-20,,,
137275,,88.50524166,5.070035332343307e-21,7.840447496088043e-20,,,
373175,,88.22918407811127,5.829347453874719e-21,9.001274701436267e-20,,,
381033,,87.996459,6.557174621819879e-21,1.0110112562307444e-19,,,
375265,,87.73269187813675,7.49257094374119e-21,1.153522922183088e-19,,,
381035,,87.20599765290262,9.778681308924386e-21,1.5032552686737018e-19,,,
40480603,,87.14105320566914,1.0105110343475378e-20,1.5511419008773432e-19,,,
318448,,86.90495821901816,1.1386355486989761e-20,1.7452360799527671e-19,,,
435839,,86.88356691716525,1.1510179386916436e-20,1.7616168510874167e-19,,,
4191592,,86.30788571988181,1.5399325314333092e-20,2.3533792450963163e-19,,,
4339013,,86.20325736855865,1.623600106554565e-20,2.4775994577555125e-19,,,
441561,,86.17973695196719,1.6430259383128196e-20,2.5035667963265133e-19,,,
4002956,,86.16604317862905,1.6544427126641518e-20,2.5172721332365837e-19,,,
196569,,86.09193440494549,1.7176195918552554e-20,2.6095764325379846e-19,,,
4013604,,86.06115143726595,1.7445658661472592e-20,2.646646493576981e-19,,,
4040820,,85.94112013,1.8537375177806068e-20,2.8081691377224586e-19,,,
442012,,85.59021446525911,2.213682233667142e-20,3.3485568809707334e-19,,,
4307981,,85.45722014801493,2.3676899686786514e-20,3.576313103852986e-19,,,
36712982,,84.7586887,3.370944966262323e-20,5.084304802525118e-19,,,
435956,,84.58335377,3.683534802361711e-20,5.547723719730856e-19,,,
36715619,,84.37056791229995,4.102091669950747e-20,6.169165938368765e-19,,,
432545,,84.14019731734652,4.60903600102993e-20,6.921546549523561e-19,,,
4003171,,83.91330085943824,5.16955557895127e-20,7.752095465578874e-19,,,
4096196,,83.90104723987275,5.2016969402106214e-20,7.789053977329795e-19,,,
4266809,,83.42344155775413,6.623193407374135e-20,9.903341854594534e-19,,,
432586,,83.38959318718734,6.737575496308501e-20,1.0059897206557175e-18,,,
4115367,,83.35274404,6.864345540007594e-20,1.0234473292935284e-18,,,
434004,,83.24435824,7.25121781264836e-20,1.0795795918200823e-18,,,
314754,,83.23744299567596,7.276628568554918e-20,1.0818129339688514e-18,,,
4144895,,82.99816921864422,8.212941840644549e-20,1.2192698801139736e-18,,,
4136722,,82.98870714784131,8.252349321877143e-20,1.2233725271461809e-18,,,
440853,,82.95964364,8.374579181597469e-20,1.2397240292757961e-18,,,
36684646,,82.83342765,8.92675334666983e-20,1.319584932839159e-18,,,
4213731,,82.73020345396314,9.405307004367088e-20,1.3883515680310055e-18,,,
440385,,82.56205756,1.0240403961739276e-19,1.5094791201474405e-18,,,
316999,,82.06929019,1.3139845470287845e-19,1.9341256958531345e-18,,,
436681,,81.99570277072456,1.3638288500754063e-19,2.0046547963201728e-18,,,
4263748,,81.93592079383235,1.405711162734628e-19,2.0632980795393015e-18,,,
4138412,,81.72849211,1.5612641579770246e-19,2.2883860549643496e-18,,,
43531681,,81.69986758746236,1.5840410594414387e-19,2.3185006605233e-18,,,
133726,,81.69170913913044,1.5905934996611133e-19,2.324816828196665e-18,,,
201337,,81.59477726,1.6705502542559696e-19,2.438252562110679e-18,,,
74125,,81.47714982034374,1.7729971310262623e-19,2.58414953515076e-18,,,
443733,,81.26183663,1.9770787561349205e-19,2.877563366072002e-18,,,
759859,,81.19824950745021,2.041727471786535e-19,2.9675009631896044e-18,,,
4226021,,81.02738551392784,2.2261129559579904e-19,3.23097288244629e-18,,,
4168681,,80.95038202849221,2.3145679958517594e-19,3.354670936247069e-18,,,
432463,,80.61310003,2.7453345003809414e-19,3.973470212807624e-18,,,
318443,,80.41372894562807,3.0367795289402016e-19,4.389181205110789e-18,,,
4245840,,80.34416799538037,3.145587312897602e-19,4.540131021615539e-18,,,
4068482,,80.18748000856296,3.4051797810009433e-19,4.907992827206907e-18,,,
77074,,80.15717947974686,3.4577999303360585e-19,4.9769330853258064e-18,,,
257683,,80.07151129716524,3.61101428573415e-19,5.190271155926596e-18,,,
4175154,,79.50154381000631,4.818486595693249e-19,6.916258660558598e-18,,,
4049367,,79.31593839216792,5.293097109851284e-19,7.587015884906833e-18,,,
78505,,79.12009182461169,5.844689930498569e-19,8.366118148449191e-18,,,
374025,,78.92833583549894,6.440433730670316e-19,9.206188078284172e-18,,,
42537744,,78.67519292,7.32091374814411e-19,1.0450403251471648e-17,,,
138994,,78.32694888805655,8.732241018979467e-19,1.2447935345574024e-17,,,
377574,,78.29612397611233,8.869572270410903e-19,1.2626382881384945e-17,,,
133729,,78.07495071246952,9.920403103478078e-19,1.4102986190334363e-17,,,
40483262,,77.89831111735013,1.084840987518754e-18,1.5401185167069524e-17,,,
4127117,,77.85132455101143,1.1109562063682438e-18,1.5750418685646372e-17,,,
444191,,77.83047742257794,1.122743592647841e-18,1.5895846614163985e-17,,,
36715749,,77.6553991,1.226805007953363e-18,1.734552060224673e-17,,,
375239,,77.43951601298542,1.3684968359815222e-18,1.9322580325434755e-17,,,
312938,,77.24022260025372,1.5137904271603151e-18,2.1345061219877876e-17,,,
40481919,,76.97114490016538,1.734740546662946e-18,2.442740347008311e-17,,,
4250169,,76.94273990650329,1.7598708014747747e-18,2.474773662912836e-17,,,
4263360,,76.66185323448602,2.028846865473766e-18,2.84915900351397e-17,,,
4043731,,76.54430470447384,2.153275713536378e-18,3.0198166282145805e-17,,,
192963,,75.74055582000675,3.2349464378046574e-18,4.5306689193619944e-17,,,
4204199,,75.16867961926896,4.321686220714522e-18,6.044544173037055e-17,,,
433450,,75.08445643962824,4.510029841727687e-18,6.29949329505835e-17,,,
4311124,,75.02944116829563,4.637468910603604e-18,6.468802271005726e-17,,,
193782,,75.02540668446855,4.646955060904023e-18,6.473345441409464e-17,,,
4119786,,74.93759381066849,4.858304512304715e-18,6.758701538403025e-17,,,
40482727,,74.77639296342149,5.271630174221821e-18,7.323901172528499e-17,,,
43530744,,74.75133946855615,5.338953901518638e-18,7.407531234256567e-17,,,
376686,,74.43246975185292,6.274841450588379e-18,8.694420313935258e-17,,,
4244078,,74.37261498288179,6.4680048294159125e-18,8.9501339796658e-17,,,
43530851,,73.87777904136057,8.310659651879406e-18,1.14846243487142e-16,,,
45763828,,73.77707699165043,8.745634705077405e-18,1.2065154628515863e-16,,,
37016114,,73.77519636841865,8.753970929465897e-18,1.2065154628515863e-16,,,
4304798,,73.73242605542801,8.945719506950933e-18,1.2313101604799218e-16,,,
4047124,,73.71630976380017,9.019057290348235e-18,1.239762478324059e-16,,,
4285898,,73.61977671,9.471097991394993e-18,1.3001803213550433e-16,,,
4216708,,73.43567143312077,1.0397001868055208e-17,1.4254042666600227e-16,,,
4023310,,73.40717685378715,1.054818558179423e-17,1.4442258836100876e-16,,,
138519,,73.39714844,1.0601914915186299e-17,1.4496723657712632e-16,,,
762296,,73.07316882783061,1.2493140154161018e-17,1.70602775929095e-16,,,
257007,,72.99075039666525,1.3025887125669663e-17,1.7764438190283354e-16,,,
4190307,,72.94286316025114,1.3345803936107385e-17,1.817688001363407e-16,,,
257907,,72.86506189027186,1.3882409310259684e-17,1.8882983972803489e-16,,,
4302537,,72.80068939024389,1.4342674350278974e-17,1.9483538803673085e-16,,,
441284,,72.79124148049287,1.441149987249961e-17,1.955147606723446e-16,,,
4216083,,72.77183036832601,1.455394313461791e-17,1.9718980059315427e-16,,,
4176892,,72.44855771443336,1.714431961705063e-17,2.3198407481821635e-16,,,
4120275,,72.27423556,1.87276549328166e-17,2.5307905079561783e-16,,,
35622934,,72.26723777187333,1.8794182034559168e-17,2.5364823338069986e-16,,,
4057044,,71.99313551151477,2.1594727259798017e-17,2.9106667403867834e-16,,,
439278,,71.72236040833845,2.4770952875235514e-17,3.3344526202000963e-16,,,
4150981,,71.61819118130106,2.6113803822153813e-17,3.510668167138712e-16,,,
443237,,71.18076992,3.259495579835099e-17,4.3763149955615436e-16,,,
4110961,,71.16134409576898,3.2917464091625004e-17,4.413913378582801e-16,,,
318169,,71.11916539309873,3.362874936375686e-17,4.503478909641253e-16,,,
136198,,70.92117126850029,3.717868389699874e-17,4.97246953742099e-16,,,
4248716,,70.74189806280388,4.07153118450146e-17,5.438477129735113e-16,,,
134057,,70.46840250830037,4.6769789563567155e-17,6.239173981316943e-16,,,
4008354,,70.38430629647716,4.880665935607536e-17,6.50254876959404e-16,,,
4010963,,70.21820129121382,5.3094280368291654e-17,7.064734463345542e-16,,,
379031,,70.18697745,5.39413630666025e-17,7.16826911749531e-16,,,
81186,,70.07762537768075,5.701602907294353e-17,7.567184854738559e-16,,,
24970,,69.72364022912623,6.822351701625314e-17,9.043096796338042e-16,,,
36715747,,69.71825098881557,6.84101743855764e-17,9.05628703458484e-16,,,
432881,,69.58010364966354,7.337331719213962e-17,9.700960715785176e-16,,,
4344612,,69.55052368259025,7.448198011655599e-17,9.835028429113722e-16,,,
4108235,,69.53859904663273,7.493364325490535e-17,9.882111937880412e-16,,,
377821,,69.25441345,8.654704657438806e-17,1.1399200354892785e-15,,,
4033837,,68.95604518527422,1.006825708855764e-16,1.3244218691682402e-15,,,
4009187,,68.68620655976454,1.1544557767630375e-16,1.5167009395855228e-15,,,
4150985,,68.66707863981503,1.1657078235590139e-16,1.5295499624274335e-15,,,
438064,,68.45907479943138,1.2953824108384418e-16,1.6975553610886615e-15,,,
78272,,68.32014073543239,1.3899405771790515e-16,1.819176634514446e-15,,,
439846,,68.23849749,1.4486964158359739e-16,1.8936922205493633e-15,,,
36712806,,67.90453083310368,1.716063892547945e-16,2.240368840622895e-15,,,
443412,,67.88949637054913,1.7291987244201303e-16,2.254684208804767e-15,,,
4291454,,67.80256291122896,1.8071443740952808e-16,2.353363951829343e-15,,,
40482267,,67.61239283621777,1.9901272484524312e-16,2.5884108092512724e-15,,,
195834,,67.58725397852284,2.0156642926606175e-16,2.618347916166142e-15,,,
196236,,67.35877171560972,2.263327916029065e-16,2.9363924723313415e-15,,,
132342,,67.21425653747806,2.4354656035007775e-16,3.155780368027441e-15,,,
376973,,66.96035022980449,2.7702313788470472e-16,3.585086486796826e-15,,,
4171919,,66.54543056486374,3.4192175784691585e-16,4.4194663029168525e-15,,,
43022069,,66.37042010581123,3.7366771090748777e-16,4.8237948468951714e-15,,,
381295,,66.33106948288302,3.8120239121715486e-16,4.9147723352545776e-15,,,
193666,,66.32869945686498,3.8166101564188265e-16,4.9147723352545776e-15,,,
437116,,66.23782406134573,3.996690182050493e-16,5.140297570775832e-15,,,
73819,,66.18117350750525,4.1132259001981e-16,5.2836394999825284e-15,,,
81303,,66.14456673985102,4.19033148389888e-16,5.3760400963798965e-15,,,
4322306,,66.01203334156192,4.481783690452471e-16,5.742872516791871e-15,,,
73090,,65.82600597441377,4.925402233719346e-16,6.303544336553134e-15,,,
4289526,,65.60628560784164,5.506286709107452e-16,7.0382941551100424e-15,,,
40481920,,65.50526332994004,5.795896873800514e-16,7.399380873775791e-15,,,
4103741,,65.45981428176331,5.931113192524484e-16,7.56271512843122e-15,,,
45763761,,65.44441905548345,5.977627745458139e-16,7.612684746421689e-15,,,
4222415,,65.25756337832229,6.572146723178043e-16,8.359577570044825e-15,,,
444131,,65.22587304482886,6.678688457328495e-16,8.484710323784561e-15,,,
4054067,,65.07096595074252,7.224876067774794e-16,9.167388534348677e-15,,,
433991,,64.9439252,7.706002745594646e-16,9.765948845392627e-15,,,
316135,,64.74299242593793,8.533255026847439e-16,1.0801167629597878e-14,,,
4106682,,64.58065881919919,9.266046613682978e-16,1.1714447251751037e-14,,,
40479575,,64.39794701372337,1.0166402980658387e-15,1.2837091102673385e-14,,,
4167914,,64.38303949103256,1.0243615505302513e-15,1.2918889846007732e-14,,,
255841,,64.36990843110532,1.0312112790369129e-15,1.2989512256668604e-14,,,
440374,,64.33576216524625,1.049238726982244e-15,1.320059182905506e-14,,,
4048785,,64.21434587414143,1.1159322981970098e-15,1.4022694610475605e-14,,,
194847,,64.19842580950542,1.124986025853523e-15,1.4119389831726824e-14,,,
377286,,63.69879475722033,1.4497325251625875e-15,1.8173245357647297e-14,,,
4084966,,63.69491178,1.4525928841506862e-15,1.8187162954330036e-14,,,
4058155,,63.41395342155358,1.6752712114585254e-15,2.094996200899759e-14,,,
45769461,,63.38643803418315,1.6988361523832633e-15,2.1219116941787106e-14,,,
372903,,63.20037227523821,1.8671309410566025e-15,2.329318696213711e-14,,,
4000609,,63.08031976975046,1.984470161106814e-15,2.472735481321584e-14,,,
75865,,62.92175580391276,2.1508331114740905e-15,2.6768212807711077e-14,,,
4338523,,62.80129053561122,2.2864897141187207e-15,2.842248936497817e-14,,,
376690,,62.67808020201595,2.434096855868936e-15,3.022118820333331e-14,,,
4111099,,61.753524115744725,3.89254250957212e-15,4.827124314972968e-14,,,
4339010,,61.72143462397396,3.956498313463459e-15,4.9005876607285176e-14,,,
380102,,61.30179129484641,4.8963464317430385e-15,6.057480014127817e-14,,,
434005,,61.05896469489376,5.539072055795665e-15,6.844475244212669e-14,,,
4280571,,61.00085590482289,5.7050000578759685e-15,7.041135463354758e-14,,,
378144,,60.859448342970694,6.129859860628524e-15,7.556524753458081e-14,,,
4129393,,60.723364651166364,6.568587965571399e-15,8.087768499788859e-14,,,
80242,,60.687759319035415,6.688474801493842e-15,8.225636702618225e-14,,,
4112752,,60.54180413,7.203237839202745e-15,8.848232579786634e-14,,,
377830,,60.351293418247714,7.935239656863484e-15,9.735892622683037e-14,,,
40492482,,60.291797283042115,8.178752575843416e-15,1.0022829807566601e-13,,,
4152376,,60.10099622150536,9.011272090122159e-15,1.1017075242417586e-13,,,
439235,,60.10099622150536,9.011272090122159e-15,1.1017075242417586e-13,,,
40493210,,59.73137064833544,1.0872952437185326e-14,1.32775231171833e-13,,,
4112023,,59.621664718623116,1.149626170335473e-14,1.4022200894514362e-13,,,
4066613,,59.42891865033835,1.2679210139606128e-14,1.5446934556950396e-13,,,
79917,,59.157564514248094,1.4553879460687648e-14,1.7710060346073306e-13,,,
372604,,59.05307154769529,1.5347619370832343e-14,1.8654088947566047e-13,,,
40480875,,59.02459922837087,1.557130990257439e-14,1.890386127424685e-13,,,
381537,,58.939181129888816,1.626215401085317e-14,1.971952210977668e-13,,,
4338117,,58.701730876760536,1.8348002254092412e-14,2.2222895037823816e-13,,,
4185356,,58.69086531783216,1.8449607971900324e-14,2.2319944824678484e-13,,,
315296,,58.57164286,1.9602145369780356e-14,2.368668542822761e-13,,,
4130023,,57.986879131850394,2.638719401890548e-14,3.1848515707835744e-13,,,
4012231,,57.98210787755116,2.6451272767278367e-14,3.1888819790899857e-13,,,
37395564,,57.93410094172799,2.7104742230851398e-14,3.263875796790356e-13,,,
314171,,57.637043681848375,3.152325620025505e-14,3.7915472040862325e-13,,,
375077,,57.61920538630133,3.1810439661115656e-14,3.821665768304207e-13,,,
78162,,57.60110286260658,3.2104553316125283e-14,3.852546397935034e-13,,,
4025677,,57.533220824967295,3.3231877313299406e-14,3.9832257098017004e-13,,,
439154,,57.51613659597321,3.3521781473648654e-14,4.0133450814995025e-13,,,
443236,,57.45140786409628,3.464331336139803e-14,4.142845943056943e-13,,,
4188331,,57.23416825967243,3.868909618148522e-14,4.621345833540166e-13,,,
377853,,57.16994830771509,3.997327176355149e-14,4.769256488712137e-13,,,
4311499,,57.106440373922005,4.12851467169839e-14,4.920128952785512e-13,,,
198202,,56.97092410507659,4.423031659632452e-14,5.265079611328803e-13,,,
74130,,56.890094804060105,4.6086128352161605e-14,5.479714483245577e-13,,,
4218146,,56.832035439755785,4.7467044277432656e-14,5.637457418640917e-13,,,
45763549,,56.755756098057766,4.9344439362700274e-14,5.853737601109375e-13,,,
81426,,56.66914371307712,5.156638791722804e-14,6.110352374410876e-13,,,
43022059,,56.61720466150432,5.294656223642158e-14,6.266750282014727e-13,,,
43021248,,56.54581632273881,5.490407711765917e-14,6.49104857117991e-13,,,
444459,,56.51812162347951,5.568283448996783e-14,6.575636545678929e-13,,,
4147829,,56.35923306552135,6.036912884602488e-14,7.120953314050971e-13,,,
4010658,,56.31224403586561,6.182920230282739e-14,7.284910094455581e-13,,,
4053828,,56.150951707909584,6.711510558632833e-14,7.898756254282265e-13,,,
433736,,56.10070667886634,6.885236496727753e-14,8.094047248189459e-13,,,
3655355,,56.09023253130943,6.922014565405967e-14,8.128087611717379e-13,,,
438730,,56.05612817630249,7.043133310076954e-14,8.260975322609447e-13,,,
72404,,55.85648545758275,7.795913691483956e-14,9.13361162140939e-13,,,
376026,,55.84977053742502,7.822586867882326e-14,9.154540848089317e-13,,,
443919,,55.75722666250698,8.199630356357741e-14,9.584989725902098e-13,,,
201905,,55.747786440975744,8.239099481234596e-14,9.620305821234824e-13,,,
197378,,55.699064539339844,8.445846105233092e-14,9.850643403544589e-13,,,
4027663,,55.469760728390135,9.49078191908189e-14,1.1056973733531278e-12,,,
440078,,55.421727875061336,9.725547686067707e-14,1.1317793007123809e-12,,,
4216644,,55.19041382961736,1.0940099346603899e-13,1.2716947696857688e-12,,,
317248,,55.15023931119428,1.1166007207992708e-13,1.2965044346978795e-12,,,
81336,,55.11305410529326,1.1379263223632987e-13,1.3194034692700714e-12,,,
319826,,55.11143937944403,1.138861539583578e-13,1.3194034692700714e-12,,,
4109420,,55.10900967798247,1.1402702240109138e-13,1.3195643839556143e-12,,,
78236,,54.96991783971772,1.2238878247497752e-13,1.414754424338116e-12,,,
375519,,54.888578436842465,1.2756015218489184e-13,1.4728945572282178e-12,,,
135526,,54.86216776055547,1.2928586392661454e-13,1.4911639266652369e-12,,,
37396146,,54.64313109684903,1.4452859261084655e-13,1.6651232088823917e-12,,,
440083,,54.592346619772435,1.4831210359078506e-13,1.7068210193969416e-12,,,
443344,,54.51797750246195,1.5403225874929266e-13,1.7706894169498333e-12,,,
4265485,,54.35740390806467,1.6714703990663724e-13,1.9187494574905992e-12,,,
40479594,,54.355826402885754,1.6728127487360308e-13,1.9187494574905992e-12,,,
4108943,,54.30786675163198,1.7141421456895964e-13,1.963987340463758e-12,,,
44783028,,54.29733073982988,1.7233576060273558e-13,1.9723713922727182e-12,,,
4057513,,54.25629007030614,1.759729475589677e-13,2.0117831364497164e-12,,,
436421,,54.20003212731668,1.810838874307689e-13,2.0679381958028027e-12,,,
77129,,54.15230856309463,1.8553576861141336e-13,2.116451929099679e-12,,,
318736,,54.12515439497296,1.8811755212727747e-13,2.143550001871346e-12,,,
40493038,,54.11572523954885,1.890224476380914e-13,2.15150194507672e-12,,,
4295956,,54.05526540979711,1.9492904898004348e-13,2.2163048982501226e-12,,,
4147660,,54.00681136730424,1.997957933820907e-13,2.269156158280532e-12,,,
436247,,53.898383831347545,2.1113130102824576e-13,2.3952800003117137e-12,,,
433495,,53.89478486952176,2.1151839121082737e-13,2.3970546580838803e-12,,,
4298692,,53.86772887232942,2.1445125518903838e-13,2.4276442744275454e-12,,,
37312520,,53.85923673874216,2.153801645230702e-13,2.4355067135187655e-12,,,
4269569,,53.82835806498817,2.187918838374557e-13,2.4713970183030864e-12,,,
137548,,53.79999073466291,2.2197376880776978e-13,2.504616075407539e-12,,,
375545,,53.559491473643135,2.508794081439464e-13,2.827699359470598e-12,,,
4323342,,53.37030472689988,2.762411702605695e-13,3.110182276649879e-12,,,
4151985,,53.27771586936006,2.895728831885626e-13,3.256754764172665e-12,,,
4263879,,53.247459157684155,2.940675865949758e-13,3.3037301188053928e-12,,,
255919,,53.23862918320897,2.953924109387104e-13,3.3150301668197395e-12,,,
374341,,53.19415033772774,3.0215725754574135e-13,3.3872904211600257e-12,,,
4044391,,53.10369986892235,3.1639593467070457e-13,3.5430889580797005e-12,,,
4317982,,52.992330133671764,3.3485334951344983e-13,3.745743819315146e-12,,,
4080146,,52.901574546079885,3.506883122627515e-13,3.918659076381198e-12,,,
4081648,,52.872040650783326,3.5600127618856643e-13,3.973754309507608e-12,,,
37016130,,52.82565027605435,3.645097042080969e-13,4.064361422886848e-12,,,
256622,,52.74143335012185,3.8047926785630293e-13,4.233557165593776e-12,,,
4295624,,52.741333091434875,3.804986905951296e-13,4.233557165593776e-12,,,
372914,,52.70230425215798,3.881354693192674e-13,4.3139078044554295e-12,,,
261889,,52.569006083787976,4.153932477129476e-13,4.61193016050529e-12,,,
443611,,52.433743423882106,4.450115380802385e-13,4.9354961619315245e-12,,,
141323,,52.37870773324037,4.576591925699401e-13,5.0703564277044975e-12,,,
4091513,,52.251746288224176,4.882250404286521e-13,5.403231757331792e-12,,,
317895,,52.230406164256756,4.93559587118441e-13,5.45645875461153e-12,,,
139766,,52.07462447389631,5.343096374003098e-13,5.900686240025525e-12,,,
4048684,,51.98003218939995,5.606791009587671e-13,6.183033111069465e-12,,,
443410,,51.97867690513105,5.610662263027816e-13,6.183033111069465e-12,,,
28974,,51.86176302843038,5.954885064939413e-13,6.555420084200252e-12,,,
4216972,,51.78940646323114,6.178426373859323e-13,6.794307606047205e-12,,,
45767037,,51.73577835527038,6.349508221957636e-13,6.9750623089412005e-12,,,
4311159,,51.55559138222692,6.959819197536146e-13,7.637427782554976e-12,,,
376382,,51.51992393,7.087417096617507e-13,7.769244564140203e-12,,,
4197819,,51.388608719468046,7.577696396739042e-13,8.297936876176198e-12,,,
4177651,,51.31760493095097,7.856787817144028e-13,8.594498841659024e-12,,,
4184423,,51.25648406454279,8.105257325364745e-13,8.856975197180908e-12,,,
201820,,51.20687602657055,8.312694422736825e-13,9.074109290029526e-12,,,
439256,,51.16588699753053,8.488093324001786e-13,9.250068267362469e-12,,,
4117713,,51.165055190194565,8.491690845904345e-13,9.250068267362469e-12,,,
4032799,,51.16183790360206,8.505619806578297e-13,9.255539374865095e-12,,,
36684711,,51.14166856653663,8.593463635473473e-13,9.341346663163215e-12,,,
192759,,51.045811747229045,9.023522367033235e-13,9.798583535863048e-12,,,
4134455,,50.87164340736122,9.860792617976117e-13,1.0696592576827538e-11,,,
4168222,,50.77706084545912,1.0347602611419981e-12,1.1212959993522048e-11,,,
438021,,50.52630191364336,1.1757841447447009e-12,1.2727863366861387e-11,,,
435510,,50.42005429593149,1.2411936289360583e-12,1.342193984589336e-11,,,
257011,,50.13062489522198,1.438444233106834e-12,1.5538786351815194e-11,,,
4106681,,50.10586662190923,1.4567082620714552e-12,1.571974274085832e-11,,,
439082,,50.038918636373424,1.5072659972122386e-12,1.6248452534263053e-11,,,
43530685,,49.91921952,1.6020767208919302e-12,1.725262309171911e-11,,,
4308802,,49.612584448150656,1.873083729618173e-12,2.0150192668935873e-11,,,
198263,,49.609930778047676,1.875618970337756e-12,2.015660014451909e-11,,,
4141028,,49.60239505259932,1.8828371248073073e-12,2.0213267976237127e-11,,,
138387,,49.59024939817938,1.8945294910883795e-12,2.031780234405618e-11,,,
4310821,,49.58487435917473,1.8997270951948375e-12,2.0352540178623455e-11,,,
